method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
mut_5c181c17,10,40.3,4,10.07,0,0.006179
rand_93a2da71,10,33.6,4,8.4,0,0.01829
mut_1e211ca7,10,35.4,3,11.8,0,0.003374
mut_b4807298,10,42.8,4,10.7,0,0.004342
rand_4f134dd2,10,45.7,4,11.43,0,0.003006
mut_930eaeed,10,35.9,3,11.97,0,0.003128
rand_1ae4713d,10,42.3,4,10.57,0,0.004655
rand_c6fe0df5,10,39.0,4,9.75,0,0.007497
rand_4d4212fc,10,57.7,6,9.62,0,0.005422
rand_419b392b,10,47.3,5,9.46,0,0.0072
mut_7fed6b1e,10,42.0,4,10.5,0,0.004839
rand_4d9edd86,10,47.9,5,9.58,0,0.00667
mut_021293e4,10,40.2,4,10.05,0,0.006255
rand_6d73e9d9,10,47.0,5,9.4,0,0.007483
mut_ce8f995e,5,38.2,5,7.64,0,0.005786
mut_be136e1c,10,47.3,5,9.46,0,0.0072
mut_6c296ce6,10,35.2,3,11.73,0,0.003482
rand_a9b39093,10,40.8,4,10.2,0,0.005731
mut_81e38d69,10,43.0,4,10.75,0,0.004228
rand_8fda85e2,10,44.6,4,11.15,0,0.003444
mut_ac4733cc,10,40.0,4,10.0,0,0.006443
rand_71a3258a,10,47.6,5,9.52,0,0.006929
rand_5ab5fedf,10,41.5,4,10.38,0,0.005176
rand_9369f7b5,10,36.0,3,12.0,0,0.003086
mut_545c142c,10,39.5,4,9.88,0,0.006928
rand_cb4e8ac0,10,41.5,4,10.38,0,0.005176
mut_c46fd074,9,41.44,4,10.36,0,0.004238
mut_d00359a6,10,50.2,5,10.04,0,0.005034
mut_a6d20e46,10,49.4,5,9.88,0,0.00554
rand_b68f5d31,10,35.8,3,11.93,0,0.003182
rand_9ca3e12a,9,36.56,3,12.19,0,0.002303
rand_31796c7d,10,34.9,3,11.63,0,0.003646
rand_c9e844f1,10,41.0,4,10.25,0,0.005569
rand_b5de9ead,10,41.4,4,10.35,0,0.005261
mut_ed1e87b2,10,37.7,4,9.43,0,0.00918
rand_3f79b620,9,44.22,4,11.05,0,0.002931
rand_66b33956,10,42.7,4,10.68,0,0.004391
mut_43c06c0e,10,41.3,4,10.32,0,0.005348
mut_26bd41a4,10,42.6,4,10.65,0,0.00446
mut_7d942fa2,10,42.1,4,10.53,0,0.004763
rand_39effba7,10,41.9,4,10.47,0,0.004918
rand_4265c73d,10,34.6,3,11.53,0,0.00382
rand_a709dbf2,10,41.3,4,10.32,0,0.005348
mut_8426849c,10,42.0,4,10.5,0,0.004839
rand_4aec360d,10,36.8,3,12.27,0,0.002748
rand_c0839c08,10,36.1,4,9.03,0,0.011947
mut_714b4b11,10,50.2,5,10.04,0,0.005034
rand_815e8972,10,46.6,5,9.32,0,0.007883
rand_31cb6f1a,10,41.8,4,10.45,0,0.004975
mut_a17c591a,10,36.9,3,12.3,0,0.002713
rand_38ed4d9d,10,44.3,4,11.07,0,0.003583
rand_9c706696,10,51.0,5,10.2,0,0.004585
mut_085cb087,10,34.9,3,11.63,0,0.003646
mut_ec75b018,10,42.1,4,10.53,0,0.004763
rand_c6746e25,10,50.9,5,10.18,0,0.004638
mut_245a6450,10,41.9,4,10.47,0,0.004918
PETRUS,250,50.94,7,7.28,25,0.01915
BEGINNERS,300,76.49,13,5.88,0,0.013074
CFOP,600,51.69,7,7.38,88,0.018492
Roux,300,42.35,6,7.06,44,0.023586
CFOP,600,51.69,7,7.38,88,0.018492
ZZ,775,50.99,7,7.28,32,0.019132
ZZ,775,50.99,7,7.28,494,0.019132
