scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
D' B F2 U D' B2 L' U D B' R2 D2 U' B L U' B2 F L' D F' U' L2,,B F L2 U L B U',U R2 D2 R' U',R B' F D' B F',R2 D R',F2 L D L' D' F2,B D2 B' D' B D' B',D' B2 D' L R' B2 L' R D' B2 D2 D',46
B D2 R2 F' B' D' R L' B' F2 R2 B F D F' U2 B2 R' B F' U F,,F D' R U' B L2,L' R2 D L,F' R2 F2 D' F',D2 R D2 R' D2 R D R',D2 R D' R' D' R,D2 L2 B2 L F2 L' B2 L F2 L,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,53
B U2 F2 L R F' R2 U R2 F R' U' L B D2 U' L B2 L' U2 F' L2 D2 F2 L2,,D2 F R' F2 D2 U F,R' B D2 R B2,F' R2 F2 D F',R2 D2 U' L B2 L' U,D' B' D F2 D' B D F2,D' B' L' B R' B' L B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D',56
D2 L2 F2 L D F2 L B' D' R2 D R' U2 B' U' L B R F' U2 B' D B',,L2 R B2 D' F L',B2 D B D' B2,R2 B R' B2 D' B,B2 D F D' B2 D F',D R2 D' R,B' D F D' B D F',D R2 F2 R B R' F2 R B' R D2 D',47
U2 B D R2 B' U' B' F L F' U' R2 B' D L U D' B2 F' U D',,R F' D' U B2 L2,U' B2 U2 R D U' B',D2 B R2 B',D' R' D2 R D2 R',D' B' D F2 D' B D F2,B D2 B' D' B D' B',F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,52
B U' L2 B' U2 B R' F D' L B L' R D' L B2 U D' F2 B' R' D R' L U,,B2 L2 R U2,B U' B U2 R' U',B U R2 U' B',R D' R D R' D R',D R2 D2 R D R' D R2,D B' L' B R' B' L B R,D L' F R' D2 L B' L R2 U2 R2 B L' R,53
L F' L' D' L2 R2 D U B' U R' U B2 F' L B2 D2 B' F2 L' D2 U B2 D,,F L2 D R2 U' L,L B' U R' U' L',B R B',D' R D2 R' D' R D R',D2 R' D' R' D' R,D2 L' D2 L2 D L2 D L2 D2 L',R2 F2 R B R' F2 R B' R D2 D',50
R' D2 L' F2 L' F L2 F R2 F2 D' L' R' D' U B D B2 L U B2 R',,D' B' R' F' L2 R' U,B' D L' D' L,D2 B R' B2 D' B,D' R D' R2 D2 R',B' U2 B D2 B' U2 B,D B' L' B R' B' L B R,D2 R' D L' D R D2 B R F2 R' B' F2 D L,55
F' U2 D' L' F2 R' D R2 L F' B2 R2 B L2 U R' U F' L' U' B L' R B',,D2 R B U2 B2 L2,D F' R' B2 F,B F' R B2 F D' B,D R2 D R' D' R2,D2 F2 L D L' D' F2,D2 L' D2 L2 D L2 D L2 D2 L',D' B2 U' L2 D L2 B2 U R2 D' R2 D',53
F2 B R' U2 B' L' B' L' R' U2 R2 F' R' U' D L D' U2 F D2 B2 L2,,D' F L' B' D' U2 L2,R' B' L' D' L B',B' D2 B2 R2 B',B L2 F' R2 F L2 B',D R2 D2 R D R' D R2,B D' F' D B' D' F,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',55
L B2 R B' L' D U L U D' L2 R U' D L2 F L' F2 R2 B D2 F,,F' D U' F2 L' D' F,U2 L' D' F' L U2 B',R B R2 B2 D' B,L U' L' D L U L',D2 R' D' R2,D2 L' D2 L2 D L2 D L2 D2 L',D' L' F R' D2 L B' L R2 U2 R2 B L' R D2,56
F B2 D' F' L' B F R' D L B2 U' F2 B D' L F B' L' B' L2 F B2 D' B',,B2 D2 L2 F' D' L2,B R B2 R2 B,R B R2 B2 D' B,R D2 R' D2 R D R',D' R2 D2 R2,R' D' R D' R' D2 R,D' B2 D' L R' B2 L' R D' B2 D2 D2,47
B' L' F L F2 R2 D2 L2 B2 U L' R U F' U F L F' D B2,,B2 D' R F' L2,D F' R' B2 F D' B',R B' D' B,D R2 D2 R2,L B2 U R' U' B2 L',,D' L' F R' D2 L B' L R2 U2 R2 B L' R D',42
F' L' U2 F2 B' L2 D L2 D B' U2 B' D' R D' B' R F' L' D' R' B D2 R',,R' B F U' B D F,R D U R U' B,F' U' R2 U F,R2 D2 R D R' D' R2,D L' D R' D' L D2 R,D F' D2 B' F D L2 D L2 D' L2 B,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,60
D2 L2 D2 U F' U2 D B2 F' R2 B2 F' L2 U D' B F R2 L' U' B,,D R2 B' F' L' U',B2 U R D' R' U',D2 B R' B',R D2 R2 D2 R2,D R' D2 R D2 R' D2 R,D2 L' D2 L2 D L2 D L2 D2 L',D F' R F' L2 F R' F' L2 F2 D2,50
F L' F2 B' U B' U L2 R' F U2 B' F2 L D2 R' D2 R' F L B',,B' L B2 L2 U2,R' B D' R2 B,B R B2 D' B,R' D R' D2 R2,D2 R' D2 L' D R D' L,F' D B D' F D B',D2 R' D L' D R D2 B R F2 R' B' F2 D L D2,51
L U' R2 U' R L2 F' D' R2 B F2 L2 U D2 L2 B U2 F B2 R' D' F L U' B2,,R' F D F' D2 L2,B' D R' B2 U R U',R2 B R' B2 D' B,L U' L' D L U L',D R D2 R' D R2,B D2 B' D' B D' B',D' F' R F' L2 F R' F' L2 F2 D,50
L2 R' D' L2 R2 F2 L2 D2 U' B' L F2 U' B' D' R' F U' F D R2 B' D2 F2,,B' R B D F U2,D2 R' D2 R2 D2 B',,D2 R D R D2 R2,L' D R' D' L R,D L' D2 L2 D L2 D L2 D2 L',D' B2 L2 D' L2 U B2 U' B2 D B2 D2,46
L' B D F' D B L' B2 R' L2 D' U2 R' D F2 D U' B D L U D2 R' B',,F' L F' U2 L2 F,L' F L' F' L2,B R' B2 F D' B F',R2 U R U' R B2 D B2,R' D R D R2,L' D2 L2 D L2 D L2 D2 L',D2 L' D2 L B R D' R' D' B' D' L B' L' B D,56
R D B' F R2 D F2 D R2 U' R2 D' F' U R2 F L R' D F2 D',,L' B D' L2 R2 U' L,D2 R' D2 B R2 B,D' B R B2 D' B,D' R D2 R' D2 R D2 R',R' D2 R D R' D2 R,D' L' D2 L2 D L2 D L2 D2 L',D D' F2 U' B2 U' L2 B' U' F U2 B' U F D',59
R' L2 D2 B' R2 B' R' F2 D2 F' D2 R' D' B' D F' U' B' L D,,F2 R D2 R D' F,D2 F' L U L' F,B' D2 B2 R2 B',B2 D R2 D R2 D2 B2,L B2 U R U' B2 L',B D2 B' D' B D' B',D D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,53
F D L2 U2 B' L' U R B F R2 F' B2 U2 R' U2 D2 F' U D B' D,,F2 R F L2 B' U' L,F' R F D2 B',R2 B' F D' B F',R' D2 R D' R2,D L' D R' D' L D2 R,F D' B' D F' D' B,D B2 D' L R' B2 L' R D' B2 D2 D',50
U' F L2 D F2 R B' L F' B L R2 U2 R' B2 R' D L B' L' U D,,F' L F2 U L2 F,R' B' R B' D B',R' B' D' B,U' L2 U R2 U' L2 U,D R' D2 R D R' D' R,D B' L' B R' B' L B R,D' L2 D B' F L2 B F' D L2 D' D',52
U' B D' R2 F2 B' R' B2 R U2 F D' F L' B2 L' U L R D F2 D2,,R2 U2 F' D2 R' U2,R2 D' B D' R B2,F' R' F2 D2 F',R2 D R' D R D2 R2,R2 D2 R D' R,F' D B D' F D B',D2 L' F R' D2 L B' L R2 U2 R2 B L' R D',51
L' F2 L' U2 L2 B R' F2 L B2 F' D2 B D2 U' F' U' B' D2 B2 R U' F',,U' L2 F2 L' F2,D' B' L' D L B',D2 B F' R' B' F,R2 D R D R',R' D R D R' D' R,D F' R' B' R F R' B R,D L D' B R' B' L' B R B' D' L D2 L' D2,53
L2 B R D2 R2 L2 D R2 B R2 L' B F2 R2 U F R2 L B L',,F L' F U2 F',R B2 D' B' R' B,F' R F2 D F',R D' R2 D R D2 R2,R2 D' R D' R' D2 R2,R D R' D R D2 R',D' F2 U B2 U R2 B U F' U2 B U' F' D',51
U R2 U' L D2 B2 R L F' B D' L' B R U' F B2 L2 R D B,,B2 D F' L' U,B2 D' B D B',B' D2 B2 R' B',D' U R' D' R U',L' D R' D' L R,D L2 B2 L F2 L' B2 L F2 L,B2 L2 D' L2 U B2 U' B2 D B2,47
U' F' R2 L' B' F U2 F L' U' L' D2 F2 L U' L F' L2 D B' F2,,B2 R' D' R D2 L2,B' L B L' B',F' R2 F2 D F',B' D' F' D B D' F,R2 D' R2 D2 R2,D' B' L' B R' B' L B R,D' L R D2 R' D' R D2 L' D R' D2,49
B' D L B F U F' L' R D' L2 F2 L2 B' D2 U' R' L U2 R B2 F2 D,,B U F' R' D' L2 F,R' B R2 B L B' L',B R B2 D' B,R D2 R',F D2 F D F' D F D2 F2,D L2 B2 L F2 L' B2 L F2 L,F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,56
F2 R2 D U' F2 R' D' U2 F U D' B2 D U2 R2 L' D L2 U F' L2 F,,B L2 D' F D F2,B U' B D U B',D R' B' D' B,L D' R D L' D2 R',D2 R' D2 R' D2 R2,D L2 B2 L F2 L' B2 L F2 L,D2 L R D2 R' D' R D2 L' D R' D',52
U2 L2 U' B2 L F L' R' B2 L' F2 R2 D' F' R2 L D B2 R2 B',,L D2 U' L2 F' L',D2 B L2 U' L' U L',R B R2 B2 D' B,B' D2 B D' B' D' B,R2 D2 R' D' R2,D2 L2 B2 L F2 L' B2 L F2 L,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,55
D B F2 D R F L' F2 B' D' B' D' B2 R' L' U2 B R U L F L D',,L' U2 F' U L,L B' L' B R D2 B',B R' B2 D' B,D' R D' R2 D2 R',R' D R D R' D' R,D' L' D2 L2 D L2 D L2 D2 L',D2 R2 F2 R B R' F2 R B' R D2 D',52
B' L D2 R' F' D F2 R' F' B' U L F' U2 F D2 L U F2 D F B' L',,R2 B D2 L2 U' F,R' F2 U2 L' F U2 F,U L' F L U',D' F D' B2 D F' D' B2,D2 R' D2 R2,D F' R' B' R F R' B R,L R D2 R' D' R D2 L' D R',49
U F2 U' B' R2 U2 R L2 D' R' D R U B D2 F2 B' R2 F L F R' D',,R D2 F2 D F2 L',R' D2 B2,D2 B R B2 D' B,R D2 R' D2 R D R',R2 D2 R' D' R,,D2 R' D L' D R D2 B R F2 R' B' F2 D L D,43
L R' F2 D' F' L' F' R L2 B U' D2 B D2 B L2 U2 B L U2 R2 B U' B2 D,,U2 L U R' F U,D' R D B2,F D' F',R D2 R' D' R D R',R' D' R' D R2,B' D F D' B D F',D2 R' D L' D R D2 B R F2 R' B' F2 D L D',48
F2 U2 B' R2 B R2 U' L D' U' L2 F' R2 B2 R' B F2 L' F' B' L R,,L2 D2 B R' U' L U',D2 B D' B2 R D B',F' R F2 D2 F',D L D' R D L' R',D2 R D R D2 R,R D R' D R D2 R',L R D2 R' D' R D2 L' D R' D2,50
B L2 D R U2 F L' U2 D' F' B L D2 B2 R U' F' B R B2 D2 B2,,L2 D L D2 L2,B2 R2 B2 R' D' R' B2,B U R2 U' B',D2 R D R D2 R2,D2 R' D2 R D R' D' R,B D' F' D B' D' F,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,53
B' F2 D' B L2 R2 B' F' L R' F L F' L D R2 U L B' D F2 D' B F,,F' U2 F' L U' F',B D2 B2 L B' L2 D L,R B' F D' B F',B' D' R' D' R D B,D R2 D2 R D R' D R2,D2 F' R' B' R F R' B R,D2 F2 U B2 U R2 B U F' U2 B U' F' D',58
D B2 R D B2 F2 L' F' R B' R' F2 L' U2 D B2 F2 U2 L U' R',,B' F D L',D' B' D2 R D2 B',D F' R B' F2 D' B F',D R D2 R' D R',L U2 L' D' L U2 L',D' B' L' B R' B' L B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D,55
R B F' D2 R' D B2 U L' F2 B' L U2 F R B' F U2 L2 U',,B D B2 U2 F' L',R' B2 D' R' B2 D' B2,F' R' F,F' D B' D' F D B,R2 D' R D R,D F' D2 B' F D L2 D L2 D' L2 B,R' U F2 L2 U L' B2 L U' L2 F2 U' R,53
L2 F D R D F D F' U' F U' F' B2 L F L2 U' L2 F2 L,,D' F' U' R' U2 L,R B2 D2 B2 D' B',F' R F2 D2 F',D' R2 D' R' D2 R',R' D R D R' D' R,F D' B' D F' D' B,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,51
R' D R B2 R2 L' D2 B2 F2 L2 F U' L D' F R2 L2 U' L B2 L',,U B' R B U2,B2 D' R' B2 D' B2,D F' R B' F2 D' B F',D' R2 D' R2 D2 R',D F2 L' U L' U' L2 F2,F' R' B' R F R' B R,D B' L B L' R' B L R' B L' B' R2 D2,55
F2 L R2 U' L2 F2 B' U2 D2 F2 D' B D2 L' R' D' L2 U R B,,R' U' F' U' B U',B' D B' D' B',D' F' R B' F2 D' B F',R' D2 R D' R2,D R' D R D' R' D' R,D B' L' B R' B' L B R,D R' D L' D R D2 B R F2 R' B' F2 D L D,57
L2 R2 U' L F2 L U2 F D' R' U' L D' U2 L2 B F' L' R F' D2 F R2 D2,,B2 L2 D' R' F' L',R2 D2 B2 R B2,B' D2 B2 R B',D' B2 D' L' D L B2,D' R D2 R' D2 R,B D2 B' D' B D' B',D R' D L' D R D2 B R F2 R' B' F2 D L D2,52
F' R2 D' B' L2 F' B D L U' R F2 L2 D' B2 R' B' D U' B',,L2 U2 L U' L',D B R' D' B2,F' R F,D' B2 D' L' D L B2,U R' D R U',B D2 B' D' B D' B',D F' R F' L2 F R' F' L2 F2 D2,43
F' L2 R F2 L' B R D' U2 R2 F B R L D F D2 U R' D2 F2 B,,L' D L B2 U' L2 F,R B D R D B2,,R D2 R' D' R D2 R',D' R' D' R,D2 F' R' B' R F R' B R,D B' L B L' R' B L R' B L' B' R2 D2,47
U' R2 L D B2 L U' D' B' D2 B2 F2 R' B2 F D' R' U' D2 L' F' R,,F' L R2 F2 D' L2,R2 B D R D B2,F D' F',R U L' F2 L U' R,D R D2 R2 D' R2 D' R',D F' D2 B' F D L2 D L2 D' L2 B,D' R2 F2 R B R' F2 R B' R D2 D',54
U' R L2 U2 B D2 B F R2 U' D L' R2 D F' U2 B' F' U R B D2 F2,,L2 D' B2 L' U2,R2 B2 D2 R D2 B',B R2 B2 D' B,D R',L' D R' D' L R,B D2 B' D' B D' B',D' F2 R D' L D2 R' D L' R2 F2 R2 D F2,45
B L U D R L2 B R2 L' F' L F' U D2 L' D2 F' D2 R U2 F' B2 R,,R B2 F U' L F,B' R2 D B' U R' U',R' B' F D' B F',R D R',U' R D' R' U,R D R' D R D2 R',D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,49
R' B D' B' R' L' D' F2 L' D' B R' D2 L' D' R' U2 B U B2,,L F' U2 L U' F',D2 L2 U' F2 U L2,R B' F D' B F',R' D' U L' F2 L U',R2 U' R D' R' U R2,D F' D2 B' F D L2 D L2 D' L2 B,D' B2 D' L R' B2 L' R D' B2 D2 D,56
D2 F R2 L2 U L' R2 F2 L2 B D' F B D F' U D2 R' U' F' U L R F',,D2 R U' B D U2 L2,R2 B2 U' B' U B,D B R2 B2 D B,R2 D2 R' D' R',R' D' R D' R' D' R,D B' L' B R' B' L B R,D L' R' D2 L R B D' F D2 B' D F' D',54
D2 B F' U' B' L2 B' F2 L2 U' B L' F2 D L' D B2 U2 F D' U,,L2 B L' B2 L' U2,L R2 F' U' F L',R' B' D' B,B' D' F' D B D' F,D2 R' D' R2,,F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,41
L U L' D2 R' B' R' U' F2 L' F' R' F' U F2 D' B' R2 U' F2 R U2 B' R' U,,D R D2 L' U,D' B D B2 R2 D2 B',R B' D B,D2 R D2 R' D' R D2 R',R2 D2 R2 D R2,B' L' B R' B' L B R,D2 F' R F' L2 F R' F' L2 F2 D,48
B2 L2 B D' B L B2 F' R' B R L2 D F2 D U' L' D' U2 F2 R F2 L2,,R U' B R' U,D R2 D R' B2,F D' F',R2 D R' D' R2,L' D R' D' L D2 R,,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,41
R B' L F L F L D2 L B U B D' F B U F' R2 L' D,,D2 R' B' U' L U',R' D B2 R2 B,D2 B R B2 D' B,D2 B2 L' D' L D B2,D2 R2 D' R D' R,F' R' B' R F R' B R,D' L2 D B' F L2 B F' D L2 D',49
D' F2 D B' F' D L2 R' B' F' U L' F2 B2 D U L' F2 R F2 B2 R' U' D2 L2,,B' L R2 D' U' L',B D' R' B2 R D B',R2 B' D B,R2 D R2 D R' D2 R2,D2 R D2 R2 D' R2 D' R',F' R' B' R F R' B R,D' F' R F' L2 F R' F' L2 F2,50
B2 U' R B' L2 F2 R2 F L D B F' R2 B D' F2 L2 B' R' U' B' R L' F B',,F2 R' U2 B F U',L U' B' L U L2 B',B F' R B' F,U R' D' R U',R' D' R D' R' D' R,L2 B2 L F2 L' B2 L F2 L,R' D L' D R D2 B R F2 R' B' F2 D L,53
U2 R2 F2 R2 B D2 R' U' D R F2 R' B2 L2 U2 R D2 F2 R2 L',,B2 R2 D' U2 F,B' D' B' R' B,R' B' D' B,B' D' F' D B D' F,R' D R2 D2 R,F' D2 B' F D L2 D L2 D' L2 B,L' R' D2 L R B D' F D2 B' D F' D2,50
D F' L' B L U' B2 D2 F D' L' D' F' R' B F' R' F' D2 R' U R2 D B' D',,B2 R' U B' F' L,D2 B R' D R2 B,R' B R' B2 D' B,D' R D R',D R2 D' R' D R2,D F' R' B' R F R' B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',52
F2 R2 F2 D U R' B' R B U D2 B2 R D U2 B2 F2 R' L B F' U2,,D2 R2 D' L U' L2 F,R2 U' L2 D' L2 B2 U,F D2 F2 R F,R2 D R2 D R D2 R2,D R' D R D' R' D' R,,D D' F2 U' B2 U' L2 B' U' F U2 B' U F,48
F2 L2 R2 D' B' U R2 U2 L U' B2 D F2 B' U R D F2 L' U D,,D2 B' F D2 L',U' B U B,F D F',B2 L' D' L D B2,R2 D' R2 D' R2 D2 R2,D F' R' B' R F R' B R,L D' B R' B' L' B R B' D' L D2 L' D2,48
F D' L2 B U L2 U2 L2 B U2 F L U R B' U2 D2 F' D2 R' L' U' R L U',,F L2 U' B' U2 L,D' U' B D2 U2 R' U',F' R' F2 D2 F',D' U' L B2 L' U,D F2 D L D' L' F2,R D R' D R D2 R',D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D2,51
F' R2 B2 F D F' D' F2 U' R' U' F B2 U' F' R2 D' U2 F' R2 L' D2 L2,,L B2 U' B L' U' F,D2 B2 R' U R' U' B,B' D B,D2 B2 L U' L U L2 B2,D2 R' D2 R D R2,D2 F' R' B' R F R' B R,D2 L D' B R' B' L' B R B' D' L D2 L' D',55
R L' D' R2 U' R D L2 B' F' L2 B2 F' L2 B D2 U R' F2 D,,F' L R' B2 F U',U' L' D L U,R' B U R2 U' B',R2 D2 R D' R' D R',R2 U' R D' R' U R2,D F' R' B' R F R' B R,D' B2 U' L2 D L2 B2 U R2 D' R2 D2,52
F D F B L' U D F D U' L2 B U' R2 U2 B2 U' F D2 R2 F R' D2 L,,U2 F2 U R2 U' L,B2 R D R' D B',R' B U R2 U' B',R2 D' R2 D' R D2 R',L B2 U R U' B2 L',D F' R' B' R F R' B R,D L' D2 L B R D' R' D' B' D' L B' L' B D2,57
L2 F' L' B L2 R F D F' U' F' D U B' F' U B F L2 F2 L B2,,R' U' B' F' R2 U,R B D R D B2,F' R' F,R2 D R' D2 R2,R' D' R,F D' B' D F' D' B,F2 U B2 U R2 B U F' U2 B U' F' D' D,44
F' D' L2 B' D L' U2 B2 L U' R2 F' D F2 U L' R' B D2 B' L' U' B' U2 D',,U' B' L2 U2,B2 R B' D R B2,F' R2 F2 D F',L' U2 L D2 L' U2 L,R2 D2 R2 D R2,D' B' L' B R' B' L B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D',51
R2 D' U' B U2 D2 B' R L2 B' U' R D U F' D' R2 L2 U F2 B' R',,D F D B' R F2,B2 D' R' B' R2 B2,F' R' F,D R D R',R' D' R D' R,D L' D2 L2 D L2 D L2 D2 L',D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,50
F' L' F2 D2 L U L R2 F' U' B' L2 U L2 F' R' F R F2 U L U2 R' U B2,,D' R F2 R D2 F,B2 R2 B U R U',D F' R B' F2 D' B F',R2 D' R D2 R2 D2 R2,R' D' R D R' D2 R,D F' D2 B' F D L2 D L2 D' L2 B,D D' B2 U' L2 D L2 B2 U R2 D' R2,58
D2 B' R2 D2 F2 U' F2 B D F B2 D' B' U' D' F2 D R L' D' R' D',,F2 L U2 L2 D L2 F,R2 D R' B,F' R2 F2 D F',F D2 R D R' D F',R D2 R2 D2 R2,D2 F' R' B' R F R' B R,B' L B L' R' B L R' B L' B' R2,49
B2 F R2 U' R D' F R B L' U' L2 F2 B' L2 D R F2 D U',,D2 L D' B' U' L2 F,B' R2 B2 D B',B R' B2 D' B,R D' R D' R2,R' D' R D R' D2 R,D' L' D2 L2 D L2 D L2 D2 L',D L2 D B' F L2 B F' D L2 D' D,51
F2 L' D2 B F2 R D' U2 B2 R' U' R U R' D2 U2 B R2 U' L R B2 R B2,,L' D' U2 B2 U2,D B R' B R' B,B' D' B,R' D R D R2 D2 R2,D R' D2 R,,D2 L R D2 R' D' R D2 L' D R',36
U F' B R B2 L' R D2 R' D' R L B2 D' L2 B F U' F D U' L U' F B,,F' U B2 F D F,R B' R D' R2 B,B' D B2 R B',B2 D2 R' B2 R D2 B2,D R D R' D2 R,D2 L' D2 L2 D L2 D L2 D2 L',D2 D' B2 U' L2 D L2 B2 U R2 D' R2 D',53
L' B2 F' R F U2 D F L U D F' L' F' L B2 F2 D U B,,D2 R2 U B R' U' L,R2 D' B L' R' D L,B' D2 B2 R' B',D R' D2 R' D' R',R' D R D2 R' D' R,D' L' D2 L2 D L2 D L2 D2 L',D L' D2 L B R D' R' D' B' D' L B' L' B D2,58
D' B2 R2 L B2 L' R D' F B' L' B U2 R2 L D L U' R' B' L2 U2,,D L' U2 L2 U' F,D' L' D L2 B' L',R2 B' F D' B F',D2 R' U' L B2 L' U,D R' D R D' R' D' R,D2 L' D2 L2 D L2 D L2 D2 L',D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',58
R B2 D2 F' L' F2 L2 R2 U L2 B' D' B2 L' D F L R2 F' R' L B D2,,F2 U' L' F' L',R2 B' D2 B',R B R2 B2 D' B,U' B2 D B2 U R',L' D R' D' L D2 R,D B' L' B R' B' L B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D,52
B' D' L2 B' R2 B' R' D' R2 L2 D L2 U L2 R2 U' R' U2 B2 D2 L2 B,,B D L' B2 U2,B U' B' U B R B2,R B' F D' B F',L D' R D L' D2 R',R2 D' R D2 R2,D2 B' L' B R' B' L B R,D' L' R' D2 L R B D' F D2 B' D F' D',53
L D F2 L' U F L B' L2 U2 D' R2 B' F R' U' R2 D R U2 F2 R2 U F B2,,B' L D' B2 U2 F U,L' B' D2 B2 R B' L,F' R F2 D F',R' D R D R D R',L' D R' D' L R,D2 F' R' B' R F R' B R,D' L' F R' D2 L B' L R2 U2 R2 B L' R D',56
R B L2 D' R B' L U2 B F' L2 F B2 D2 U2 R' B2 D2 L' B2 R' F2 D2,,R B' L2 R2 D L2,L B L' B2,B R B',R' D2 R,R D R' D' R D2 R',D L' D2 L2 D L2 D L2 D2 L',F2 U B2 U R2 B U F' U2 B U' F' D' D',47
F' D U2 R U B L' U2 B L B L' U' L' F' B R U2 F B' D' L2,,B R2 U' L U',R D' B L' D2 L B2,R B' D' B,R' D2 R' D2 R,F D2 R D R' D F',D' F' R' B' R F R' B R,D D' F2 U' B2 U' L2 B' U' F U2 B' U F D,52
B' U' R U2 L U2 B U L D2 B D' L' D2 U2 B F2 U' L2 U,,D F U2 R' F',B' D2 B R' D' R' B2,F' R F2 D2 F',F2 D2 R F2 R' D2 F2,D' R D R D' R2,F' D2 F D F' D F,D2 L' R' D2 L R B D' F D2 B' D F' D2,51
R L' U F' U F2 U R2 L' B2 R' F' B2 L U2 B2 F' U2 R2 D F L U',,L' D B' R' B U',B2 D U R' U',B F' R B2 F D' B,D' R D' R2 D R2,R2 D2 R' D' R D' R2,D F' R' B' R F R' B R,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D,55
R2 B R L' U2 B' F2 R U' R2 D2 L2 R' F2 B U R' F2 D' F2 B' L2 F R2,,D2 F U2 R B' U2,B' R U R U' B,D B R2 B2 D B,R U' R D' R' U,B2 L U' L U L2 B2,B' D F D' B D F',D' F' R F' L2 F R' F' L2 F2,48
L2 R' D U' F R2 U D2 F' L R2 U2 D B D L' F2 B' U' L F,,F' U B F2 U2 F L,B R2 B2 D2 B2 D' B',R B' D B,R2 U R' D' R U',L D' R D L' D2 R',D L2 B2 L F2 L' B2 L F2 L,D2 L D' B R' B' L' B R B' D' L D2 L' D',56
U2 F' B2 D B' R2 F R2 F2 D2 R L2 U B2 U' B L' B' L F2 L' B2 D U R',,B U R U B2 R2 F',D B2 D R' B,F D' F2 R' F,D2 R' D2 R,D2 R' D' R2 D R',D' B' L' B R' B' L B R,D' L' R' D2 L R B D' F D2 B' D F' D2,50
L' R' B L2 R' D R2 F U L' R2 U2 F B2 R D B2 F2 D' L',,D L B2 R2 U' L2 F,R B' R' D B',B R' B2 D' B,R D2 R2,R D2 R' D2 R D2 R',D L2 B2 L F2 L' B2 L F2 L,D' D' B2 U' L2 D L2 B2 U R2 D' R2,49
B L2 D2 B' L F D2 F2 U' L' F2 R' B U L2 F' L F U D F B' U,,F' R U2 B' L' U',D' B2 R D2 B',D B R2 B2 D B,R' D' R D R' D' R,B' D' F D2 B D F',B D' F' D B' D' F,D' D' B2 U' L2 D L2 B2 U R2 D' R2 D,51
R' D' L2 B' U2 L2 B F2 L U2 R B' F2 L' R' D R D2 B2 R' F' L F2 B,,L2 D2 B L B2 U',R D B' R' D2 B',R B' F D' B F',D B' D F2 D' B D F2,D R2 U' R D R' U,B' D F D' B D F',D2,41
F B' U' D B' F D' U' B2 L2 F2 B' R' D2 U L' F' D2 F2 B,,F2 D2 B' L' U' B' U',D L' D' L2 B' L',R2 B' D B,D R' D' R,R2 D2 R D R' D2 R2,D L2 B2 L F2 L' B2 L F2 L,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',54
U' F2 L2 B2 R2 L2 D' L D' F' U' F2 D' B2 F2 D' R U F' B' U' D F2 U,,D' B F2 D2 U L2,B' R D2 R2 D' R' B2,D R' B' D' B,F D2 F D F' D F D2 F2,R' U R' D2 R U',D' B' L' B R' B' L B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F,56
D2 R' L' F D2 U2 L D R2 F' R U F D B' R B' L U' R2 D2 F L2 F' U2,,U' F' L' D R D' F,R B2 D B2 D' B2,R F D2 F2 R F,D' R D R,R' D2 R2 D R2 D R,D F' R' B' R F R' B R,R' D L' D R D2 B R F2 R' B' F2 D L D,54
B' L' U2 F' D B2 U F' R U D' F R' D2 F D' F D R' U' D' F D' L,,U L U L' B2 L2,R D2 B2 D B',F' R B' F2 D' B F',R2 D' R,R2 U R' D R U' R2,F' D B D' F D B',B2 D' L R' B2 L' R D' B2 D2,45
R B F L2 D R' F2 R2 D2 L F D2 B2 R U2 L U R' U' B F U2 B,,L' B' L D' B' U',B L' R' D' L B2,F' R F,D R' D R' D2 R,L' F' L B2 L' F L B2,D2 F' R' B' R F R' B R,D2 R2 F2 R B R' F2 R B' R D2,49
