scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
L2 U' R2 U2 L D U' L' R2 U D' L D2 R U2 B U D' B R',x2,B2 R' D L2 B' F',R B U2 B' R' F' U' F,B' L' B' L B,U2 B2 L2 B2 L2,U' R' B' R B R,U2 R B R' F' R U B' U' R' F,U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U',57
F' D2 L B' D2 U R' F2 L D2 F' U' F2 D2 L2 F' D B' R2 L,x2,U2 B2 D' F L' B D,U2 R2 D B2 D' R2,B' U' R' U2 R U' B,L' U2 L,B F' U' B' F,U2 F R U R2 U' R F' R' U R,U' R2 B2 R F R' B2 R F' R U2,50
B2 R U B U B2 D F' D' F' D2 U' B' R2 U F R U' F' B2,x2,D2 L D R B2,B' U2 B F' U2 F,B' R B' R' B U' B,B' F2 U' B U F2,B2 U B U' B2,U' F' U B L U L' U' F B',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U,54
L B2 L2 B' D' R2 B2 R2 B2 L' D F' B2 D' B' R' U' R' B2 R2 L',x2,D R' F L D',B' U' F' U' B F,B2 U' R' U R B2,F L U2 L' U' F',U' B U B',L2 F2 R' F D F' D' R F2 L2,U L' U2 L F R U' R' U' F' U' L F' L' F,52
U' L U B D2 F D' U' L' U B R L B2 F U2 B2 L2 U2 B2 U' F' R2,x2,D L F' R' B D2,R B U' B2 R B R2,B' U2 R' U' R2 B' R' B2,F L F2 U' L' F',U' L' B2 L B2,U' L F' U' F2 U' F2 U2 F U' L',F2 L2 U' L2 D F2 D' F2 U F2,53
R B' D2 F2 D R F L' D2 R2 D2 B' F L2 B2 L R' U R' B' F L2 B U,x2,U2 F2 D L' B' F',R U' R',B2 D' R2 D B2,L' U R' F R F' L,D B' U2 B D',U2 F2 D' B L B' D F L' U' L F,R' D B2 L2 D L' F2 L D' L2 B2 D' R U2,52
R' U2 L2 D' L B2 F2 L R2 U' F' R2 L2 F2 L B' U2 L U B' L',x2,D' R' D' L' B D2,U F' L F' L' F2,F' D' L D F,L' R' U' R U2 L,F' U B F U B',U L D2 R2 F R2 D2 L2 B L,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U2,54
R2 L B' F2 D B2 F2 R2 B2 D' B2 F D F2 L' U' L' D R U D B2 D2 B,x2,B' U' L2 F D,L' U' L2 F2 L' F2,L2 B L2 B',L' B' U2 B L,R' F U' R F',F U' B' U F' U' B,U' R' U L' U R U2 F R B2 R' F' B2 U L U',48
R' B' U' L2 D L2 U' B' R2 B2 R2 D L' U F' B2 R' F' D' F2 D2 L D,x2,F2 L D' R2 B F',U R F R' F' R',D2 R2 B R2 D2 F,U R2 F R U F' R,U R' U' F R' F' R2,F R U R' U' R U R' U' F',U2 R2 B2 R F R' B2 R F' R U2 U',54
F' L F2 R2 D R D2 U F' U2 R' U2 D2 R U2 B2 F L2 F R,x2,L B R D' L2,L F2 L' F U' F,B' L' B L U B,F U' F' L' U' L,U R2 U2 B' R' B U2 R2,B' U2 B U B' U B,U2 L' U2 L F R U' R' U' F' U' L F' L' F U',54
F L F R2 D U2 L2 D B2 F U2 D2 R2 L' U' F2 L' F' L F,x2,D L2 F,D' F U2 F' D,B' U2 B,U2 F U F',B U B',U L D2 R2 F R2 D2 L2 B L,U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,43
D2 U' F' R U R2 D F L F' B L2 U' R' D R2 F' R U' L',x2,L U' L2 R2 B F D,B' R B U2 R',D B' U2 B D',,R' U2 R' U2 B' R' B U2 R2,U B' U' B U F' B L' B' L F,U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,52
U' L2 D F2 B2 R2 F2 B' R L2 B U D2 L F' B D2 U2 F2 B R' B' F R' F,x2,D' F L F D B L',U2 R2 D B2 D' R2,B' R' U2 R B,L' U B' U2 B U' L,L2 B2 L B2 L,B' U2 B2 U B2 U B2 U2 B',U2 B' R B' L2 B R' B' L2 B2,49
D L D B2 F D2 U2 F2 D' U2 L' R U2 R B2 D2 U2 R' U' R,x2,D' L2 D2 B L',B' D' R' D B,B' U' B L' B L B',B U' L2 B' L2,U R' F R' F' R2,B L2 F' L' F L' B',U2 L R U2 R' U' R U2 L' U R' U2,47
D U2 L D' R' D' R' D U R2 B' F' D' F' D2 F R2 F' U2 F L F L2 D,x2,L2 D' B L',F R F2 U' F2 R' F',L B U B' U' L',D' L U2 L' D,R2 U' R U' R' U2 R2,U2 L2 F2 R' F D F' D' R F2 L2,B' R B' L2 B R' B' L2 B2 U2,50
R B2 D' L2 R' U2 L R2 U' F' U D2 L B' L D B' U2 R2 D U2 R2 L,x2,L2 D L' B R D',U R F R' F' R',F L2 F L2 F',L' U B' U2 B U2 L,B' R B R2 U' R,B L F U2 F' U L' B' R' U2 R,U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U',56
B2 F' L2 F2 U D' R' D' L2 R2 U2 D F' R2 D' F' U2 L' D2 F L F R D2 B,x2,F L2 D L' F',R' F R F2 U' F,R B' U' R' B,B' U F2 U' B U F2,D2 L' U L D2,U2 B' U2 B2 U B2 U B2 U2 B',U2 R2 B2 R F R' B2 R F' R U2 U,50
R F2 R U' R2 F' U2 B' U' R2 D U F' B2 R2 D' R' D2 R U2 L,x2,L2 B2 L' B F2,U' B2 R2 B2 R2,U R' B' U' B R,F R U2 R' F',U2 B L' B L B' U B',U2 F' U' L2 D' L U L' D L2 F,U L2 U F' B L2 F B' U L2 U' U',52
D2 U2 R D L' U2 L' R' U R F' U2 L' D2 F' D R2 U R' L D,x2,F2 D U L B F' D',U2 B' R2 B R2,L B U B' U' L',L U2 L2 U' L,B L U2 L' B',U2 F U R U' R' U R U' R' F',U2 B2 D F2 D R2 F D B' D2 F D' B' U' U',54
D2 L' F L D' R B D2 U' L B L R2 F' B2 R' F' D U B R2 F2 L' D' F,x2,D2 U' F R B',U' F' U' L F' L' F2,D' B' U' B D,U2 L' B' U' B2 L' B' L2,U' R' B' R' B R,U' L' B' U' B2 U B' L B U' B',R' U L' U R U2 F R B2 R' F' B2 U L,56
B D' R2 L2 U' F B2 R2 B2 L2 B2 R2 B' F R' U R L U' F2,x2,D2 R2 U2 L2 F',U L F' U' F L',B' U' B,F U F' L F' L' F,L' B2 L B' U B',U R B R' F' R U B' U' R' F,U U' B2 D' F2 D' L2 F' D' B D2 F' D B,52
R' D2 L F D2 B2 F R U2 D L' R F' U B D' R' L D R2,x2,R' U R2 B F' L,F' U2 L' U L U' F,U2 L U L',F U' L2 F2 L2 F',R' B' R U2 B R,U L F' U' F2 U' F2 U2 F U' L',R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2,54
D' B R D U B D' R' L' F L2 F R2 F2 R D2 B U F U2 F2 L2 F2,x2,D R' D R2 F L,B' D2 F D2 B,F' L2 F L2,B L U2 L' B',U L2 D' L U' L' D L2,U L2 F2 R' F D F' D' R F2 L2,U' L R U2 R' U' R U2 L' U R' U,51
L' D2 R L2 D R' F B U2 R2 L2 B D' B R B L2 B' L2 D' L2 R U2,x2,F' D B' D R,U' F' U2 L' U L U' F,U2 B2 D' R2 D B2,F' U' R2 F' R2 F,F U' L F2 L' F',L' B L F' L' B' L F,U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,54
R2 D' L R2 F2 U B' L R2 F U' D B L' D' R2 F2 B' R' F' L2 R' D L2,x2,D' U' B2 D2 L' B R,L F2 L' F2,U2 L2 B L2 B',R' F U' R F',U2 L' U B' U B U2 L,F' U2 R' U' R2 B' R' B2 U' F B',R2 F2 D2 L2 F' B' D2 R2 F' B' U2,51
R2 U' B' U2 D F U F' L2 U F2 D R2 L2 D' U B R D' F2 U F2 L2 R',x2,B R2 F D' F2,R U F U2 F' R',F' U2 L2 F L2,F' U' F2 R2 F' R2,U L' U' B' U2 B U2 L,L' B' R B' R' B2 L,U2 B' R B' L2 B R' B' L2 B2,47
B' F' D F' L' R B' D' L B' F2 L2 R' B R2 B' R U L2 B2 D F' L2 F2 L2,x2,D2 L F D R' B L',D' R U' R' D,U B' U R' U2 R B,L U L' B U B',U F' D' L' D F,U F R U' B U B' R' F',B' R B' L2 B R' B' L2 B2 U',50
D B' F2 U' L2 F' D2 U2 R L B' L2 B' U2 F R2 B2 U L D' F2 D L' D' R',x2,B' R D' L R2 B L2,B' D2 F2 D2 B,L U2 L',R' U' F' U F U' R,U' B U' B' L' U' L,F B' U R U' R' F' U' B,U L R U2 R' U' R U2 L' U R' U',50
L2 U' B' R2 L2 D' L2 B F R' D L R B' U' D F L B' L R2 D B U',x2,D2 L R' F R' D,U2 R B U2 B' U R',U2 L B U B' U' L',U B U B',B' D2 F D2 B,U' F R U R2 U' R F' R' U R,F2 L2 U' L2 D F2 D' F2 U F2,50
F2 L F D' F' D2 U L D' U2 L F L B2 L D' U L D2 F2,x2,F2 L2 B' D2,U B' R B U2 R',U L F U2 F' U L',U' R' F U2 F' R,L' B' U2 B U' L,U2 L D2 R2 F R2 D2 L2 B L,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,55
F2 B2 R F D2 B R2 B R' F2 R D' U2 B' L' R B U2 F' U2,x2,F2 D2 R' F L',U2 R' U2 R2 U R',B' R' U' R U' B,U2 B U B',B U2 B' U' L' U' L,B' U2 F' B U L2 U L2 U' L2 F,L2 U F' B L2 F B' U L2 U' U,50
U D R' B D2 L' B R2 B' D U F B2 L2 U B' F' R F U B R' B' D2,x2,B L' B2 D R2,U F' L F' L' F2,L2 F U F' U' L2,B U2 B',L' U L,U2 L' B' U' B2 U B' L B U' B',L' U2 L F R U' R' U' F' U' L F' L' F,48
D' U B R2 L F' L2 R2 U D2 R2 B' F' D B2 F R2 L2 D R',x2,F' L2 D R2 D L',B' R2 B R2,D' B' U B D,F2 D R D' F2,L' B L' B' L2,B L F U2 F' U L' B' R' U2 R,U' R' U L' U R U2 F R B2 R' F' B2 U L U',52
U2 L' B2 U' D' F2 U2 F R B U R U' B L' D F2 L B2 F R D,x2,D2 B2 F D',L U2 F' L' U2 F,U' B' L' B' L B,R2 U' R U' R' U2 R2,U' L' U' L,B' U' B U' B' U2 B,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',50
L B' R' L2 F L' U' D2 F U D L F' R' L U' B2 L' B' L2,x2,B2 F D B L' D2,D2 L U L' D2,U' B' U' R B' R' B2,B L U2 L' B',D' U' L U L' D,U2 F2 D' B L2 B' D F U2 F,U' L' B R' U2 L F' L R2 D2 R2 F L' R U',54
B F2 L2 R2 U2 F2 R L2 F U2 R D2 R' L' B2 F2 D B R2 U2 B2 D2,x2,D2 R' B L2,U' R' U2 R2 U R',B' R' U' R U2 B,R' U2 F' U F U' R,,L F' U' F2 U' F2 U2 F U' L',R2 B2 R F R' B2 R F' R U2,43
L2 U L D' L2 U2 B D R2 F L2 R U' L U F' D R' B' D F' L F U2 R,x2,D2 B' D' B L' F',L' U2 L F' U' F,L U F' L F L2,R2 F R F' U2 R,U2 L2 U' L' U L2,F' L' F R' F' L F R,U B' R B' L2 B R' B' L2 B2 U2,49
F' L2 U2 B R2 F' D U L' D' L U L B L D B' R' D R',x2,R2 U' L' B,R U2 B' U B R',B2 R' F R' F' R2 B U2 B,R' U B' U2 B R,F2 U F' U' F2,F R U R' U' R U R' U' F',U L' R' U2 L R F U' B U2 F' U B' U2,54
B D2 B2 R' B2 L B2 U' D' L U' B F' L' R2 D' R B' L2 B U L B',x2,B' U L B2 R2 F,F' R' U F R F,L' U2 L2 U L',B2 D B' U B D' B2,U L' B' R' U R B L,U' L D2 R2 F R2 D2 L2 B L,U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U,58
L' F' B' D R D' U' B2 F2 U' L F D2 U L' R2 U' L B R2 L2 F2,x2,F' R' D2 B F R,R' U R2 U R',L U' F U2 F' L',D L U' L' D',U F' U2 F2 U F2 U F,U2 F2 R2 B' R2 F' R B2 U2 B' R' F',U2 B' R B' L2 B R' B' L2 B2 U',53
D2 L2 R' D' F2 B2 D2 F R L2 F R D2 R2 F2 L' R D F U' B2 D B2,x2,B' U R' F R',F' L' U2 L F,B' U2 R' U2 R U' B,U2 B2 R B2 R',F U' L F L' F',U B L F U2 F' U L' B' R' U2 R,U B' R B' L2 B R' B' L2 B2 U,51
F R2 B' U' D2 R D L F' B R' B L2 U' L' U' B' L2 B R2 L B L2 R',x2,U2 B' R F' D' B',B' F2 U B U' F2,B' U' R B' R' B2,R' U' L U2 L' R,U2 L' B L' B' L U' L,R' F U F2 U F2 U2 F' U R,U2 R2 B2 R F R' B2 R F' R U2 U,54
D2 R' L2 B2 L D' F2 R2 L2 B' R D L2 F2 L' D L2 R2 D' L D2,x2,L2 R F' D' L' R',B2 D' R D B2,B2 R B R' U2 B,B2 U' B U B2,U' R' F U2 F' R,U2 L F' L' U' L U F U' L',L' B R' U2 L F' L R2 D2 R2 F L' R,51
R' D U2 F2 D B2 R2 D R' B' D' B D U' F B D2 B D2 U L F' R' U2,x2,R' D2 B2 D' B L,B U B2 R2 B R2,B2 U' L' D L' D' L2,U2 R' U2 R U' B U B',L' B' U2 B L,L' U2 L2 F' L' F L' U2 L,U2 L' R' U2 L R F U' B U2 F' U B' U',55
B' F' R B D' F2 R B' L' D U B2 L D2 R2 F R2 D2 L B' F2 R2,x2,R2 B2 U L' D2 B L2,F' U2 F' L2 B L B' L F2,R' U2 B' U B R,D' R U R' D,L D U F' D' L',U2 F R U' B U B' U R' U' F',U2 L' R' U2 L R F U' B U2 F' U B' U',58
B L' R2 F2 R' D B2 L F R2 B' L D2 U2 L2 R2 B R' L2 U2,x2,U2 B' D L' R F',U F' U2 L' U' L U' F,F2 L2 F L2 F,D L U L' D',F U L2 F' L2 F',U F' L' F R' F' L F R,U2 R' U L' U R U2 F R B2 R' F' B2 U L U,55
F2 R' F2 U' L' U2 B L D2 R B2 L2 B U' B' D2 F B D R U B' D,x2,L F2 D B L' D',R F R' F' U' R',B' L' B2 L B,U B L U2 L' B',L2 U L U' L2,U' F B' U' R' U R B U F',U' B' R B' L2 B R' B' L2 B2,48
L B' F L' D' F R2 D R L U' R2 B' L2 F2 U2 R F' R2 U R2 F L' U2,x2,F2 D' B' L' F' D2,R2 U2 B' U2 B R2,B' U2 B,B U' R B' R' B',U' B L' U' L B',U B' U2 B2 U B2 U B2 U2 B',U,38
D F2 D L' F2 L2 R D2 F D F' U L2 F' B2 U' F2 U F2 U B2 D,x2,U L' D2 R' B L2,B' R U B U2 R',U L2 B L2 B',U R' U2 F' U' F U' R,F U' R2 F R2 F2,U L' B' U' B2 U B' L B U' B',U U' B2 D' F2 D' L2 F' D' B D2 F' D B U',57
D F' B D' B U' F' B U' L2 U L D U F R B2 D' L' B,x2,D R B L' B2 D,R' D B2 D L' D2,B' F U2 F' U B,U' B U' B2 R B R',L2 B' R B L2 R',L F' L' F U F U' F',U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,52
L' U2 D2 R D2 R2 B2 L R2 B2 D L' U L F2 B' D2 U' B2 D2 U2 B2 F2 U2 B,x2,L' B2 D L' B,U R2 D B2 D' R2,R' U2 R B' U' B,R' U2 F' U F U' R,R' U' L' R U L,U L U2 F' L' U' L U F2 U2 F' L',U L2 U F' B L2 F B' U L2 U' U,54
R2 D' R B' D R F' B' L U2 D' R' F L U' R' D B2 F L D,x2,B D R2 F' D L' D,R F R2 U' F' R',L U2 L' U B' U' B,U' L' B2 L B2,L2 U' L2 U L2,U2 R B R' F' R U B' U' R' F,U' L2 U F' B L2 F B' U L2 U',52
L2 R' D L U' R2 F2 L' R2 B' L2 U' B F U2 L' D2 B' L F D2 F2 L' D' L2,x2,F' L' R' B' D2,R U2 R' U' R U R',F' U L2 F L2,R U' R2 U' R,L D F D' L',R U B U' B' R',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,49
L' R U R U D2 R2 U2 L2 R U L' U D B' R U F B2 L D2,x2,R' B2 D2 U B L',U' R' U' R2 U2 R',B' U' R' U2 R U2 B,B2 U L U' L' B2,F' U2 F2 U' F',R U B U' B' R',U' R2 B2 R F R' B2 R F' R U2,47
L2 U R' B2 R2 U' F' D F R U2 L2 D U2 L2 D2 B' R2 U' D L2 F L',x2,F' L' U2 B L2 D,R U2 B' R B R2,L U2 F' L F L2,U R' U2 R,L' U' F' L' F L,U L F' L' U' L U F U' L',U R2 B2 R F R' B2 R F' R U2 U,50
F2 B' R2 F2 U' F' D2 B D2 U R L2 D2 F U2 F2 U R2 L F B L' D2 B',x2,D' U2 B F2,U R U2 B U B' U R',U R B' U' R' B,B U2 B',L2 B2 D' R' D B2 L2,L' U2 L F R2 B' R' B U2 R' F',U L' R' U2 L R F U' B U2 F' U B' U2,53
F L D' F2 U B2 D2 U' L2 U2 R' U D R' D' B F D2 U B2,x2,F D L2 B2 F,L F' U2 F L',B' R B' R' B2,R' U R' U2 B' R2 B U2 R2,F R' U2 R F',U2 B' R' U' R U R' U' R U B,U2 R' U L' U R U2 F R B2 R' F' B2 U L U2,56
U' R2 U' L' B R' L D2 B L R U' B U B L' B R' D' F2 D' B' U R,x2,L D L R B D,F U' F2 U' F,U' B' U' B,R' U' L U2 L' R,F U2 F',U2 F B' U R U' R' F' U' B,U2 B' R B' L2 B R' B' L2 B2 U,45
F2 R L' F2 L B R D B2 D' L R' U2 D' F' L2 B U2 L' F2 L' U2,x2,U R2 B F L,U F' U' F,B' U B,F R U2 R2 U' R F',F U' R U2 R' F',B L F' L F L2 B',R' U L' U R U2 F R B2 R' F' B2 U L,46
U' R' U' B' U L2 B2 U' F2 D F L B2 U2 B2 L' B F L' U F',x2,R' B' F' D L R,R U' R' F' U' F,D2 R U' R' D2,B2 U B' U B U2 B2,D R U R' D',U L' B L F' L' B' L F,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,54
F2 L2 R' D2 U L2 R' F2 D2 B' D' L2 F2 L' R F2 D F' D' R2 L B2,x2,D R' D2 R F',F R F2 U' F2 R' F',U' B' R' U2 R B,R' U L U' L' U R,D' B' U2 B D,B' R' U' R U B,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,51
L F2 L2 U R F' L R2 D2 R' U L2 U' D R' L' F R F' L,x2,F D B' F L',U' F' U F U R U R',F' U2 F L U L',U2 B U' B',F U2 F',L' B2 R B R' B L,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,49
D2 R' B D R' L B' R F2 D2 R' B L' F' D' L B2 L U' D B R' B' U2 R2,x2,L2 B2 D' F' L B,D' R U' R' D,U2 R B2 R' B2,R' U2 R U R' U' R,F L U L' F',F R U R2 U' R F' R' U R,U U' F2 D' L2 U L2 F2 D R2 U' R2,50
B2 R2 L' B L' F' U' R2 L D U B' R2 B' R' U2 D' R B F2 L' U2,x2,L2 D R' F' D2 R',D' F' U' F D,L F U2 F' L',R' U2 F R' F' R2,U2 L' U B' U2 B L,R B L' B L B2 R',U2 L' R' U2 L R F U' B U2 F' U B' U',50
U2 B F' D2 R B U2 D2 L2 R2 B2 D L2 R' U' F' R2 B' L' B' R L D',x2,U F' L B' D,U' R U F U2 F' R',U2 B2 D' B U' B' D B2,U' R' U' R,L2 U2 B' U2 B2 L2 B',F L' U2 L U2 L F2 L' F,L' B R' U2 L F' L R2 D2 R2 F L' R U,54
F L2 D' R F D L F L' R2 B' F D2 F B2 R2 D2 U' B R2 D,x2,L' R' F' L' B D B2,U2 R F R F' R',U' R B2 R' B2,F R' B' R B R F',D2 R B' R' B2 U B' D2,U F U R2 D R' U' R D' R2 F',U F2 L2 U' L2 D F2 D' F2 U F2,55
L' R2 B2 R2 D2 B' U' B' L2 R' U2 R2 D' R D' R B U L' R' D L R' B U,x2,L B' D B R D,U2 R2 D R' U R D' R2,F' U2 F L U L',U' F R2 F' R2,R' F U R F',U F R U R' U' R U R' U' F',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',57
L2 D' R2 L U2 L B L' D2 R2 L2 F2 B R L2 D2 R L2 F2 U2 F B,x2,B F R B' U' L2,B' U' R2 B R2,L F U2 F' U L',U R' F R' F' R2,D2 R B' R' B2 U B' D2,U F' L' U' L2 U F U' F' L' F,U F2 U' L R' F2 L' R U' F2 U2 U2,54
L' D2 R' D2 R' B R L' F2 R2 D U' L' R2 B D' F U2 R' D U' L B2,x2,R2 U R' F L',L F' U' F L',B U2 B2 U B,B2 U2 R B R' U2 B2,R' U2 F2 R F2,L F' U' F2 U' F2 U2 F U' L',U L' R' U2 L R F U' B U2 F' U B' U,51
B' L2 D' F R L2 U' B' R U R B U' D B R L' D F2 B D,x2,L R D R' D,U2 B' U R2 B R2,B2 R2 F R F' R B2,B U L U2 L' U2 B',B' U B2 L2 B' L2,R U B U' B' R',U L' R' U2 L R F U' B U2 F' U B' U,51
B R2 L B' U2 L' U F R U' B2 D2 U2 B U' D2 R2 D2 U' R B2 R',x2,R2 U2 F2 U' R B',F' U' B U B' F,U2 B' U B,B L F U' F' L' B',U F2 L F2 L',U2 F R U' B U B' R' F',L' R' U2 L R F U' B U2 F' U B' U,50
U R' D' U B2 D2 F' U2 B2 F2 D' B2 U' B2 U F D F2 B U,x2,L' R' D' B2 R,R F R' F' R',B2 R' U' R U B2,U B U B',B2 U' F U B2 F',U' B L F U2 F' U L' B' R' U2 R,U F2 U' L R' F2 L' R U' F2 U2,49
L D B' U F' U' F2 R2 L2 B2 D2 U2 L F D B U R L2 U2 D2 R' U2 R F,x2,B L' B2 F' D L' R',U F' U' F,L U2 R' U' L' R,B U2 B' U' B U B',D2 R2 F' R2 D2 B',B U' F' U B' U' F,F' L F L' R' F L R' F L' F' R2,49
B D F B D2 R' U2 B' U' B F2 L U B2 L2 D B2 D' B D U' R2 F',x2,B L D B2 D2 L',B' U2 R2 B R2,B' U' R' U R U' B,U2 L' B2 L B2,U L U' L2 U' L,R' U' F' U F' L F L' F R,U L2 U F' B L2 F B' U L2 U',50
F2 D' R' F2 U2 D R' D B2 L' U B R' D2 F2 R' D B U' R F,x2,B' D B2 F2 D,U' L F' U2 F L',L U2 F U2 F' U L',D' R U' R' D,R U R2 F2 R F2,U R' F U F2 U F2 U2 F' U R,U R2 B2 R F R' B2 R F' R U2 U',52
F U2 F' B' L F D2 L' B' R F R D' R2 U R D2 B' R U' R2 B2,x2,L' F2 L2 B D B2,B' R B U2 R',R' U2 R2 B' R' U' B,R' F' U' F U2 R,L2 U R' U' L2 R,L F' L' U' L U F U' L',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,54
L' R2 D L2 U B' R' D2 U' F U2 R B U' B R U2 B2 F' U,x2,B2 R' F L' B' D,F2 L F L' U2 F,L U2 L' B' U' B,B U2 R B R' B',F L U L' U' F',L U F U' F' L',U B' R B' L2 B R' B' L2 B2 U2,47
U' F2 B2 U' D2 L U' L' U2 L' R2 F U2 D F R2 B' U D2 R2 F2 U,x2,U2 L D B' F',L' R U L U' R',B2 R B R2 U2 R B,R' B' R B R,L2 U L U' L2,U' F R U' B U B' U R' U' F',U' R' U L' U R U2 F R B2 R' F' B2 U L U,55
B2 F' U R2 F R F' B U2 R B' F' U' F B L F' L F2 U' R' D2 L,x2,B' L D F R' B,R2 U B U' B' R2,B' U2 B,U2 R' B' R B R,D2 R' U2 R D2,L F' U' F2 U' F2 U2 F U' L',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,52
U' L' F U L' R2 U2 D' F2 U' F U2 R L' B2 R2 D2 F2 D B2 R' F' B L' B2,x2,D B' R B F',U' F D R D' F',F D2 B D2 F',U R' U2 R,F L U' L' F',U B' U' B U F' B L' B' L F,U2 L2 U F' B L2 F B' U L2 U' U',48
B D' B2 L' U2 L' F U2 B2 R2 L D F' R2 D' F R' B D' B' R F' L',x2,R2 F L D B F2,R U' R',U' L B U2 B' U' L',B L U2 L' B',U B L2 B' L2,U' L' U' L B L' B' U B L B',U2 R' U L' U R U2 F R B2 R' F' B2 U L U,53
D' L2 B2 L2 R2 F2 D L B D2 L' U' F2 B2 R D2 L' U2 L' U D2,x2,L2 B2 R F' D F2,R U' R',D' R' U2 R D,R2 F' U' F U R2,L' U2 L F U F',L U2 F' L' U' L U F2 U2 F' L',L' B R' U2 L F' L R2 D2 R2 F L' R,50
L2 B L' D2 L' B' U' B U L' D' B U B' D2 L U' B' D2 L2 D2 U R',x2,B2 D L R B D',R2 B2 R2 B2,R D B' D' R',R' U2 R,U2 F2 D R2 D' F2,U F B' U R U' R' F' U' B,U2 B' R B' L2 B R' B' L2 B2 U,45
B' D2 U2 F' B2 D' F' D B2 U2 B2 F' R F2 L F2 R' B' R' B' F D,x2,R' D' B' F L' B D,R' D' F' D R,L F U2 F' L',B2 R B2 R',U' F L U2 L' U' F',U R' F' R B R' U' F U R B',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,54
R' U D2 B' R D' R2 B2 R2 L D F2 B2 R2 B L F D2 U' F L2 F',x2,D2 B' L' U' B F2,U2 R U2 R' U F' U' F,L U2 F' L F L2,B2 U2 B U2 B2,B U' B' L' U' L,L' U' L B L' B' U B L B',U2 L' U2 L F R U' R' U' F' U' L F' L' F U',57
F' L' R' D2 R2 B F2 U2 D2 R U2 F' D2 F2 U F U D F R2 B D,x2,D' B' L' D' F' L' D,U' B2 R2 B2 R2,U L F U2 F' L',B U2 L U2 L' B',L' R' U' R U2 L,U F R U R2 U' R F' R' U R,U' B' R B' L2 B R' B' L2 B2 U2,52
U' B2 D' F R B D' L R2 U R2 U L R2 F' L' B R2 F' B' L F2 D2 F',x2,B' L' U R' B F,F' U F,B' U' B' R B R' U2 B,R' B' U' B R,U' B' U F U B F',R' U' F' U F' L F L' F R,U2 R' U L' U R U2 F R B2 R' F' B2 U L U2,55
F2 R' L F2 B L F R' U B' L F2 U L2 U' B' R2 B' R' D',x2,L' F' U B2 D2 B L,U B U' B' F' U' F,R' B2 R' B2 R,U B L U2 L' B',U2 L' U' L,U F U R2 D R' U' R D' R2 F',L' U2 L F R U' R' U' F' U' L F' L' F,54
R' B U2 D L B R' D B' D' U2 R B' F' U D F B' D F L2 D R,x2,B' R' B' F' L',F' L' U2 L U2 F,R2 B' R' U' B R',B U2 B',R U2 R' F U F',U B' R B2 R' U2 R' U2 R B',U' L' R' U2 L R F U' B U2 F' U B' U,50
D U' B' R' F2 L2 D2 R B U B' D' R2 F2 B L F2 D U B2 L' D' F',x2,B R D B F,F' U F R B U2 B' R',U' B' U' B,F R2 F' R2,U2 F L F' L' F',R' F' U' F U R,U2 F2 L2 U' L2 D F2 D' F2 U F2 U,45
B R U2 R B' D' R D2 L R' B' U B L' F' L F' U' B2 R' D' F',x2,R2 B' D,F' U F,U' B' U' B,U2 B U' B',F U2 R' F R F2,U' F' L2 F2 U2 F' L' F U2 F2 L2 F,U' L' B R' U2 L F' L R2 D2 R2 F L' R U',47
B D' U R' U2 B F2 D B2 F' L2 B' F D F2 B2 D2 B R2 U F2,x2,U2 F' L2 B D' F,R U2 R' F' U' F,U' B' U' B,R' U2 R,U L' B L' B' L U' L,U2 F' L' F R' F' L F R,U U' F2 D' L2 U L2 F2 D R2 U' R2 U,49
U L' D2 U L D' F' D' R2 D B' F' U L2 U2 R2 F' R' B2 D U2 F,x2,R U' R B' D2 B,B' F' U B U F,D' B' U2 B D,R' U R,U2 L' U B' U2 B U2 L,U B' U2 B2 U B2 U B2 U2 B',U' L2 U F' B L2 F B' U L2 U' U,50
