scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
F2 D2 F' U2 L2 F2 L U2 L' F R B D2 F D' R L' U2 F2 R L' B R2 U2,x2,R2 B2 D B F' L',F2 R U2 R' U2 F2,B' R U' R' B,R' U' F' U2 F U2 R,F R U R' U2 F',R' F2 L F L' F R,U F2 L2 U' L2 D F2 D' F2 U F2 U',49
F' U' R F D L R' F2 B' L' F2 R2 F' D' B2 R2 U F L2 D' F2 L' U,x2,F2 D F L B2,U2 R F R F' R',D' R' U' R D,U2 B2 D B' U B D' B2,L2 U' B' U B L2,U R' U' F' U F' L F L' F R,B2 R U' L U2 R' U L' R2 B2 R2 U B2,54
U R L D B2 L' D' L' R' F' U' B2 U2 L' F2 D' B2 R' B2 D2 R' B L',x2,F L B2 F2 D,R' D B2 D L' D2,L B L U2 B' U' L',R' F' U2 F R,U2 R2 F2 R F2 R,U B' U2 F' B U L2 U L2 U' L2 F,U F2 U' L R' F2 L' R U' F2 U2,52
B D' U' R2 L2 D B2 F' R B2 U B' U2 B D' L U2 L U2 L2 D F2 B R2 L',x2,U F D' B' F R',F' R' U2 R U' F,U2 F L U L' F',B L U L' U2 B',L' U2 B' U2 B L,U2 L F' U' F2 U' F2 U2 F U' L',U' L R U2 R' U' R U2 L' U R',52
B F' R2 D' B2 U2 F' B' D F B2 R U2 B' R F' U2 F' L' U2 D',x2,U2 L' U B D B,F R F2 U' F2 R' F',B' F U' F' U B,U2 R' F R' F' R U' R,U' F2 U F' U' F2,U2 L U2 F' L' U' L U F2 U2 F' L',U' L' R' U2 L R F U' B U2 F' U B',58
B' L' D R2 D2 B' D' F D' L2 F2 D2 R2 D2 R L' D' F' U L R U F L2 B,x2,R' D' B' F',F2 U2 R' F R U2 F2,F2 L2 F L2 F,R' U R B U B',U' L' R U L R',L' U2 L F R2 B' R' B U2 R' F',U' L' R' U2 L R F U' B U2 F' U B' U',53
R' B2 U2 D2 R' U' L2 F L' F2 U' B D L2 D B2 L2 B L2 U2 F2 L D',x2,B D' L B F2 D2,D2 B' U' B D2,L F U2 F' U2 L',R' B' U2 B R,L U L2 U2 L,U L D2 R2 F R2 D2 L2 B L,U2 L R U2 R' U' R U2 L' U R' U',49
F B2 U L' F' B L R F R2 L' B F' D F L' D' F D2 F' B' U,x2,D U L' R2 B' F',U' L F' U2 F L',U2 B' U B,U2 R' F R' F' R U' R,U2 B L2 B' L2,B' R2 F R F' R B,U F' L F L' R' F L R' F L' F' R2 U',50
U' L D U2 F' L R' U' L2 B F D F2 L2 U' B2 D' L B2 D' L',x2,D' R D F L D2,D2 L U L' D2,U L U' L',B2 U B' U' B2,U' F R' F R F2,R U B U' B' R',F' L F L' R' F L R' F L' F' R2 U2,45
D U' R2 D' U' B R' F2 R B F' L' F B2 D F L' R B2 L2 B U' L' U' B2,x2,B2 U R' F2 L' B D,B' U R2 B R2,L F U F' U L',L U L' B U B',U F' D2 B' D2 F,R B2 L' B' L B' R',U R2 B2 R F R' B2 R F' R U2 U2,49
B F D' F R U2 D2 R2 L' F B' L2 F R D2 R' D' B L' B,x2,F2 U' L2 U2 R2,F R2 F' R2,R B' R2 U R U' B,U' B L' B L B' U B',,U F R U R2 U' R F' R' U R,U' B2 D' F2 D' L2 F' D' B D2 F' D B U,49
U2 D B F L R2 D' B D' F' D L U D F' D R L2 B2 F,x2,L2 B L' B R D',D R U' R' D',F' L U L' F,R B' R' B,F2 U2 F' U' F U' F2,F' L' B L' B' L2 F,U2 L' U2 L F R U' R' U' F' U' L F' L' F,49
L' U' D F' U2 D' R2 F2 L R B' U D B' L2 U L2 B F' U R D,x2,F2 L R B' U2 F2,U' R' D' F' D R,U' L U' F U2 F' L',B' U B2 U B',L' B2 U2 L U2 B2,B' U' B U' B' U2 B,L U' F R' F' L' F R F' U' L U2 L',50
R L' F' B U R F2 R2 L' F2 L2 B' F' L B2 R U D2 F' R,x2,R' B' D B' D2 B,B2 L' R2 B2 L R2,B2 U' R' U R B2,R2 D' R U' R' D R2,F U B' U2 B F',B L2 F' L' F L' B',L' U2 L F R U' R' U' F' U' L F' L' F,52
R L2 B F2 R D F2 L2 R2 B' L' F R' U R' U' F2 B L F L,x2,D' R2 U2 L2 D L2,R U R',L F U F' U2 L',F U2 R2 F' R2,F U2 F2 D' L' D F,U' L' U' L B L' B' U B L B',U2 R' U L' U R U2 F R B2 R' F' B2 U L,53
U L2 U2 B L R' B F2 L' U B L' D' B D' F' L2 R2 B2 U R U2 D F',x2,F' D2 L' D' B F' L,F' L' U' L U' F,R' D2 L' D2 R,D' F' U2 F D,L' B' U2 B U' L,L' U' B' U B L,U L' B R' U2 L F' L R2 D2 R2 F L' R U,50
B F R2 B2 R' F2 U2 R' U L' B2 U' R2 L F2 L' B' F L2 D' U' L',x2,R B' D2 L' B' D',U' F U2 F2 U' F,B' U F' L F L' B,R' F R' F' R2,U F2 R2 B' R' B R' F2,U L U2 F' L' U' L U F2 U2 F' L',U F2 L2 U' L2 D F2 D' F2 U F2 U',56
R2 U2 B F R D' U2 L' B2 U R L' F R' F2 B U2 F2 L R',x2,U2 L F2 R',B U' B2 U' R2 B R2,L F U F2 L F L2,R' F' U2 F R B U B',U' F U L U' L' F',U F B' U R U' R' F' U' B,U2 B2 D F2 D R2 F D B' D2 F D' B' U' U,58
R2 D B U' B' F2 D B2 U2 B' R2 U' B2 F R2 D R' D' R L U',x2,U F2 L2 R' B F,U' B2 R B2 U2 R',B' R' U2 R U' B,B2 U2 R B R' U2 B2,B U' B' L' U2 L,U2 R' U' F' U F' L F L' F R,U L2 U F' B L2 F B' U L2 U' U2,54
U2 R' B2 D2 L' R D' F2 U F L' D2 L2 F' R B F2 L2 R' D,x2,L F' R2 B D2,F D' L2 D' B D2,B' U2 L2 B2 L2 B,U' R2 U2 R U R' U R2,L2 U R' U' L2 R,U2 F2 D' B L B' D F L' U' L F,U2 R' U L' U R U2 F R B2 R' F' B2 U L U',59
B' D' L' R D2 U' B2 R' F2 B R2 F2 D' U' L F' B' L2 F' L D2 F2,x2,F' L B2 R2 F' D,L U2 F2 L' F2,D' B U' B' D,U2 R' U' R,F U' R' U R U2 F',U' B L F U2 F' U L' B' R' U2 R,U R' U L' U R U2 F R B2 R' F' B2 U L U2,55
U2 B2 R' D2 R2 U2 D L B L F' U2 R' L U' L' F' U B' L' D,x2,D L F U2 B D B,F2 R2 F2 R2,L2 D2 U2 R2 D2,U2 B U B',D2 R2 D' F' D R2 D2,F2 D' B L2 B' D F U2 F,U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B,50
D' U R2 L' U2 F2 U' F2 R' B' F U' L U' D2 B' U2 B2 R' F2 U' F R D' R,x2,F R' B' D F U B2,U F U2 F2 U' F,L F' L F L2,D B' U2 B D',L2 F U2 F' U2 L2,R' U' F' U F R,R2 F2 D2 L2 F' B' D2 R2 F' B' U',46
R' D B2 D2 B2 L F' U R' D' U2 F R2 B D L2 R2 D F' D2 F2 L',x2,U' B D B2 F2 R,B' R F R' F' R' B,B2 R2 B R' U2 R' B,U2 R2 U' R' U R2,F L F2 L' F',R' F' L F' L' F2 R,U L2 U F' B L2 F B' U L2 U' U,50
B' U L D F2 U' L B2 U2 L2 R' D' U L2 U' D2 F' B U D' F,x2,L2 R2 D' B' L',F2 U2 L U2 L' F2,L' B' U B2 L B',B2 D L2 D' B2,U2 L' B L' B' L U' L,B' U2 F' B U L2 U L2 U' L2 F,U' F2 D' L2 U L2 F2 D R2 U' R2,52
R2 B' L D U2 B D2 B2 F2 U L2 B U2 R F B' U' D L2 U2 L' U' F' D2,x2,L B D L' D B',U2 R' U2 R2 U R',U2 F L U L' F',B2 U L U' L' B2,U2 L' U' L,U' B' U2 B2 U B2 U B2 U2 B',R' U L' U R U2 F R B2 R' F' B2 U L U',53
B' U2 L U D2 B2 L2 D' B D' F2 U2 L2 B' U' R B L D U2 L',x2,B' L2 D R2 B D2,U2 F2 U2 F U F' U F2,L U2 L',U2 B U' B',R U2 R' F U F',U2 F2 D' B L2 B' D F U2 F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2,51
D U R' U2 R U B' U R2 U2 R D2 R' L2 D' F' D' U' B F2 U L' B2,x2,F2 L B' R' D F',U' L F' U' F L',U2 B' U' B,R' U' F' U F U' R,U2 F U F',U2 F2 B' R F' R B U2 B' R F' B,B2 R U' L U2 R' U L' R2 B2 R2 U B2,52
F' L' D' B' F2 R F2 D2 R B F' L U' L F2 R U' L' D F2 R L',x2,U R B' F D2,U F' U' F,D' U R' U' R D,U2 R U2 R2 U' R2 U' R',U2 L' F' L' F L,B L2 F' L' F L' B',F2 U' L R' F2 L' R U' F2 U2 U2,47
R' F' L' U B2 D2 B2 R2 U2 B2 R' L U2 L' D L' D2 F2 U' R2 U R2 B' R,x2,L2 F' L D B,U L U L',U2 R' F2 R F2,U' F D R D' F',U2 L' B' U' B2 U B' L,U2 B' R B R' U2 B2 L' B' L B',L2 U F' B L2 F B' U L2 U' U2,50
F2 L2 U2 B F2 D2 R' D' R U2 F B' D' R F' D2 F' D' U F R' B L R2 F',x2,L2 D L R2 B L',L U2 R' U' L' R,U B L2 B' L2,U2 B' U R2 B R2,U' B L F U' F' L' B',F R U R2 U' R F' R' U R,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,56
R' B2 F' D2 R' L2 U R2 L F R2 B U' R2 B' L' R B D2 L2,x2,D B2 L' R2 B F' D2,L2 U L2 U' L2,L' B' U2 B U2 L,U F U' F2 U' F,L R' U2 L' U R,U' F' L2 F2 U2 F' L' F U2 F2 L2 F,B2 D F2 D R2 F D B' D2 F D' B' U' U',56
U' F2 L' F2 U2 F' L R U' B2 D B2 L D U' F' D' F2 D2 B2 D',x2,B' D' B2 L' R,L U F' U2 F L',R' U' F2 R F2,R U B' R B R2,U' R' B' R B R,U2 F R' F' R U2 F2 L F L' F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,54
R U' F2 D2 U2 B' U' B F2 D2 F2 D2 R U' R B2 L' F2 R L D2 R' B' U,x2,D' F L R' F',B2 R' U' R U B2,B D' B' U2 B D B',L U2 L' R U2 R',U B U B',U2 R' U' F' U F' L F L' F R,U2 L R U2 R' U' R U2 L' U R' U',51
D2 U R2 D2 F' D2 U R' B' R' U2 D2 R B' D2 R U B2 R2 L2 U B2 D2 R D,x2,D' L F R' B,B' U' F U B F',F2 U2 F' L2 B L B' L F',U F U F2 U2 F,R2 D' R U' R' D R2,F U' B' U F' U' B,U2 L' R' U2 L R F U' B U2 F' U B' U2,54
L U2 L' B R' F' B R2 F L' U' F2 D' U B F' L2 F2 B2 L',x2,L2 F L U' B2 R2,L' U L B' U' B,F U' F' U' L' U' L,R F R' F' U' R',L' U2 L R' U' R,U' F' U2 R' U' R2 B' R' B2 U' F B',,43
U' F' R F2 B' D F D R' F' L' F' U2 R F B L' F2 B L F',x2,R' D2 F2 R' D L,D U L U' L' D',D' L U L' D,L F' U2 F L',B L U2 L' U B',U F B' U' R' U R B U F',U' U' B2 D' F2 D' L2 F' D' B D2 F' D B,52
D' B L R D U B2 R' D R' D' U R2 U2 L2 U' D2 R' F2 U B2 D U2 B' D',x2,R' F L' D' R2 F,B' U' B,U' F' U2 F2 U F',B F' U' B' U F,U' B R B' R' B',U' F R U R2 U' R F' R' U R,U F2 U' L R' F2 L' R U' F2 U2 U2,50
U' R2 L' F R' F D2 B' R' L2 F L2 U D' B2 R L2 D2 L F' R',x2,R F L U2 R2,D L U2 L' D',L2 B' R2 B L2 R2,R2 D B2 D' R2,R' U2 F' U' F U' R,U' F R U R' U' R U R' U' F',U2 F2 L2 U' L2 D F2 D' F2 U F2 U2,51
B' R U L B2 R D' B' D' B2 D' L F' B' R2 L2 D2 U2 B2 L2,x2,U L2 B' D L' R,R U' B2 R' B2,F2 D F' U F D' F2,B F' U' B' U F,U' R' F U2 F' R,U' L D2 R2 F R2 D2 L2 B L,U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',55
U' D2 L R B' L2 F' R' U2 F L' U2 B' D L' B L' D R2 L2 B' R' B',x2,B' R' B' L' D R2,U F' L U L' F,F L F2 L' F',R' F R F' U' F' U' F,U2 B U B',R' U' R U' R' U2 R,L U' F R' F' L' F R F' U' L U2 L' U',50
D' R D2 L' D B R' D' B2 R B' D R' F' U' R L' D U R' B2 D2,x2,L' F2 U' B L' D B,F D2 B' D2 F',F R U2 R' U F',F' U F,U' R2 B' R2 B,U' R' F U F2 U F2 U2 F' U R,U' L U' F R' F' L' F R F' U' L U2 L' U',52
F' L2 U' F L U' L R F' D2 F B2 L' B' D2 B2 D U' L2 F',x2,R2 D' B' F L' R B',U F' U2 B' F U2 B,F U' F' L' U' L,R U R',R' U' B2 R' B2 R,U' F' U B L U L' U' F B',U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,52
L' B' U2 B2 L2 U2 D' F' D' B2 L2 R F U2 B' L B' L2 D R' F2 R' D2 F2,x2,L2 B2 L' D B R,U2 B' U' B,L2 R' U R U' L2,B2 L' R2 B2 L R2,R' U' F R' F' R2,U F' U B L U L' U' F B',U2 R2 B2 R F R' B2 R F' R U2 U',50
L U' L' F' D2 R' F R B' R D2 F2 D2 R2 U2 L' F2 B U' L F L B R D',x2,R2 F' D' B' R F',B2 R B R2 U R U2 B,U B' F U' B F',U F U2 F2 U' F,B' U B2 U B',U2 B' R' U' R U R' U' R U B,U L U' F R' F' L' F R F' U' L U2 L' U,57
F U2 F' U F' D' F U' D F' U2 B U D L' R U D2 F' R L D2,x2,R2 D R F L' D2,R2 B' R2 U2 B,L D F D' L',R U2 R' U' R U R',U' R' U' R,U2 R' F' R B R' U' F U R B',R2 B2 R F R' B2 R F' R U2 U',49
F R2 L U' L' F2 R' U' R' B F2 D' B L D2 L2 U' B' D2 R2 B' L2 D' F2 B,x2,L2 R B F' L' D L2,D2 R U R' D2,B L' U' L B',R2 U R2 U R2 U2 R2,B' U B2 U B',R B2 L' B' L B' R',U R2 B2 R F R' B2 R F' R U2,47
L2 U2 D' L2 R B' D2 L2 D' R2 U2 B2 U' F' R L F B' U2 L D2 F,x2,R' F L' D' B2 F',F U B' F' U B,U' F U F',D' L2 B2 L2 B2 D,R' F R' F' R' B' R' B,U' F2 B' R F' R B U2 B' R F' B,U L R U2 R' U' R U2 L' U R' U2,54
B2 F2 D F B' L U' D L R' D U' F2 D2 R' B' F2 R U' L2 R,x2,U' R D' L2 B' F',R U' B2 R' B2,F R' F R F' U F',D B U' B' D',R' U' F' U2 F U2 R,L' B L F' L' B' L F,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,53
U2 D F' B' U' R D2 R2 U2 B2 F D F2 L' R' U' L2 R2 F' L2 R2 D2 R,x2,U2 L' F D2 L2 F',U L2 F2 R' F' R F' L2,B' F U' B F',U L F' U' F L',U' F R2 F' R2,F' L' B L' B' L2 F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2,51
R2 F L' R' U2 F R B F2 D R L' F2 R2 B2 L2 B L' U B L',x2,B' L' U' L2 D2 B L,F2 D2 B D2 F2,U2 F R' U R F',F' U' F,R2 U2 R B2 L' B' L B' R,R' U' F' U F' L F L' F R,U2 L' R' U2 L R F U' B U2 F' U B',53
R' L U R' L2 B L B2 U2 L' F' B2 D R F2 B U2 R B' U',x2,L R B' R D',R2 B' R2 U2 B,L' B L' B' L2,F' U2 F,R' U2 F' U' F U' R,U2 B L F U2 F' U L' B' R' U2 R,U B' R B' L2 B R' B' L2 B2 U',48
U2 D' B L2 D' F2 B' R' B D' F2 U B2 D' R2 U2 L F' L D2 B2 F' L' F2,x2,B R' D2 B' U R2,L F U2 F' L',R' U' F2 R F2,R U' F R F' R',B L F U' F' L' B',U' B' U2 B2 U B2 U B2 U2 B',U B' R B' L2 B R' B' L2 B2,49
U B2 U2 D2 R B D L2 R2 D F2 R F L' F2 D L' R' B U2,x2,D L B' D2 L' D,U2 B' U' B,L' B' U2 B L,U' B' R U R' B,L' B2 L B2,F R2 B2 R' B R' F' U2 R B R',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U,51
F R2 U L' B' F U2 F R D B' F' L2 D' U2 R' L D' F2 B L2 B2,x2,R2 B2 F' L' D' R,L2 U L U' L2,U F' U2 F2 U F',F2 L' U' L U F2,F R' F' U2 R,U2 F' U' F2 R U R' U' F2 U2 F,U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,55
R' F L2 D2 B' D2 L' R' B2 F2 R2 B2 L' U' B2 D U B' L R2 F L F2,x2,L D' R F' D' B,B2 R' U' R U B2,U L U L2 U2 L,R U' R2 D2 L' D2 R,D' R U' R' D,U2 F R U R' U' R U R' U' F',U2 R2 B2 R F R' B2 R F' R U2,52
F2 B D2 F D L2 D L' R U' R2 L' B' L2 R' U' D F L' D R,x2,F2 R' D L2 B D2 B2,R2 B2 R' B2 R',U' R' F U R F',R U2 R' F' U' F,D R' U' R D',B' U2 B U B' U B,L2 U F' B L2 F B' U L2 U' U2,47
F2 L' D' F2 B2 R' U' R U' B' L F' B' U' B U' B R2 B R2 F B' U,x2,D' R D F L',D' R' U' R D,D F' U F D',U2 B U2 B' R U R',U2 R' F R' F' R U' R,U B' U2 B2 U B2 U B2 U2 B',U L2 U F' B L2 F B' U L2 U',51
B2 R D' U2 B' U2 B R2 D B F2 L' D2 L2 B L F' U2 L2 U R2 F2 R2,x2,U2 L' R2 D' R B,R B2 R' B U' B,B' U B2 L' B' U' L,F D R D' F',R B' R' B,U L' B L F' L' B' L F,R' U L' U R U2 F R B2 R' F' B2 U L U,52
F D B' R' L B' U' F B2 L R2 U' D2 B' R' U R D' F' L2 U2 R',x2,D' L' B' D2 L' B,U F' L2 F L2,U2 R' F U2 F' R,U2 F U2 F2 U' F,R2 U' F' U F R2,U F2 D' B L B' D F L' U' L F,U' B2 D F2 D R2 F D B' D2 F D' B' U' U',56
D L2 F L2 R D R L' D2 B F L2 B U F2 U' F' U2 D' B' D' U',x2,D F L2 U' B L',U2 L U' F U2 F' U2 L',R' U' F2 R F2,B' U' F' U' B F,B2 U2 R U2 R' B2,U' L' U2 L F R U2 R' F' L' U2 L,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U',58
U B' D2 L2 D B2 L' F L' D B2 F D L2 U2 D2 R2 F2 U F',x2,L2 D' L D2 L' D,U B2 R' U' R U B2,F U' F',U B' R2 B R2,L R2 U L' U' R2,U L' U2 L2 F' L' F L' U2 L,R2 B2 R F R' B2 R F' R U2 U',48
R F U' L2 U' B F2 D2 R L B F2 L' F' R' B F2 D L2 R D' F' U' L' R2,x2,B F2 L B L2 R,U B2 R2 F R F' R B2,L2 F' L2 F,F' L' U2 L U' F,,U R B R' F' R U B' U' R' F,U U' B2 D' F2 D' L2 F' D' B D2 F' D B U',50
F' D2 L' B' L D2 U2 R' D R F' L R2 D2 L F2 U L B' U' L' B R' L,x2,F2 D L F' U2 B2,U2 B' U R' U2 R U2 B,F R' F R F2,F D U2 R' D' F',D B' U' B D',U R' U' F' U F' L F L' F R,R' U L' U R U2 F R B2 R' F' B2 U L U2,56
F' D' L' F2 D' F D R' D' L D U' R U F' L2 B2 L F2 B2 U2 D R' B',x2,F D F' D,L U R B' R' B L',F U2 L F L' F',L U2 L' F' U' F,B L U2 L' U B',U2 L' B' U' B2 U B' L B U' B',U' U' F2 D' L2 U L2 F2 D R2 U' R2 U,53
R D U' L2 F2 B' L2 R D' F' U R' U2 B2 U2 L2 F2 B U2 B2 F' L2 B',x2,D' F2 U L2 B2,L B U B' U' L',B L2 B' L U' L,R B U2 B' R' F' U' F,R' U' F R' F' R2,U F2 B' R F' R B U2 B' R F' B,U2 L' R' U2 L R F U' B U2 F' U B' U',57
U B' F2 L2 U2 B2 R' B R' U D B' F' U2 R2 F' U L2 U' R' L' D' R B2,x2,D' F' D F L' D,U' L U' F U2 F' L',F L U2 L' F',U2 F U2 F2 U' F,B U' B2 R B R',U F B' U' R' U R B U F',U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,55
L' U' B' F L2 U' F' D B F' D2 F' U' F' U2 F' D L F2 B D2,x2,B2 D' L' B R D,U B' L' B' L B,R' F U2 F' R,R2 U R' U' R2,R' U2 R' U2 B' R' B U2 R2,U2 R B R' F' R U B' U' R' F,U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,56
D2 F B2 D2 L2 F' R2 B D' R' F' B' L' U L' B U' R' B F' R B' L' U B,x2,L2 U2 B' F2 R D',B' R B' R' B U' B,U2 F U F',F' L' U' L2 F' L' F2,R' U2 R B U B',U L' B' U' B2 U B' L B U' B',U' L' R' U2 L R F U' B U2 F' U B' U2,55
U' F L F' D U R D' L' B2 F2 L2 R' B L D L B D L R2,x2,U2 B2 F' L2,U2 R B2 R' B2,U2 B2 L2 B' L2 B',R' D' F U' F D R,L' B2 U' B U B2 L,U2 L' B' U' B2 U B' L B U' B',U2 L U' F R' F' L' F R F' U' L U2 L' U',55
R' D' F U' B' L2 F R' B' F' L D L' U2 R' L2 B' R' D' U2 R',x2,L R' U B' F2,U' B' L' B' L B,D' B' U B D,F2 D2 L2 B L2 D2 F2,U2 R' F R' F' R U' R,U' L' U' L B L' B' U B L B',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,57
L' F2 D' F2 U D' R2 F U B' D F B' R D L B' R' U' B2 L R2 B2 U2,x2,D L R D' B F L,L2 D F2 D' L2,L2 B2 L2 B2,F D R D' F',U2 R' F' U' F2 R' F' R2,U2 F' U' F2 R U R' U' F2 U2 F,U L' U2 L F R U' R' U' F' U' L F' L' F U,56
F' U2 L2 U2 F U F L2 F' R' B R L2 U2 D2 R2 U2 B' L' B U2 F2,x2,F D B' L' R' B,L U2 B L B' L',U' F U2 R2 F R2 F2,B R' B R B' R,R' U2 R' U2 B' R' B U2 R2,U R' F U F2 U F2 U2 F' U R,U' L' U2 L F R U' R' U' F' U' L F' L' F,60
D R' B2 D2 L2 D2 U R B D' L U L' U' D' B D2 B' F' L2 U' B2 R2,x2,B2 U' R2 B F' L',L F U F' U2 L',L' B' U2 B L,U B F' U B' F,D B' U B D',U F' U B L U L' U' F B',U L' R' U2 L R F U' B U2 F' U B',51
F L R U D B F D F D U' F2 R2 F' R2 D L' B2 D' R U',x2,L R B' D' B2 L',U L U L',U' F U2 R2 F R2 F2,B F' U' B' U F,B L U2 L' U2 B',U' F R U R' U' R U R' U' F',R2 F2 D2 L2 F' B' D2 R2 F' B',50
F' B' L U R' U R D2 L F B2 L' U2 B' L' R' F2 R' U' F' L B' D R' U2,x2,U2 F' D' L R' F,B' F2 U B U' F2,F2 U2 F' L2 B L B' L F',R U R' U F' U' F,L' B2 L B' U B',U' B' U2 B2 U B2 U B2 U2 B',B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,59
F2 D R F' L2 B' D U' L U D2 B2 L' F2 L2 U2 F' L B D2 F2 U',x2,D' R' F L' D' F',U2 B' U' B,F U' B' U' B U' F',R F R2 U' F' R',U' R' U' R,U R B R' F' R U B' U' R' F,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,54
L' F2 D' R' F U2 D2 F' B2 U' F2 B2 L2 D U2 R2 L D' U' F2 U',x2,U L2 F R2 B' R,D L2 D' B U B2,B U' B' F U' F',L R U L' U2 R',R' F' U' F2 R' F' R2,U L' B L F' L' B' L F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,55
F2 B U' D' L U D' R' F' U L2 U R2 L D' R2 B2 U' B' U2 R D F L,x2,R' D' R' B L D2,D2 R U' R' D2,L2 U2 L' U2 L2,U2 R U2 F R F' R',B2 D B' U B D' B2,L F2 R' F' R F' L',R2 F2 D2 L2 F' B' D2 R2 F' B' U,48
F2 L' U2 L R2 B' F' D2 R2 F2 D' U B U R2 D2 R' L D2 F2 L2,x2,F' D2 L' D2 B D F',B' R' U2 R B,F R B' R B R2 U2 F',L' U L F' U2 F,U' R2 B' R2 B,F' U2 F2 U F' U F U2 R' F' R,F' L F L' R' F L R' F L' F' R2,54
D' R2 B R' F' L R2 U' F R2 U L' D2 R' D' F U2 B' F2 U D' B,x2,L2 B L' D2,L F U2 F' U L',U R' F2 R F2,R B U2 B' U2 R',U L' B U L B',U R' F' R B R' U' F U R B',U2 B' R B' L2 B R' B' L2 B2 U,49
D R2 B' L' U' B' L' B' L F L R F U F U2 R' U R U,x2,L' R2 D' L D',U B U2 B2 U' B,B L' B2 U B U' L,F' R' F' U R F,R' F R' F' R' B' R' B,U2 B L F U2 F' U L' B' R' U2 R,R' U L' U R U2 F R B2 R' F' B2 U L,58
F B2 R2 U2 F2 B2 R2 B R D R' F2 D2 U L R F' B2 L2 F' R' B' U2,x2,L' D' L2 F' L',B2 F U F' U' B2,U F' U2 F2 U F2 U F,F' U' R' F' R F,U' R2 D' F2 D R2,L' U2 L2 F' L' F L' U2 L,L U' F R' F' L' F R F' U' L U2 L',53
B' R' B F' L' B' L' R F U F U2 L2 F2 B R' L2 U' L2 U' B' U' R2,x2,U R' B' R2 F L,U2 B' U B,F R U2 R' U F',U L F' U2 F L',B L U2 L' B',R U R' U R U2 R',B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,49
U D2 L B' L R' B2 F U2 D2 F' D R L2 F' R' F' B L R F2,x2,U F' L D B' D2,U' B' U R' U R U2 B,F L F' U2 L' F',F' L' U' L U' F,B' D' R' D B,U F' U' F U F R' F' R,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U',55
U D B D2 F2 L2 F B2 D' F D R F' R2 F2 B L' U' B F' L D' F2,x2,B2 L' F2 D' B L' F',U2 B2 U' R' U R B2,B L2 B' L2,U2 L U' F2 L' F2,U2 L' B2 L B2,F2 D' B L B' D F L' U' L F,U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U',55
D R2 F' B L' R' B2 U' L' U2 B' F2 R' D' U2 R' F U2 R U' F2 R',x2,F2 U2 L2 B D,B2 F' U F U' B2,F L2 F L2 F',B L2 D F' D' L2 B',U' L' B2 L B2,U2 L U2 F' L' U' L U F2 U2 F' L',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U',55
B F L' D' F2 L F U2 D F2 L2 D' F2 L2 U B' L U' L' R U R2 U2,x2,B L' D B D2 L' R,U' B' U B,F L U L' F',R' U2 R2 U R2 U R,U2 B U B',U2 L F' U' F2 U' F2 U2 F U' L',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,54
U2 R2 L2 D B L' B R' D U F D F B2 R' F R2 F' B2 L2 B2 D B2,x2,B2 D F2 R D L',R2 D B D' R2,U B L2 B' L2,F' U2 F U' R U R',R2 B' R2 B,,U' L2 U F' B L2 F B' U L2 U' U2,39
L B2 D L' F R2 L' B' D2 R F U' B' L2 U2 R' B F2 U' F B' D',x2,B L2 R B F' L,L F U2 F' L',L U2 L2 U' L,B' R B U2 R',D B' U2 B D',U2 F R' F' R U2 F2 L F L' F,U2 L U' F R' F' L' F R F' U' L U2 L',51
F D' U B2 D2 L2 B U B F2 D2 B' R2 F' L2 B2 U F' R' U2 L2 F,x2,R' F U B D2 L',L U L',L' U' F' L' F L,U2 R U2 B U B' U R',U2 R U2 R2 U' R,B U L U' L' B',L2 U F' B L2 F B' U L2 U',45
B L B2 U2 B' F' D R U2 L B R U L' B2 F' D L2 D R2,x2,U L2 F2 L' R',L F U F2 L F L2,F L U' L' F',F L2 F' L2 F',D B' U2 B D',F' L' B L' B' L2 F,U L' B R' U2 L F' L R2 D2 R2 F L' R U2,49
