scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
F D B' R' L B' U' F B2 L R2 U' D2 B' R' U R D' F' L2 U2 R',x2,D' F R D L B2 U2 L' R2 F',U L' U L2 U2 L,U2 l U2 l' U' L U L',U R' U' B L2 D F' D' F L2 B' U2 R,,U2 M' U2 M U M2 U2 M2 U,46
D L2 F L2 R D R L' D2 B F L2 B U F2 U' F' U2 D' B' D' U',x2,U F L' F R2 B2 F' U B' R,L' U2 L' U' l2 U l2 L',L U2 l U2 l' U' L U' L2,U' B U2 B D F' L2 F D' B2 U2,,U2 M U2 M U' M2 U,45
U B' D2 L2 D B2 L' F L' D B2 F D L2 U2 D2 R2 F2 U F',x2,U' B2 D' L2 R D' F2 D B,U L' U2 l2 L U' l2,L U l' U2 l U' L',B2 L2 B R2 B' L2 B R2 B U,,U2 M' U2 M' U M2 U',40
R F U' L2 U' B F2 D2 R L B F2 L' F' R' B F2 D L2 R D' F' U' L' R2,x2,R2 B' U2 L' F L2 B2 U R',U L U' L2 U L2,L U' l' U2 l U' L',U2 B' U2 B' D' F R2 F' D B2 U2 U,,M2 U M U2 M U M' U2 M U2,44
F' D2 L' B' L D2 U2 R' D R F' L R2 D2 L F2 U L B' U' L' B R' L,x2,B2 L' U' L2 R D' F' R B2,L' U' l2 L U l2 L',l U2 L' U2 L U2 l',R' F2 U F2 U' F2 U' F2 R U' U',,U' M' U2 M U M U2 M',42
F' D' L' F2 D' F D R' D' L D U' R U F' L2 B2 L F2 B2 U2 D R' B',x2,B2 R D2 R' F' U' R2 D',U2 l2 L U' l2 U L,L U' L' U' L U L',U L' B' R' B L B' R B U,,U M U2 M' U M U2 M' U2,41
R D U' L2 F2 B' L2 R D' F' U R' U2 B2 U2 L2 F2 B U2 B2 F' L2 B',x2,L F' D R' U' B R2 F' D2,l2 U l2 L2 U L2,U' l2 L' U' l2 L2 U L',U2 F R' F D2 B' L B D2 F2 R U',,M2 U M' U2 M2 U2 M U',43
U B' F2 L2 U2 B2 R' B R' U D B' F' U2 R2 F' U L2 U' R' L' D' R B2,x2,D' U B2 D2 L2 F' R D' B,U l2 L' U l2 L' U' L2,U2 l2 L' U' l2 L2 U' L',D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U2,,U2 M2 U' M' U2 M U' M U2 M,48
L' U' B' F L2 U' F' D B F' D2 F' U' F' U2 F' D L F2 B D2,x2,L' B L2 D' B L' D B2,L U2 L2 U L2,U L2 U2 L' U' L U' L2,U B U' F' U B' U' F U,,U2 M' U M2 U2 M2 U M U2,39
D2 F B2 D2 L2 F' R2 B D' R' F' B' L' U L' B U' R' B F' R B' L' U B,x2,U2 R2 F' D' L2 B2 L B' F2 D,L' U' l U2 l' U L,U2 L U L' U' L U L',B' R B2 L' D' L' D L2 B2 R' B,,U2 M U2 M U M U2 M' U M2,46
U' F L F' D U R D' L' B2 F2 L2 R' B L D L B D L R2,x2,D2 L' R' B' F2 U B U2 R',L U' l U2 l' L' U' L,l' L2 U2 l L' U' L',U' L' B' L F' L' B L F,,M2 U2 M U2 M' U' M' U2 M' U',43
R' D' F U' B' L2 F R' B' F' L D L' U2 R' L2 B' R' D' U2 R',x2,D R' D L D' L2 F2 L2 F',L2 U L U l2 L' U l2,U' l U2 L' U2 L U2 l',R U R' U R2 F2 R' U2 R F2 R2 U U2,,M U2 M U' M' U2 M U M2,47
L' F2 D' F2 U D' R2 F U B' D F B' R D L B' R' U' B2 L R2 B2 U2,x2,L R' F L R B' U' F,U L2 U' l2 L U l2,U2 l2 L2 U l2 L' U L',U U R' F2 U F2 U F2 U' F2 R,,U M2 U2 M U2 M' U' M2,42
F' U2 L2 U2 F U F L2 F' R' B R L2 U2 D2 R2 U2 B' L' B U2 F2,x2,F L B2 D2 R' F L F2 U B,l2 L' U' L U L U l2,l2 L' U' l2 L,U' F' L U2 L' F L F' U2 F L' U U',,U2 M' U2 M' U' M' U2 M' U',45
D R' B2 D2 L2 D2 U R B D' L U L' U' D' B D2 B' F' L2 U' B2 R2,x2,U' L' B L2 D' B' F R2 F',U2 l' U2 l U L' U L2,U2 L U L',U U' R' U' F U F' R U F U2 F' U,,M' U2 M U2 M2 U' M2 U,42
F L R U D B F D F D U' F2 R2 F' R2 D L' B2 D' R U',x2,F' R2 B' R' B' D' U L B',U L U' l' U2 l U2 L2,l2 L' U l2 L2 U L',U2 R2 B2 L D' L D' R2 F2 L U2 L,,U M2 U2 M U2 M' U M U2 M,46
F' B' L U R' U R D2 L F B2 L' U2 B' L' R' F2 R' U' F' L B' D R' U2,x2,L R' D' F2 L' F' D B U F2,U' L2 U2 L U2 L' U' L,U' L U l' U2 l U' L',U' F R2 F L2 F' R2 F L2 F2 U U2,,U' M' U2 M U M U2 M U M2 U',49
F2 D R F' L2 B' D U' L U D2 B2 L' F2 L2 U2 F' L B D2 F2 U',x2,D2 U B' D' L B R D F',L' U L' U' L U' L,L U2 L' U2 L U L',U2 L' R' U L U' L F2 L' U' F2 U R U',,M2 U M2 U' M U2 M' U2,45
L' F2 D' R' F U2 D2 F' B2 U' F2 B2 L2 D U2 R2 L D' U' F2 U',x2,R2 D2 L U' L' U B' R B2,l' U2 l' U' l U2 l,U l U2 l' U' L U L',U U2 R' U2 L2 D R2 D L2 U2 R',,M' U2 M' U' M' U2 M U M2,44
F2 B U' D' L U D' R' F' U L2 U R2 L D' R2 B2 U' B' U2 R D F L,x2,L' F D2 R' B' L2 U R' D2,L' U2 L U2 L' U' L,U' l U2 l',U2 R U R' U R2 F2 R' U2 R F2 R2 U U,,U2 M U2 M U M2 U' M' U2 M U2,45
F2 L' U2 L R2 B' F' D2 R2 F2 D' U B U R2 D2 R' L D2 F2 L2,x2,R F' D' U B2 R' B' D2 F,U l2 L' U' L' U l2,l U2 l' U' L U L',U2 R' F2 L F2 L D' L' D L' R U2,,M' U2 M' U M U2 M' U' M2,44
D' R2 B R' F' L R2 U' F R2 U L' D2 R' D' F U2 B' F2 U D' B,x2,L' B D' L' B' R' D L2 D F',L' U L2 U2 l2 L2 U l2,U' L U l' U2 l U' L',U2 L' R2 D' R D R2 B2 U R' U' L U',,U2 M2 U' M' U2 M' U,46
D R2 B' L' U' B' L' B' L F L R F U F U2 R' U R U,x2,R U2 L2 D F2 L2 R' F,L' U l U2 l' L U L2,U L2 U2 L' U' L U' L2,U' F R F' L F R' F' L' U U,,U' M U' M' U' M' U' M U' M U M',47
F B2 R2 U2 F2 B2 R2 B R D R' F2 D2 U L R F' B2 L2 F' R' B' U2,x2,F U L2 R D2 B L D,L U2 l' U2 l,U2 L2 U' l2 U' l2 U L2,U B U' F' U B' U' F,,U2 M U2 M' U M2 U' M2,37
B' R' B F' L' B' L' R F U F U2 L2 F2 B R' L2 U' L2 U' B' U' R2,x2,U L' F' D' U2 F L2 F' R,U2 l2 L U' l2 U L,L U' L' U l2 L' U' l2 L,U' U' R' U' F U F' R U F U2 F' U2,,M2 U M' U2 M2 U2 M' U' M2,47
U D2 L B' L R' B2 F U2 D2 F' D R L2 F' R' F' B L R F2,x2,L' D' U' F' L B U F,l2 U L2 U2 L2 U l2,L U2 l' U2 l U L',R' F2 U F2 U' F2 U' F2 R U' U2,,M U2 M U' M U2 M' U M2,42
U D B D2 F2 L2 F B2 D' F D R F' R2 F2 B L' U' B F' L D' F2,x2,R B' U' B' R F' D' B,U2 L' U' L' U' L,U' L2 U2 L' U' L U' L2,U2 L' R' U L U' L F2 L' U' F2 U R,,M2 U M2 U M' U2 M,42
D R2 F' B L' R' B2 U' L' U2 B' F2 R' D' U2 R' F U2 R U' F2 R',x2,D U2 B' F D2 B' R D' U2 B',l' U2 l U' L2,U' L2 U2 L' U' L U' L2,D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U',,M2 U2 M U2 M' U' M' U2 M' U',46
B F L' D' F2 L F U2 D F2 L2 D' F2 L2 U B' L U' L' R U R2 U2,x2,F2 L' D L' U2 F2 D2 F' R' B',U' l2 U2 L' U l2 U' L2,U l2 L' U2 l2 L2 U' L',R2 B2 L D' L D' R2 F2 L U2 L U,,U M U2 M' U,43
U2 R2 L2 D B L' B R' D U F D F B2 R' F R2 F' B2 L2 B2 D B2,x2,R' D R' D' L' F2 D,U2 L U L' U' L,U' L U L' U' L U L',U L' R2 D' R D R2 B2 U R' U' L U2,,M2 U2 M U2 M' U M2 U M U2 M',45
L B2 D L' F R2 L' B' D2 R F U' B' L2 U2 R' B F2 U' F B' D',x2,B L' U2 L R B2 F U B',U l2 L2 U l2 U2 L,U' l2 L2 U l2 L' U L',U L' R' U L U' L F2 L' U' F2 U R,,M' U2 M U' M U2 M U M2,46
F D' U B2 D2 L2 B U B F2 D2 B' R2 F' L2 B2 U F' R' U2 L2 F,x2,F' R U' B2 U2 B R' F D2,U2 L' U' L2 U' L' U L2,U L U l' U2 l U2 L',U B' U B2 D F' L2 F D' B2 U' B,,U' M U2 M U M U2 M,45
B L B2 U2 B' F' D R U2 L B R U L' B2 F' D L2 D R2,x2,L' F R B2 R2 D2 F,U L' U' L' U L2 U' L,U l2 L' U l2 L,R' U' B L2 D F' D' F L2 B' U2 R,,M2 U M2 U2 M' U2 M' U' M2,42
F2 D U' F' D' U B' U D L2 F L B2 F2 R2 B' F2 R2 D2 U L',x2,U B' D2 B2 R2 B' U' R D',U2 L U2 l2 U' l2,U' L U L',U2 U2 R' U2 L2 D R2 D L2 U2 R' U,,M' U2 M2 U2 M',36
F U2 F2 U2 F2 L2 D2 F' D' F B2 L' U D' B2 F' D' F' B' R',x2,D' R' U2 B' D' L2 B2 U' R2 F,U2 L U2 L' U' L,U2 l2 L' U' l2 L2 U' L',L' R2 D' R D R2 B2 U R' U' L U2,,M' U2 M U2,40
D' L R B2 R' D F' B' R' F R2 D' L R D' R' B2 U2 L U R B' D2,x2,B R' U' L' R' B U2 B R2,l' U2 l' U2 l2,l2 L2 U' l2 L' U' L',U' U2 R' U2 L2 D R2 D L2 U2 R',,M2 U2 M' U2 M U' M2 U,40
U2 R U2 F' D2 L F' D2 R2 D L B F2 L F B2 R2 L2 U' D F',x2,F L D' R U' B2 L2 F' D2,L U' l U2 l' L' U' L,U l2 L' U' l2 L2 U' L',U2 U' F R B' U' B2 U B R' F' U,,U M' U2 M' U' M U2 M,45
D2 U' F L R' F' L2 R B2 L2 D' R' F U L' B' U' B2 R' L' B' R2,x2,B2 L' U' F' R' U2 R B D2,l U2 l U' l2 L',L U l' U2 l U L',U' R' U' B L2 D F' D' F L2 B' U2 R U2,,U M U2 M' U M' U2 M' U' M2 U',47
R D U2 F U B' D2 B' F2 D' F U2 F2 D' R2 B F R2 U R B2 U L' U' F,x2,D U2 F D' L F2 D2 L' F',U l' U2 l U L2,U' l2 L' U l2 L,R B2 R' U2 R' U L U' L' R U',,M2 U M2 U' M U2 M' U2,40
B2 D2 L' U' D2 R2 U B2 L F' U' F D' F2 R' U2 R' D' B' R2,x2,B' U B' D' R' U B D R2 F,L U' l2 U2 L U l2,U L U' l' U2 l U2 L',L' R' U L U' L F2 L' U' F2 U R U',,U2 M' U2 M U' M2 U M2,46
F U R2 D2 F D2 U B2 L' B R D2 B' U2 R U2 R' F' L' U',x2,L' D' B' D2 R F' D' B' L' F2,L U l2 U' l2 U L,l U2 l L' U' l2 L,U' U B L2 F' D F' D' F2 L2 B' U,,M2 U M' U2 M' U M' U2 M U2,46
R2 U' R2 F' R2 L F L D2 R2 F2 U2 B D U2 R2 D2 F2 R2 F2 B' L2 F' R',x2,D2 B2 U L' F D' U' F2,U' l2 L2 U l U2 l,U2 l2 U2 L' U' L U' l2,U' R B2 R' U2 R' U L U' L' R U2,,M U2 M' U' M2 U' M U2 M U2,45
R2 U2 B' F' D B' L U2 D' R' F' U L' F2 D' L' B' R U' L2 B' U L B',x2,L F D2 U2 L D2 B' D F',L U' L U' l2 U' l2,L U l' U2 l U2 L',U2 F U2 F2 L F L' F U' R U' R' F' U,,U2 M2 U M' U2 M U M U2 M,47
F2 L2 R B L R' F2 B' L U B' D' L' F' U2 F D R2 F' L2 U2 B U' L',x2,R2 U R F2 D' B2 U B D F,l2 U' L U2 l2 U' L2,l2 U2 L' U' L U' l' U2 l',U U L F2 R' D R F2 L2 U L U',,M' U2 M U2,42
D' U2 F' B' D2 F D2 R' F' R' F' D2 B F2 L2 R' F' D R F B2 R' D,x2,R U2 B2 D L2 U' B' L' D',L2 U L' U l2 U' l2,L U l' U2 l U L',U R' F2 U F2 U F2 U' F2 R,,U2 M2 U M2 U,38
U D2 L U2 L R' D F2 D' R F' D2 F' R U2 R' U2 R L D' R,x2,D2 L2 U F R2 F' U2 R D',U' L' U' l2 U l2 U' L2,l2 U2 L' U' L U' l2,U' L F2 L' U' R U' R',,U M2 U2 M2 U,37
U2 L U' L2 B2 U2 B2 L' B2 F U D R F L2 B L R D L' F U L R2 D2,x2,R' B R' D' L F' L B',l' L2 U2 l U2 L' U' L,L U L',U2 B' R B2 L' D' L' D L2 B2 R' B U2,,U2 M U2 M U M U2 M' U M2,42
U2 R U R F2 D L' B2 R2 L2 B L' R U2 D R D2 L2 B' D2 U R',x2,F L F R D' B L' U2 F' D,U l' U2 l U' L2,L U l' U2 l U2 L',U' U B L2 F' D F' D' F2 L2 B' U,,U M U2 M' U' M2 U2 M2,43
D2 R' B' L2 U' D2 B2 D L' B D B F U' B' U2 B F2 U2 B2 D F',x2,L' D' B F2 L2 D R' D2 F,l' U2 l L' U' L,U2 l U2 L' U2 L U2 l',F R F' L F R' F' L' U,,U' M' U2 M U',37
B2 L B L' B' L2 D' B2 F' U2 D' F' U F2 D2 R2 B' U2 D B2 R2 U' L U B2,x2,B' F L' F' U2 R B' U' R,L U' L2,l U2 l' U' L U L',U U L F2 R' D R F2 L2 U L U2,,U2 M U2 M' U' M U2 M U' M2,41
B2 R L2 U2 B' F2 U2 R B' D U B U2 R' F L R B2 U F2 L2 R2 D' R',x2,D B' U' F R B' L F',l2 U l' U2 l U' l2,U L' U l2 U' l2 U' L,U U B' U B2 D F' L2 F D' B2 U' B U2,,M U2 M U' M' U2 M' U,45
U2 B U2 B2 L B' U' D' F' D2 U' B F U2 R B' U' B F2 U,x2,B U2 B L2 R F R2 B F2,U2 L U L2 U' L,U2 L2 U' l2 U' l2 U L2,U2 B2 L2 B R2 B' L2 B R2 B U U',,U2 M' U2 M U M2 U M U2 M,45
F B2 R' U2 L2 D' B R2 U2 B2 F' R2 D2 R F' B U2 R2 F L R D2 F,x2,F2 U R B2 R B L' U2 B2 F',l2 L U' l2 U L,L U l' U2 l U2 L',U2 U R' F2 U F2 U F2 U' F2 R U',,M U2 M U M U2 M U',43
R B' F' R2 U2 R2 D2 R2 B' F' D F B R2 U2 F R2 F2 R D' U B' R' L D',x2,D2 B U R2 U L' B D F',L2 U' l2 L U l2 L',L U L' U' L U L',R' U' B L2 D F' D' F L2 B' U2 R U',,M' U2 M' U M2 U' M U2 M',45
L' F2 R2 F2 L2 F2 R F' R' U B U B2 R2 U2 R D F B2 R2 D U R2 D2 F,x2,F2 D' F2 L U2 L2 F' D F2,l U2 l' U2 L2,l2 L' U' l2 L2 U L',U F U2 F2 L F L' F U' R U' R' F',,U M U M2 U2 M2 U M' U',43
B' L' U' D L2 U2 F2 B L' D L2 R2 U R' B2 F' U2 F2 L D U' R' B2,x2,B L2 U L' U2 R B' F' R,U2 L U' L' U L2,l2 L2 U2 L U' l2 L,U2 B' R B2 L' D' L' D L2 B2 R' B U2,,U M U2 M' U M' U2 M' U M2 U,46
L' D' U' F2 L' R B L2 B U2 B2 D' U2 B2 R' U B U' D2 B2,x2,B L2 U R2 D B U2 R D2,L' U2 l2 U' l2 L U' L2,U2 l U2 L' U2 L U2 l',U2 U' F R B' U' B2 U B R' F',,M U2 M U' M U2 M' U M2,45
F R F' D' B' R' D' L R2 D2 L U D B' F L' B D L' B,x2,L' F' R' F2 L2 D' B F R2,L' U' l2 U2 L U l2,U' l2 U2 L' U' L U' l2,U2 L' B' L F' L' B L F U',,M2 U M' U2 M U M U2 M U2,44
F' D2 B2 L' D L D' U2 F' U2 L2 U D L F' R2 U2 D2 L' B' L' F2 U2 B' L2,x2,U' B R' U2 R' D' U2 B D2,L' U' l2 U' l2 U L,l' L U2 l U L',U2 R2 D' L F2 L' D R U2 R,,M2 U2 M U2 M' U' M' U2 M' U',42
B U2 F D' L2 R U' D2 F2 U' D' B D' R L U' R F2 D F2 L2 F R2 B',x2,B' L2 U L2 F2 L' B' D2 F,U' L U2 L,l U2 l' U' L U L',L' R' U L U' L F2 L' U' F2 U R U2,,M' U2 M' U' M' U2 M U M2,42
L' U F L2 B2 F L D2 R F2 B' L2 F' B D2 F U F D2 L2 B' F' D' B2 R2,x2,L B' R' D U2 B D R F,L2 U2 l U2 l' U2 L,l2 L2 U2 l2 L' U L',U F U2 F' U2 B' R2 F' R2 B U',,M U2 M U M2 U,40
L U' R U' B U B2 U' R2 D R2 D U F R2 B2 F U' L2 B2 U' L',x2,L2 D' R U B R F2 D2,U2 L,U' l' L U2 l U' L',U2 R' F2 L F2 L D' L' D L' R U,,U M' U2 M U M U2 M U M2 U,40
R' L' F2 B' U R2 B2 D' U L2 D2 L2 U2 D R2 B' D2 U' R2 L2 D' B U2 R' L',x2,L' F D L' F' D F U' R' B',l2 U2 l' U2 l U l2,l' L U2 l U L',U' R' U' F U F' R U F U2 F' U',,M U2 M' U M2 U M2,42
F D' L2 R2 D' U2 R' B' D B L B2 R L2 B2 L2 B2 D2 L' D2 U2 R2 U2 L' U2,x2,R D' R2 F' L' B2 D2 B' D2,U L U L2,U2 L U' l' U2 l U2 L',U2 B' U2 B' D' F R2 F' D B2 U2,,U M' U2 M U M U2 M U M2 U,43
D R' L' B2 F' D' F' L D2 B F2 L B D2 L2 D B R' L U2 L2 U,x2,F' R2 B2 L2 U F' D2 R' F,l2 U L' U' l2 U L,U L U L' U2 L U L',U R' F2 U F2 U F2 U' F2 R,,M U2 M U2 M2 U M2 U M' U2 M',45
D B2 R B2 U2 D' F' R2 L2 D' B2 R2 F' L' B R' B L' F U' D2,x2,L B D' L F2 D2 R' U B',l2 U2 L U' l2,U l U2 L' U2 L U2 l',U2 U' R' U' F U F' R U F U2 F' U,,M U2 M' U' M' U2 M' U2 M2 U',45
B2 F2 L F D2 F2 D' R L' B2 L' B D F L' R' B' L' B R2 F' L B,x2,U' F L B2 D B' L' F,L U2 l2 L U l2,l2 L' U l2 L2 U L',U2 L' R2 D' R D R2 B2 U R' U' L U',,M U' M2 U M2 U M' U',42
U' B2 D2 B2 R U' F' L2 U D' B F' L R2 D R2 D L R B',x2,F2 D' L' U2 L B' U' F',l2 L U2 L2 U' l2,l2 L2 U2 L U' l2 L,U2 R B2 R' U2 R' U L U' L' R U',,U M' U2 M U M2 U M2 U',42
D2 U2 L' R2 B U2 R D U2 R2 F' D' U B D R U2 B' U2 R' U' F R,x2,D2 B2 R D' B' R2 B' U' B2 R,U l2 L' U L' U l2,U' L U L' U' L U L',U B' R2 D L2 D2 F' D R2 D L2 D' B U2,,U M2 U2 M' U2 M U M' U2 M',49
B2 R' D2 B U D' B2 U D2 R2 L F L2 B2 R2 U' B2 U2 B' D2 B U' D2,x2,F2 U2 B' U' L2 D2 B R,U l2 U L' U L U l2,L U L' U L U L',U2 U' R' U' F U F' R U F U2 F',,U2 M2 U M' U2 M U M U2 M,45
L U2 L2 F' U2 F R2 U2 F U F U D' L' U L2 D' L' U' B' L' D U,x2,F2 D B R D' R',U' l L U2 l U' l2,U2 L2 U' l2 U' l2 U L2,U L F2 L' U' R U' R' U,,M U2 M U' M U2 M' U' M2 U2,40
L D U' B2 U F' D U2 B' U2 F R L2 U R' U' L' U' L B R2 D',x2,R2 F2 D' R F R2 D' F',U l L2 U2 l' L' U' L,U2 l2 L' U l2 L,U2 U' F R B' U' B2 U B R' F',,M2 U M2 U2 M U2 M U M2 U2,43
D' U R' F' L U2 D' R' D F' B2 D F' L2 D' U' R L' U F' D2 F' D2 F' D,x2,U' F' L R2 D' B R B2,L' U L U' L' U2 L2,U l2 L' U l2 L2 U L',U' L U' F D' F U' F' D F' U L' U2,,U2 M' U2 M U' M' U2 M U',45
B' L U2 R B' L' D R D' B' D2 R2 L' U R F' B' R' U' B' D',x2,L' U R' B2 U2 R B D R F',L2 U2 l2 L2 U' l2,l U2 l' U2 L U L',U' F R F' L F R' F' L' U U2,,M U2 M' U M2 U M2,41
F D' F2 L2 F' L2 F' D R D' L2 B2 F L2 F' R2 D' B2 D R' U B2 L2,x2,L D2 B' L2 R2 U R' B' F',l U2 L' U2 l U2 l2,l' L U2 l U' L',U2 L2 F2 R' D' R F2 L' U L' U',,M2 U2 M' U2 M U M2 U',41
U2 L' U' L2 D U2 R2 F D2 B R' B2 R' L' B' D B2 F2 R L2 D' R' U' L' B',x2,B D2 B R' D L B2 F2,l2 L' U2 L2 U' l2,l2 L2 U l2 L' U' L',R' F2 U F2 U' F2 U' F2 R U' U,,U2 M U2 M' U M U2 M U M2,42
U' D2 R2 F2 U B2 L' D2 B' U L D' F R2 L' B2 R' D L' F' D2 U2,x2,R B' L' U R D2 L2 D B' F',U' l U2 l' U' L U L2,U L' U l2 U' l2 U' L,L' R' U L U' L F2 L' U' F2 U R U',,U M U2 M U M U2 M' U' M2 U',50
R L' D2 R2 U R B R' U' D2 L D2 B' L' F2 R' B2 D2 L2 B',x2,U2 F2 R U2 B' D2 U R B,l U2 l' L U L2,U L U l' U2 l U' L',U' F U2 F2 L F L' F U' R U' R' F' U',,U2 M' U2 M U' M2 U M' U2 M U2 M2,49
D B' D R B2 R B' F R B F D' R2 U2 L' R B' U L' U F' D' L',x2,L' F L' R' B' D' B' U' F' D,U2 L' U' L2,,U2 U2 R' U2 L2 D R2 D L2 U2 R',,M' U2 M U M2 U M2,32
F L2 D' F2 B2 R' L U' L' U L2 B' F' R D L' U' R L B L2 B2 R2 B2 F2,x2,L F' D' B F L R D B2,L U' L U L,L U' l2 L2 U l2 L,U B' R B2 L' D' L' D L2 B2 R' B U2,,M' U2 M' U' M U2 M' U M2,43
U' R' L2 B F2 L2 R' F2 B U' B2 F R2 F U R' F' R' U' F2 U2 F U2 D',x2,D2 R2 B2 U' B' D R2 B' R2,l2 L2 U L' U l2 U L,L U' l' U2 l U L',R B2 R' U2 R' U L U' L' R U2,,M' U2 M U2 M2 U M2 U',43
R B R2 U2 D R2 B' U' L2 B2 F L' D2 B F2 D' B2 U' B' L2 U2,x2,D2 B' L D' R B L R2 B,l2 U' L2 U l2,l2 L' U' l2 L,U B' R B2 L' D' L' D L2 B2 R' B U2,,M2 U2 M U2 M' U' M2 U,40
R U2 D' R2 F2 D2 R' F2 B U L' B2 F R L U' F U' F' D2 B2 R D2 L,x2,B D' L2 U R2 B' F2 U2 R,U' L' U2 L2 U L2,L U L' U2 L U L',U R U R' U R2 F2 R' U2 R F2 R2 U U',,M' U2 M' U' M2 U' M' U2 M U2,46
L2 D F2 D2 R D2 L R F U' F U R2 B2 L D2 U' R2 U' D R F' U' L2,x2,L F2 L2 D2 U2 B L' R' D F',U l2 U' l2 U' L2,U' l2 L' U l2 L,U2 B' R B2 L' D' L' D L2 B2 R' B,,U M U2 M' U' M2 U M U2 M U',45
F B L2 F R' L D2 B2 F' D U' R2 D2 B D' R2 L2 D R' D2 U' R2 D F2 L',x2,D R2 U L2 B R U' L' F',l2 L' U L' U l2,U2 L2 U' l2 U' l2 U L2,U L' R' U L U' L F2 L' U' F2 U R,,U M2 U M U2 M,42
L' U F B2 D2 L' D' U' R' B' U' R U2 B2 F D2 L F D' L,x2,F2 L' R2 D2 F R D2 U' B' F,L' U' l2 U' l2 U L,l U2 l' U' L U L',U R2 F D R2 U D' R2 F2 U' F' R2 U,,M2 U' M' U2 M' U',43
F2 U2 L' R B' U B' L2 R2 B L U2 B2 R F B' D' R' L' F' L R2 B' L',x2,B D' B' L' D' U2 L2 F R',U' L U L U L2,U L U L',U R' F2 U F2 U' F2 U' F2 R U',,M' U2 M U2 M2 U M2 U M U2 M',41
R' F2 B' U2 L D' U' L2 R F' L U' F2 B' L' B' R' U' D' F2 D2 R2 D' L2,x2,U' B' L' U' B R F' D B' F,U' L U l2 L U l2,U L' U l2 U' l2 U' L,L' R2 D' R D R2 B2 U R' U' L U,,U' M U2 M U M2 U2,44
L' D L2 B R2 U R2 L' B L' F' U D B2 D2 B2 U R' D R2 U R' F L2 D,x2,B' U' L2 B' R D U2 B U F,U' l U2 l' U2 L,L2 U2 L' U' L U' L2,U L F2 R' D R F2 L2 U L U2,,U M' U2 M' U M2,40
L' U' D' L2 R2 F2 B D' U B L F' R2 D U' R U' B R' L' U2 L B',x2,B U L2 D2 L' F' U B' R2,L2 U L U2 l2 L2 U l2,U l U2 L' U2 L U2 l',U2 L' R2 D' R D R2 B2 U R' U' L,,M2 U2 M' U2 M U M2 U M U2 M',48
F' B L R' F' L' D F' L F' D' F' R' B R' F B' D' F' R' L2 D' B D2 R,x2,L' B2 U2 R U' F D B U2 F,L2 U2 l2 U l2 U' L2,l U2 L' U2 L U2 l',U2 B' R B2 L' D' L' D L2 B2 R' B,,U2 M' U2 M' U M2 U' M' U2 M U2,47
R D2 B' D' L2 R' B R D' U2 L2 B2 D' F2 L F2 D' L2 R' D' L2 B2 F' U' R',x2,B' D2 R' F U2 B' F2 D U F',L2 U' l2 U2 L U l2,U' l2 L' U l2 L2 U L',U2 U2 F B' U' B U F' U2 B' U2 B U2,,M2 U M U2 M U M' U2 M U2,48
D' B F2 U D' B2 L' U D B' R2 D2 U' B L U' B2 F L' D F' U' L2,x2,B R B2 D U' B2 F U F2,l U2 l' U l2 U' l2,U2 L U L' U' L U L',U U' F R B' U' B2 U B R' F' U2,,M' U2 M U' M2 U' M U2 M U2,46
B D2 R2 F' B' D' R L' B' F2 R2 B F D F' U2 B2 R' B F' U F,x2,D2 B R D' R F' U2 B' D',U L2 U L' U' L,l2 U2 L' U' L U' l2,U2 U B' U B2 D F' L2 F D' B2 U' B U',,M2 U M2 U',40
B U2 F2 L R F' R2 U R2 F R' U' L B D2 U' L B2 L' U2 F' L2 D2 F2 L2,x2,R B D2 B2 L2 B2 U' F',l U2 L U2 l2 U2 l,l2 U2 L' U' L U' l' U2 l',U R U R' U R2 F2 R' U2 R F2 R2 U U,,M' U2 M' U M2 U' M U2 M',47
D2 L2 F2 L D F2 L B' D' R2 D R' U2 B' U' L B R F' U2 B' D B',x2,B2 U' F' D R B U2 R F',L U L U L U L2,U L U L',F R F' L F R' F' L' U U2,,M2 U' M2 U,34
U2 B D R2 B' U' B' F L F' U' R2 B' D L U D' B2 F' U D',x2,D R U B L2 D' B' R2,L U L' U L U' L,U l2 U2 L' U' L U' l2,U2 B2 D F' L2 F D' B' U2 B' U',,M U2 M U' M' U2 M U M2,43
B U' L2 B' U2 B R' F D' L B L' R D' L B2 U D' F2 B' R' D R' L U,x2,R U L2 B D' R U R2,U' l2 L2 U' l2,U l U2 L' U2 L U2 l',R2 F D R2 U D' R2 F2 U' F' R2,,M U2 M U2 M2 U' M' U2 M U',42
L F' L' D' L2 R2 D U B' U R' U B2 F' L B2 D2 B' F2 L' D2 U B2 D,x2,R2 U' L' R' B2 L' F2 D' B',U2 L U l2 L' U l2,U l2 L' U l2 L,U R' F2 U F2 U F2 U' F2 R,,M' U2 M U' M' U2 M' U' M2 U2,42
R' D2 L' F2 L' F L2 F R2 F2 D' L' R' D' U B D B2 L U B2 R',x2,D2 L2 R' D2 R' D2 U B' R',l2 U2 L' U l2 U L,U' l U2 l',U2 R B2 R' U2 R' U L U' L' R U',,M' U2 M U' M U2 M U' M' U2 M',43
