scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
F' U2 D' L' F2 R' D R2 L F' B2 R2 B L2 U R' U F' L' U' B L' R B',x2,L' F2 L R' B' U' B2 F2,l U2 l U' l2 U L,U' l' L U2 l U L',U B' U B2 D F' L2 F D' B2 U' B U,,M' U2 M' U' M' U2 M U M2,44
F2 B R' U2 B' L' B' L' R' U2 R2 F' R' U' D L D' U2 F D2 B2 L2,x2,R' D L B' R U2 B F D,U' l2 L2 U' L' U l2,U l2 L' U' l2 L2 U L',U F U2 F2 L F L' F U' R U' R' F' U2,,U M U2 M U M2 U' M' U2 M U',49
L B2 R B' L' D U L U D' L2 R U' D L2 F L' F2 R2 B D2 F,x2,B' D' F2 L U F U' R' B,l2 U' L' U' L U' l2 L',U2 l U2 L' U2 L U2 l',U2 L' R2 D' R D R2 B2 U R' U' L,,M' U2 M' U2 M2 U M2 U M U2 M,48
F B2 D' F' L' B F R' D L B2 U' F2 B D' L F B' L' B' L2 F B2 D' B',x2,L2 F2 R' D2 B F' L2 R B',U L2 U l2 L U' l2,L U l' U2 l U L',U' B2 L2 B R2 B' L2 B R2 B U U',,U M2 U M' U2 M U' M U2 M U',46
B' L' F L F2 R2 D2 L2 B2 U L' R U F' U F L F' D B2,x2,D' U F2 U' L U' B U2 F,L2 U' L U2 L' U L2,U2 L U' L' U' L U L',R2 D' L F2 L' D R U2 R,,U M' U2 M U' M' U2 M,41
F' L' U2 F2 B' L2 D L2 D B' U2 B' D' R D' B' R F' L' D' R' B D2 R',x2,D2 R F L' U2 B R2 D2 B2,L' U L2 U' l2 L U l2,l U2 l',U2 B2 L2 B R2 B' L2 B R2 B U,,M2 U' M' U2 M' U',37
D2 L2 D2 U F' U2 D B2 F' R2 B2 F' L2 U D' B F R2 L' U' B,x2,B' D2 L' U' B' D' L F',L' U l2 U2 l2 U' L2,L U' l' U2 l U' L',U R' F2 L F2 L D' L' D L' R U,,U2 M U2 M U' M2 U M' U2 M U2,45
F L' F2 B' U B' U L2 R' F U2 B' F2 L D2 R' D2 R' F L B',x2,F D L' D2 R D B2 D2 F',U L U L2 U' L,l2 L' U l2 L2 U' L',L2 F2 R' D' R F2 L' U L' U2,,U M U2 M' U M' U2 M' U M2 U,43
L U' R2 U' R L2 F' D' R2 B F2 L2 U D2 L2 B U2 F B2 R' D' F L U' B2,x2,B' D' F U2 F' R' D2 B' R',U l L2 U2 l' U' L,U l2 L' U l2 L2 U L',U' U B' U B2 D F' L2 F D' B2 U' B U2,,U' M U2 M U' M2,44
L2 R' D' L2 R2 F2 L2 D2 U' B' L F2 U' B' D' R' F U' F D R2 B' D2 F2,x2,L R D2 B R2 B R' U F,U L' U' L2 U L2 U' L,U l2 L' U' l2 L2 U' L',L' R' U L U' L F2 L' U' F2 U R,,U M2 U2 M U2 M U',44
L' B D F' D B L' B2 R' L2 D' U2 R' D F2 D U' B D L U D2 R' B',x2,U B' F2 U' F L' D B2,U L' U2 l2 L U' l2,L' U l2 U' l2 U' L,U' L' U R U' L U R',,U M U M2 U2 M2 U M' U',39
R D B' F R2 D F2 D R2 U' R2 D' F' U R2 F L R' D F2 D',x2,R2 U' B' F' R D F U' F2,L2 U2 L U L,l U2 l' L U L',U2 F' L U2 L' F L F' U2 F L' U U,,U M2 U2 M' U2 M U M' U2 M',43
R' L2 D2 B' R2 B' R' F2 D2 F' D2 R' D' B' D F' U' B' L D,x2,R F2 U L' R B2 D L F,U L2 U' L' U L2,U L U l' U2 l U' L',U B L2 F' D F' D' F2 L2 B' U',,U2 M' U2 M2 U2 M' U2,41
F D L2 U2 B' L' U R B F R2 F' B2 U2 R' U2 D2 F' U D B' D,x2,U' R' D2 B' F2 D' U2 F2 L2 F',U l L2 U2 l' L' U' L,L2 U' l2 U' l2 U L2,U' R' F2 U F2 U' F2 U' F2 R U' U2,,U2 M2 U M U2 M' U M' U2 M',47
U' F L2 D F2 R B' L F' B L R2 U2 R' B2 R' D L B' L' U D,x2,L' U' B' D L R B2 D2 B',L' U2 L2 U' L,U' l2 L' U l2 L,U2 R2 B2 L D' L D' R2 F2 L U2 L U,,U M' U2 M U,38
U' B D' R2 F2 B' R' B2 R U2 F D' F L' B2 L' U L R D F2 D2,x2,D2 B2 U L F D2 F R B',U l' L2 U2 l U' L2,l2 U2 L' U' L U' l2,U' R2 B2 L D' L D' R2 F2 L U2 L U2,,M U2 M U2 M2 U' M' U2 M U',46
L' F2 L' U2 L2 B R' F2 L B2 F' D2 B D2 U' F' U' B' D2 B2 R U' F',x2,R' F2 D B' R' D' B U' F2,U' l2 U' l2 U L,U2 l2 L' U' l2 L,U2 B U2 B D F' L2 F D' B2 U2,,U' M U2 M' U M2 U' M U2 M U,43
L2 B R D2 R2 L2 D R2 B R2 L' B F2 R2 U F R2 L B L',x2,D2 R2 F L2 B R F D' R',U l' U2 l U' L2,U2 L U L' U' L U L',U2 F B' U' B U F' U2 B' U2 B,,U M2 U2 M' U2 M' U',41
U R2 U' L D2 B2 R L F' B D' L' B R U' F B2 L2 R D B,x2,F D R2 B' L2 F D' B' R2,l U2 l' U L' U' L,L U' l2 L2 U l2 L,U L' R2 D' R D R2 B2 U R' U' L U,,U' M' U2 M U',41
U' F' R2 L' B' F U2 F L' U' L' D2 F2 L U' L F' L2 D B' F2,x2,F2 L' R2 B R2 D L B2 L F',U' l' U2 l U' L2,L U' l' U2 l U2 L',U2 L' B' L F' L' B L F,,U2 M' U2 M U' M' U2 M' U' M2,42
B' D L B F U F' L' R D' L2 F2 L2 B' D2 U' R' L U2 R B2 F2 D,x2,U' B2 R D B' D2 F R',U L' U' L U L2 U' L,U' l2 L' U' l2 L2 U L',F' L U2 L' F L F' U2 F L' U U',,U' M' U2 M U M U2 M U M2 U',47
F2 R2 D U' F2 R' D' U2 F U D' B2 D U2 R2 L' D L2 U F' L2 F,x2,F' D' R U' B2 R2 B' F2 D2,U2 L2 U l2 L' U l2,U2 L U L' U' L U L',U L2 R' D' L' D F2 L2 U L U' R U',,U2 M2 U' M U2 M U2 M2 U' M2,47
U2 L2 U' B2 L F L' R' B2 L' F2 R2 D' F' R2 L D B2 R2 B',x2,B2 R D' F R B2 L2 B R2,U L' U l2 U l2 L',l2 L' U l2 L,U2 L' R' U L U' L F2 L' U' F2 U R,,U M2 U2 M U2 M' U M U2 M,44
D B F2 D R F L' F2 B' D' B' D' B2 R' L' U2 B R U L F L D',x2,L2 R F2 D' F' R B R2 F' D2,U' L2 U L' U2 L2 U' L,U2 L U' L' U' L U L',U B' U2 B' D' F R2 F' D B2 U2 U2,,M2 U2 M2 U' M U2 M' U,46
B' L D2 R' F' D F2 R' F' B' U L F' U2 F D2 L U F2 D F B' L',x2,L' D F' L U' B' L' D2,U l2 U L' U L U l2,U2 L U L',U' F R B' U' B2 U B R' F' U',,M' U2 M' U M U2 M U',39
U F2 U' B' R2 U2 R L2 D' R' D R U B D2 F2 B' R2 F L F R' D',x2,R' D' L2 R' B D' R B' U2 B2,L U L' U' L,U' L U L',U2 L' R' U L U' L F2 L' U' F2 U R U2,,M U2 M U' M' U2 M U2 M2 U',43
L R' F2 D' F' L' F' R L2 B U' D2 B D2 B L2 U2 B L U2 R2 B U' B2 D,x2,B R' F U L' B' R2 U' B2 F,U' L U L,L U' L' U' L U L',U R' F2 U F2 U F2 U' F2 R U,,M2 U' M2 U' M U2 M',39
F2 U2 B' R2 B R2 U' L D' U' L2 F' R2 B2 R' B F2 L' F' B' L R,x2,L' F' U L2 F2 R D B',U l2 L' U l2,U2 L U' L' U' L U L',U B L2 F' D F' D' F2 L2 B' U,,M U2 M' U2 M2 U' M U2 M U',42
B L2 D R U2 F L' U2 D' F' B L D2 B2 R U' F' B R B2 D2 B2,x2,R F2 D' L U L B2 F D2,U' l2 U2 L' U l2 U' L2,l U2 l',U2 B U' F' U B' U' F U',,M U2 M' U M' U2 M U',37
B' F2 D' B L2 R2 B' F' L R' F L F' L D R2 U L B' D F2 D' B F,x2,D' B' R B F' D' U' B' R2,U2 L2 U l2 L' U l2,L U L' U L U L',U2 L2 R' D' L' D F2 L2 U L U' R U',,M U2 M' U' M U2 M' U,44
D B2 R D B2 F2 L' F' R B' R' F2 L' U2 D B2 F2 U2 L U' R',x2,L F' D R2 D2 F2 U R B D2,U' l' U2 l U' L U L2,U l2 L' U l2 L,L U' R' U L' U' R,,M2 U M U2 M' U M2,38
R B F' D2 R' D B2 U L' F2 B' L U2 F R B' F U2 L2 U',x2,R' F' D' F2 R B' L D' R2 F,L U' l2 L' U' L' U l2,U' l U2 l',U F R F' L F R' F' L' U U',,U' M' U2 M' U M U2 M,41
L2 F D R D F D F' U' F U' F' B2 L F L2 U' L2 F2 L,x2,D2 F2 R' D2 L' R B' R D2,U2 L U L' U' L,L U' L' U2 L U L',U' B' R2 D L2 D2 F' D R2 D L2 D' B U,,U2 M' U2 M U' M' U2 M U',45
R' D R B2 R2 L' D2 B2 F2 L2 F U' L D' F R2 L2 U' L B2 L',x2,R U F' L2 B' L D R B2,l2 U L U2 l2 U' L2,U' l2 L' U' l2 L2 U L',U2 L2 F2 R' D' R F2 L' U L' U,,U' M U2 M' U' M U2 M' U2,44
F2 L R2 U' L2 F2 B' U2 D2 F2 D' B D2 L' R' D' L2 U R B,x2,F2 L' U F' R' B' L' B D2,L2 U2 l' U2 l,l2 U2 L' U' L U' l2,U' U' F R B' U' B2 U B R' F' U2,,M U' M2 U M2 U M' U',41
L2 R2 U' L F2 L U2 F D' R' U' L D' U2 L2 B F' L' R F' D2 F R2 D2,x2,L R' U2 B2 R2 D R' D B,L U' L2 U L2,l2 L2 U l2 L' U L',U F U2 F2 L F L' F U' R U' R' F' U',,U2 M U2 M U M2 U' M' U2 M U2,46
F' R2 D' B' L2 F' B D L U' R F2 L2 D' B2 R' B' D U' B',x2,L' R B2 D U' B U2 R F2,L' U' l U2 l U l2,U l' L U2 l U' L',U B' R2 D L2 D2 F' D R2 D L2 D' B U2,,M U2 M U' M2 U',43
F' L2 R F2 L' B R D' U2 R2 F B R L D F D2 U R' D2 F2 B,x2,B2 R' D' B' U F2 L' B2 F',U l2 L' U l2,U2 L U l' U2 l U' L',U U' F R B' U' B2 U B R' F',,M' U M2 U M2 U M U,41
U' R2 L D B2 L U' D' B' D2 B2 F2 R' B2 F D' R' U' D2 L' F' R,x2,B' U R' B' F2 D' B L2 F',l U2 L' U2 l U l2,U2 L2 U2 L' U' L U' L2,U2 R U R' U L F2 L' U' U,,U2 M U2 M' U' M U2 M' U',43
U' R L2 U2 B D2 B F R2 U' D L' R2 D F' U2 B' F' U R B D2 F2,x2,U2 B2 L R B' L' R D' B,l' L' U2 l' U' l2 U L,L2 U' l2 U2 l2 U L2,U' B U' F' U B' U' F U2,,U M' U' M2 U' M2 U M,41
B L U D R L2 B R2 L' F' L F' U D2 L' D2 F' D2 R U2 F' B2 R,x2,R2 F' R2 U' L' U L2 F' D',L U' l U2 l U' l2,L U' L' U2 L U L',U' U2 F B' U' B U F' U2 B' U2 B U2,,U2 M2 U' M U2 M U,43
R' B D' B' R' L' D' F2 L' D' B R' D2 L' D' R' U2 B U B2,x2,D2 U' L' D F R' D U F',l U2 L U2 l2 U2 l,U' l L' U2 l' L2 U' L',U B U' F' U B' U' F U,,U2 M' U2 M' U' M2 U,40
D2 F R2 L2 U L' R2 F2 L2 B D' F B D F' U D2 R' U' F' U L R F',x2,B U' R F U' R2 D2 R D B,U2 l' U2 l U L2,l U2 l',U' B' U2 B' D' F R2 F' D B2 U2 U,,U M U2 M' U M' U2 M' U M2 U,42
D2 B F' U' B' L2 B' F2 L2 U' B L' F2 D L' D B2 U2 F D' U,x2,U2 R' D' F D' R U' R2 B',l2 U' L' U' l2,l2 U2 L' U' L U' l2,R B2 R' U2 R' U L U' L' R U2,,M U2 M' U' M' U2 M' U M2,41
L U L' D2 R' B' R' U' F2 L' F' R' F' U F2 D' B' R2 U' F2 R U2 B' R' U,x2,D L' F2 D B' L' R F' L B',U2 L U2 l U2 l' U' L,L U l' U2 l U' L',F' L U2 L' F L F' U2 F L' U,,M2 U2 M U2 M' U M2 U',44
B2 L2 B D' B L B2 F' R' B R L2 D F2 D U' L' D' U2 F2 R F2 L2,x2,D B D2 F D2 R D2 U2 B2,L2 U L' U2 L U' L,L U' l' U2 l U2 L',,,U2 M' U2 M U' M2 U M2,31
R B' L F L F L D2 L B U B D' F B U F' R2 L' D,x2,F' L' D' U2 R2 B F' R,L' U l L' U2 l' U L,l' L2 U2 l L' U' L',U' L2 R' D' L' D F2 L2 U L U' R U,,M2 U' M2 U' M U2 M',43
D' F2 D B' F' D L2 R' B' F' U L' F2 B2 D U L' F2 R F2 B2 R' U' D2 L2,x2,D F' U2 R' B2 U L' D' F,L' U2 L U L' U L2,U' l2 L' U' l2 L2 U L',U' L' F U2 F' B' U' F U B U2 F' L,,U M U2 M' U M' U2 M' U M2 U,48
B2 U' R B' L2 F2 R2 F L D B F' R2 B D' F2 L2 B' R' U' B' R L' F B',x2,F U' F2 L' D2 F R' D2 B,U' l2 L2 U' l2 U L,U2 l U2 l',U B' U2 B' D' F R2 F' D B2 U2 U',,U' M' U2 M U' M U2 M U M2 U,43
U2 R2 F2 R2 B D2 R' U' D R F2 R' B2 L2 U2 R D2 F2 R2 L',x2,F R U' F R B' D2 U2 R,l U2 l U' L U l2,U2 l2 L2 U l2 L' U L',U' F R B' U' B2 U B R' F' U,,M U2 M U M' U2 M' U',43
D F' L' B L U' B2 D2 F D' L' D' F' R' B F' R' F' D2 R' U R2 D B' D',x2,R F' D' B2 R' D2 R2 D R B,l2 L2 U' l2,U' l2 L' U' l2 L,U U2 F B' U' B U F' U2 B' U2 B U2,,M2 U2 M2 U2,37
F2 R2 F2 D U R' B' R B U D2 B2 R D U2 B2 F2 R' L B F' U2,x2,B D2 R D2 B R' U2 B F D2,L U L,U L U L',U2 F B' U' B U F' U2 B' U2 B,,U M U2 M' U M' U2 M' U M2 U,39
F2 L2 R2 D' B' U R2 U2 L U' B2 D F2 B' U R D F2 L' U D,x2,U' L2 D2 R' D F D2 U F',l2 L U2 L U' l2,l2 L' U' l2 L2 U L',R B2 R' U2 R' U L U' L' R,,U2 M U2 M' U M U2 M U M2,42
F D' L2 B U L2 U2 L2 B U2 F L U R B' U2 D2 F' D2 R' L' U' R L U',x2,D F R' U B D F U' R2,L U L2 U2 l2 L2 U l2,l U2 l' U L U L',U' R' U' F U F' R U F U2 F' U2,,U2 M2 U M2 U' M U2 M',44
F' R2 B2 F D F' D' F2 U' R' U' F B2 U' F' R2 D' U2 F' R2 L' D2 L2,x2,B' L' R D' R U B U' B2,L U' L U' L,L' U l2 U' l2 U' L,U' U B L2 F' D F' D' F2 L2 B' U2,,U' M2 U' M2 U2,38
R L' D' R2 U' R D L2 B' F' L2 B2 F' L2 B D2 U R' F2 D,x2,R' B' D B' U2 R2 D' U2 R B',U L U' L,U' l2 L' U2 l2 L2 U' L',U' B2 D F' L2 F D' B' U2 B' U,,M2 U2 M U2 M' U M2 U',41
F D F B L' U D F D U' L2 B U' R2 U2 B2 U' F D2 R2 F R' D2 L,x2,B R' D2 U2 R' D' B' R2 D',U2 L U' L' U' L,L' U l2 U' l2 U' L,B' U2 B' D' F R2 F' D B2 U2 U,,M U2 M U2 M2,38
L2 F' L' B L2 R F D F' U' F' D U B' F' U B F L2 F2 L B2,x2,B2 D2 U L D2 L' U' F L B,l2 L2 U' L' U2 l2,U l U2 L' U2 L U2 l',U B' R B2 L' D' L' D L2 B2 R' B,,U2 M U2 M U M2 U',43
F' D' L2 B' D L' U2 B2 L U' R2 F' D F2 U L' R' B D2 B' L' U' B' U2 D',x2,L2 U L R' U' B2 F' R2,U' l L U2 l' U' L,L U l2 L2 U' l2 L,U B2 D F' L2 F D' B' U2 B' U2,,U2 M' U2 M' U M U2 M U,42
R2 D' U' B U2 D2 B' R L2 B' U' R D U F' D' R2 L2 U F2 B' R',x2,R2 D L F' U R' F R' B',l2 U L U2 l2 L2 U' L,L U l' U2 l U2 L',F R2 F L2 F' R2 F L2 F2 U U',,U2 M2 U M' U2 M' U2 M2 U M2,45
F' L' F2 D2 L U L R2 F' U' B' L2 U L2 F' R' F R F2 U L U2 R' U B2,x2,U2 F' U L' R U2 B' L' F R',L U' L U L' U' L,L U L' U L U L',U' L' R' U L U' L F2 L' U' F2 U R,,M2 U M' U2 M U M2,44
D2 B' R2 D2 F2 U' F2 B D F B2 D' B' U' D' F2 D R L' D' R' D',x2,L B' U R F' D B2 D2,l2 L' U' l2 L2 U' L,U2 l U2 L' U2 L U2 l',U' L' R' U L U' L F2 L' U' F2 U R,,M2 U' M2 U M' U2 M U2,44
B2 F R2 U' R D' F R B L' U' L2 F2 B' L2 D R F2 D U',x2,R2 B2 L B' F' R' B' D' F,l' U2 l' U' l2,U l2 U2 L' U' L U' l2,U L' R' U L U' L F2 L' U' F2 U R,,U2 M U2 M U M2 U',42
F2 L' D2 B F2 R D' U2 B2 R' U' R U R' D2 U2 B R2 U' L R B2 R B2,x2,L U2 B' D L' D2 U R,l' U2 l U' l2 L2 U' l2,U' l2 U2 L' U' L U' l2,U U' R' U' F U F' R U F U2 F',,U2 M' U2 M' U' M2 U,43
U F' B R B2 L' R D2 R' D' R L B2 D' L2 B F U' F D U' L U' F B,x2,B' L' U' F2 R D2 B' L' D',U2 l' U2 l,L U l2 L2 U' l2 L,R2 B2 L D' L D' R2 F2 L U2 L,,U2 M2 U M U2 M' U2 M2 U,40
L' B2 F' R F U2 D F L U D F' L' F' L B2 F2 D U B,x2,D R' F2 L F' L B' R' F',L' U2 l2 U' l2 U L,l2 U L' U L U2 l2,U' B' R B2 L' D' L' D L2 B2 R' B U',,U2 M2 U M' U2 M U2 M2 U,45
D' B2 R2 L B2 L' R D' F B' L' B U2 R2 L D L U' R' B' L2 U2,x2,R' U' L' U2 L2 R' D2 B,l2 U2 L' U l2,U l2 L' U' l2 L,U F R2 F L2 F' R2 F L2 F2 U U2,,U M U2 M U M2 U' M' U2 M U',42
R B2 D2 F' L' F2 L2 R2 U L2 B' D' B2 L' D F L R2 F' R' L B D2,x2,B D' R B2 R B L' U2 F,U L' U' L2 U L2 U' L,U l2 L' U' l2 L2 U L',U2 U2 R' U2 L2 D R2 D L2 U2 R' U2,,M U2 M' U' M2 U' M U2 M U2,47
B' D' L2 B' R2 B' R' D' R2 L2 D L2 U L2 R2 U' R' U2 B2 D2 L2 B,x2,F2 L2 F2 L' B' D' F2 U B' R',U L U2 L' U L2,U L2 U2 L' U' L U' L2,,,U M U2 M' U' M U2 M',32
L D F2 L' U F L B' L2 U2 D' R2 B' F R' U' R2 D R U2 F2 R2 U F B2,x2,U2 B D' L2 B' L' D2 F' R2,L2 U2 L U' L,U2 l2 L' U' l2 L,L' B L F' L' B' L F U U2,,M' U2 M U M' U2 M' U M2 U2,40
R B L2 D' R B' L U2 B F' L2 F B2 D2 U2 R' B2 D2 L' B2 R' F2 D2,x2,B F D2 L B' U' F D2 U' B',l2 L U l2 L U L2,L U' l' U2 l U L',U L' R2 D' R D R2 B2 U R' U' L U',,M2 U M' U2 M U M U2 M U2,47
F' D U2 R U B L' U2 B L B L' U' L' F' B R U2 F B' D' L2,x2,D B U' F' D L' B2 D2 B,L2 U2 l' U2 l U L2,U L2 U2 L' U' L U' L2,R U' L' U R' U' L,,M U2 M' U M' U2 M' U M U2 M,42
B' U' R U2 L U2 B U L D2 B D' L' D2 U2 B F2 U' L2 U,x2,B U' L R' D L U R' B F2,U2 L U L' U' L2 U L2,L U l' U2 l U' L',U2 U' R' U' F U F' R U F U2 F' U,,M' U2 M U2 M2 U' M2 U,46
R L' U F' U F2 U R2 L' B2 R' F' B2 L U2 B2 F' U2 R2 D F L U',x2,B2 R' D B' L2 F2 L U' F,U2 l2 U' l2 L U' L2,U2 l2 L' U' l2 L2 U' L',U' F R B' U' B2 U B R' F' U',,U M2 U' M' U2 M U2 M2,43
R2 B R L' U2 B' F2 R U' R2 D2 L2 R' F2 B U R' F2 D' F2 B' L2 F R2,x2,F L B' R' D R2 U' F D,L' U L U' L2 U' L,L2 U2 L' U' L U' L2,U2 R U R' U L F2 L' U',,U' M U2 M' U' M' U2 M' U' M2 U',43
L2 R' D U' F R2 U D2 F' L R2 U2 D B D L' F2 B' U' L F,x2,L' B2 L2 F' U' F' D B R,U2 L2 U l2 L' U l2,U l2 L' U l2 L,U R2 B2 L D' L D' R2 F2 L U2 L,,U M U2 M' U' M U2 M',42
U2 F' B2 D B' R2 F R2 F2 D2 R L2 U B2 U' B L' B' L F2 L' B2 D U R',x2,U' B D2 R F L D2 F2,l2 L' U L' U' l2,U' L U' l' U2 l U2 L',U U2 F B' U' B U F' U2 B' U2 B U',,U' M' U M2 U2 M2 U M U,44
L' R' B L2 R' D R2 F U L' R2 U2 F B2 R D B2 F2 D' L',x2,L D U F U L2 D2 F D,l2 U2 l2,L U2 l' U2 l U L',U L' B' L F' L' B L F U2,,M2 U' M' U2 M U M' U2 M',38
B L2 D2 B' L F D2 F2 U' L' F2 R' B U L2 F' L F U D F B' U,x2,D2 L B2 U2 L' F D' R' B' D,U2 L' U' l2 L' U' l2 L',U2 L U L',U L' B' L F' L' B L F U,,U2 M U2 M U' M U2 M U',41
R' D' L2 B' U2 L2 B F2 L U2 R B' F2 L' R' D R D2 B2 R' F' L F2 B,x2,R2 F' L U2 R B R2 D' R',l2 L2 U l2 L' U' L2,l U2 L' U2 L U2 l',U2 R U R' U L F2 L' U' U,,U' M' U2 M U M' U2 M,41
F B' U' D B' F D' U' B2 L2 F2 B' R' D2 U L' F' D2 F2 B,x2,U F' D2 U2 R' U B R2 F,U2 L2 U L2,U l2 L' U l2 L2 U L',U2 U B' U B2 D F' L2 F D' B2 U' B U,,M' U2 M U M U2 M' U',43
U' F2 L2 B2 R2 L2 D' L D' F' U' F2 D' B2 F2 D' R U F' B' U' D F2 U,x2,L U B' F2 R2 D2 R F' R',U' L2 U L' U2 L2 U' L,U L U' l' U2 l U2 L',U R' F2 L F2 L D' L' D L' R U',,U2 M2 U M' U2 M' U',44
D2 R' L' F D2 U2 L D R2 F' R U F D B' R B' L U' R2 D2 F L2 F' U2,x2,B D R' D2 F' L B' D2 F,L' U' L U L2 U' L,l U2 l' U' L U L',U' U' R' U' F U F' R U F U2 F' U,,M U2 M' U M U2 M' U',44
B' L' U2 F' D B2 U F' R U D' F R' D2 F D' F D R' U' D' F D' L,x2,F' U L B2 D' L2 F D' B F2,L2 U L' U L2 U' L,L U' l2 L2 U l2 L,U R' F2 U F2 U' F2 U' F2 R U' U2,,M' U2 M' U M2 U M' U2 M U2,46
R B F L2 D R' F2 R2 D2 L F D2 B2 R U2 L U R' U' B F U2 B,x2,B2 F2 D R2 U' B' R' F D,U2 L2 U' L' U L2,l2 U2 L' U' L U' l2,U2 B' U2 B' D' F R2 F' D B2 U2 U2,,U' M U2 M U M2 U2,41
L R2 B2 L' R2 B2 L' R2 D' B2 L2 R D' B' U2 F2 L2 B' L' U L' D' R' D F',x2,D' L' F L U' L2 F2 D F,L2 U' l2 U' l2 U L,U2 L U' L' U' L U L',U2 R' U' B L2 D F' D' F L2 B' U2 R,,U2 M U2 M' U M' U2 M' U' M2 U2,48
U B' R L' F2 D R2 B' D2 U' F' D2 R2 B L2 D F L2 B' R2 L F' B' D',x2,B2 U2 L D R2 B' D2 F R' D,L2 U l2 L' U' l2,U2 l2 L' U' l2 L2 U' L',U L' R' U L U' L F2 L' U' F2 U R U2,,U2 M2 U' M' U2 M U M2,46
B F' D' F2 R B' U2 L R B D2 L' U2 R' U' D' R D2 B L' U2 F2 L2,x2,L2 B2 F L F' U R D B,L' U' l2 L2 U' l2 L',U L' U l2 U' l2 U' L,U' U B' U B2 D F' L2 F D' B2 U' B,,M2 U2 M' U2 M U' M U2 M U',47
R' L' D2 F' U' R2 D B2 R' F B2 L2 B F L D' B' F R2 B' U' D',x2,L R D' L F2 D' B2 F',l2 L' U' L U L U l2,L U' L' U2 L U L',U F R' F D2 B' L B D2 F2 R U2,,M2 U M2 U' M' U2 M U2,43
R L' F' D' L' B' F2 L F L' F' B2 D U B' R2 D R' D R,x2,F' L' R2 B R' U' R' D' B' F2,U2 l2 L U2 l2 U L,l2 L' U' l2 L,U U B' U B2 D F' L2 F D' B2 U' B U',,M U2 M' U' M' U2 M' U' M2 U2,46
R B' F' L2 B' U' F U D' L B2 L R' D' R2 U' B2 D2 U2 R',x2,L2 B2 L' D R2 B' U2 B R2,L U l U2 l U' l2,L U' L',U' R U R' U R2 F2 R' U2 R F2 R2 U,,U2 M' U2 M' U M2 U M' U2 M,42
B D B2 F U' F2 R2 D' R2 U F2 D' B R' U' D2 B L' F2 B' D2 U2 L2,x2,U' L F' D2 L U' B' F,U l2 U l2 U' L U2 L,L U' l' U2 l U L',U' B U2 B D F' L2 F D' B2,,U M' U2 M' U' M U2 M,41
D R' U2 R' L' D R2 F2 U' F2 U2 D2 L F2 R' U' B R' L2 D2,x2,U2 F2 D' R F' D2 R D2 L2 F,L2 U L2,L U2 L' U2 L U L',D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U',,U2 M' U2 M' U' M2 U,40
U' F' U' R U2 B2 D F B' R2 D2 L' U F2 R2 D U' L2 D2 F' L' D' F',x2,R2 U' R2 D' U R B' R2 F,L U l2 U l2 U2 L U L2,U2 L U l' U2 l U' L',U' L' R2 D' R D R2 B2 U R' U' L U,,M2 U M' U2 M2 U2 M U',47
R' D2 F2 U' D R2 B' D2 U L2 B' U2 L' U R2 L' B' L D2 B2 L,x2,L2 F' L2 R D B U R D',U' L U L,L2 U2 L' U' L U' L2,U2 R U R' U L F2 L' U' U2,,U2 M' U2 M' U M' U2 M' U,39
F2 D R2 D B D2 U' L2 D' R2 B' F' D' R2 B D U2 R2 F2 B' D' R',x2,R B D R2 F' D' U' B' D',U L U' L U L,U' l2 L' U' l2 L2 U L',F U2 F' U2 B' R2 F' R2 B U',,U' M U2 M U' M' U2 M' U' M2 U' M2,45
L2 F R F' D2 L' D' R2 D' U2 R L U B2 F2 L' R2 U' L' D F,x2,B' F2 R2 F' R' F D2 U' R,U' l2 U2 l2 U' L2,U l2 L' U l2 L,U2 U' R' U' F U F' R U F U2 F',,M' U2 M U' M2 U' M U2 M U2,43
U R' B2 R L2 B L2 D2 U B2 R B U' D R2 L2 D F2 B' U' B2 L D L U,x2,D L' B' D' L' R2 B L F2,L' U l2 L2 U' l2 L',L U' L' U2 L U L',U2 U B' U B2 D F' L2 F D' B2 U' B U2,,U' M' U2 M' U M U2 M,45
B' D F' U' L2 R2 D' U2 F2 R' L' D2 L' R D' F2 U' D2 B' R F2 U2,x2,D' B' L2 R' D B2 L2 D,L U' l2 L2 U l2,l2 L2 U l2 L' U' L',U' L F2 L' U' R U' R',,M' U2 M' U M2 U,35
R U2 B U' D' B D B R2 U L' B2 F' U2 R' U2 D' R D U2 B2 U,x2,D B L R2 D' F R B2 D',l2 U2 L' U' l2,U l2 L' U l2 L,U2 F R' U2 R F' R' F U2 F' R U2 U2,,U M U2 M U M U2 M' U' M2 U',44
L2 F' U2 F R' D' U B' U R2 L' B2 F U2 B2 L F' L' U2 F' L U',x2,R U B2 F U F' D' R' B,L2 U L U2 L2 U' L,U l2 U2 L' U' L U' l2,U F' L U2 L' F L F' U2 F L' U,,M2 U' M2 U M' U2 M U2,44
B2 R' F2 L D U' B U R2 D U2 L2 R' F' R L F L U' L' R2,x2,U L2 F U2 B2 L' F' U' B2,l2 L2 U l2 L' U' L,L U' l' U2 l U2 L',U2 B' R2 D L2 D2 F' D R2 D L2 D' B U2,,U2 M' U2 M,41
