scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
U F R' F' B R' F' U' F2 R' U L' D2 B R' L D F' L' F D' F,x2,D' F L D' F,R B2 R' B2,U2 R' U2 R U' B U B',R' U2 R F' U' F,U L' U' L,L' U' L B L' B' U B L B',U' R' U L' U R U2 F R B2 R' F' B2 U L U2,53
D F' B2 U D L' R' F' U R' U' R' B2 D' B2 L' D2 L R F',x2,L' U L2 R2 B F',R U2 B' U' R' B,R' U2 F' U' F U' R,R F R F' R',B' U' L' U' L B,U2 F R U R2 U' R F' R' U R,U L' R' U2 L R F U' B U2 F' U B' U2,55
B2 U' B' D B2 L F B' L2 R2 B U' B2 F2 U2 B2 L' U R B2 R' U' B2 U2,x2,F' D' R2 D2 B D',B U' B2 U' B,R' U2 R U' B U B',D2 L U' L' D2,F U' F',F' U' F2 R U R' U' F2 U2 F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,51
L' U2 D2 F' U R F U' L' F' D2 F B L2 B' D B2 D R L' D F B,x2,F' R' D2 F2 D B,L F' L F L' U L',R' U2 F R' F' R2,U R2 U2 B' U2 B R2,D' F U' F' D,U B L F U2 F' U L' B' R' U2 R,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,58
F' U B2 R' F' D' L' D2 L2 D R F D2 R D2 F' U' F U' F' R' D2 B,x2,F2 D' L D2 B,U L U L',U' B U B',U' B' R U R' B,F U F2 D' L' D F,U' F' U B L U L' U' F B',U F2 L2 U' L2 D F2 D' F2 U F2 U,48
R' B F2 L' U' D2 L' F2 D2 U2 B2 F L D2 B D' L R' U' F R F2 U' L,x2,R U2 B2 L' D,B' R B' R' B U' B,,U2 F U F2 U2 F,L' U2 L,F R F' L F R' F' L',U L' B R' U2 L F' L R2 D2 R2 F L' R U',44
U2 B2 U2 F2 U L D2 F' B' L' R' F D' U L2 U B' R L U' B2,x2,B' R B2 F' L' D,B' U2 R' U' R2 B' R' B2,U2 B2 R B2 R',R2 D B2 D' R2,D' L' U' L D,F R U R' U' R U R' U' F',R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2,53
F R D' U R' D2 R' F2 B2 R' F2 R2 D' F' U R2 L2 U D' F' L' B,x2,D' R' B' L2 D' L,B' U2 R' U2 R U2 B,B2 L U L' U' B2,U R F R F' R',D' L F U2 F' U L' D,U' F B' U' R' U R B U F',U' F2 U' L R' F2 L' R U' F2 U2 U2,55
U' R U2 B D2 L R F D2 F L' U D' F2 D U2 R2 L' F' B' R,x2,B' D L' B D R,B2 U' R' U R B2,F R2 F' R2,R U2 B' U B R',D' L U' L' D,F U' B' U F' U' B,U2 L' B R' U2 L F' L R2 D2 R2 F L' R U',49
D' L F U F' U F L U2 L D2 F2 D' L2 U B L2 F' L2 F2 U' D' F U2 L2,x2,L F' R2 D' B',B' U' B,U' R' U' R,B U' B2 R2 B R2,B' U' B2 L' U' L B',,U' L' U2 L F R U' R' U' F' U' L F' L' F,40
U2 B2 F2 U L2 D B D' U2 F' R' L F' L U2 D' R2 F' L' R B',x2,L' F' L B2 D',B' R U2 R' B,R' U' R U' R' U' R,U' R' U' R2 U2 R',L2 U L U' L2,U' R B R' F' R U B' U' R' F,U' R2 B2 R F R' B2 R F' R U2,50
U L' B2 U2 D' F2 U' L2 U2 R F' U2 L2 U B' F2 L F' R B' L' U2 R2,x2,F2 U' L D' F' R',U2 B' U' B,L U L' B U B',U2 B' R U2 R' B,U2 L' U' L,R B L' B L B2 R',U' F2 D' L2 U L2 F2 D R2 U' R2 U',45
F2 L U R L2 B F' D B' R2 D' L B U B' L2 U2 F D B2,x2,D2 L' U' B F' L' D,U B U2 B2 U' B,R' U R U' B U B',F' U2 B' U B F,D' L' U' L D,B L F' L F L2 B',U' U' F2 D' L2 U L2 F2 D R2 U' R2 U,51
U F' B' U F' B R D' B D2 B' F2 L F' D' L2 B F L' D' U' R2 F2 L' R',x2,U2 R B D F L' R',R' U2 R2 B' R' U' B,B U' B' R' F' U2 F R,B' R2 B R' U R',F U L2 F' L2 F',U' F U R2 D R' U' R D' R2 F',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U',60
D F D L' R' F' R' U' D' R2 U' D F B2 U' L B R2 L2 F R2 D' F',x2,D R' B' F' D B',U2 B' U' B,B2 U L U' L' B2,R U F U' F' R',L' U' L F' L F L',L' U' B' U B L,U L U' F R' F' L' F R F' U' L U2 L' U',50
L U R F' B2 U2 L' F' B2 U' D' F2 R L2 U2 F2 R2 D R2 F2 R' B' R B U',x2,B L' D L' D L',B' R' U2 R B,U2 R2 F R F' U2 R,U R F R F' R',D2 R' U R D2,U' L' U2 L F R U2 R' F' L' U2 L,L R U2 R' U' R U2 L' U R' U,52
F R B' U' L2 F' B2 U' R F' L2 F D B2 D' U' L' R F L2 U2 B' U2,x2,L F' D2 L F2 D,L U' L',U' L' B U B' L,R F U F' U' R',U2 L' U B' U B U2 L,L2 F2 R' F D F' D' R F2 L2,U2 R2 B2 R F R' B2 R F' R U2 U,51
D2 U' F2 B' L2 D2 U2 F' B' D F2 L2 R2 B U' F2 B2 L' R D F R' B' R' B',x2,B R B' F2 L' D R',B' U2 R B' R' B2,U2 R' U' R,R U2 R',F L U L' U' F',U' R' F U F2 U F2 U2 F' U R,U' R' U L' U R U2 F R B2 R' F' B2 U L U2,53
B2 D' F D2 B U' F B R L' U' D' R2 D' B2 F L2 B R D' L2 R' B2 R',x2,B' L' B' F D B',B' F' U' F U2 B,B' R2 F R2 B R2 F' R2,F' R2 D' F' D R2 F,L' B L' B' L2,U' F2 D' B L2 B' D F U2 F,U' L' B R' U2 L F' L R2 D2 R2 F L' R,56
U L R F' R2 D F2 D R2 D2 F' U' D F R2 F2 D2 F B' U B2 D2 B' R2 F2,x2,D R' B L' D L,R B' R2 U R U' B,U2 R U2 R2 U' R2 U' R',R' D' F' D R,B2 L' B' L' B' L2,U2 L' U' L B L' B' U B L B',B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,57
B' D' L B R' D' U' R2 L2 F2 U' L' F R L' B2 R' F' R' L2 U F2 B' R2 U,x2,U2 B' F2 R D F L,L U2 F U' F' U2 L',B U2 B',B2 L' R2 B2 L R2,D' F U' F' D,F R B R' F' R B' R',U2 L' B R' U2 L F' L R2 D2 R2 F L' R,50
F2 U' D' B' D' U' F U B' D' F' D' U B2 F2 U' D' B' D' B2 D L B D',x2,F D B' D2 B D',L U2 L' B' U' B,F' U F2 R2 F' R2,U2 F' U F U R U R',U F' U2 F2 U' F',U2 L F' L' U' L U F U' L',U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,57
L2 B2 R' B' U' L R B D2 R F B' R' B' R2 B' U' F' L' U',x2,D B R2 F' D L',U B' L' B' L B,U2 R U2 R2 U' R2 U' R',U2 B2 R B2 U2 R',F R' U2 R F',L' B L B' U' B' U B,U F2 L2 U' L2 D F2 D' F2 U F2,50
D' R2 B F' U' D2 F2 B' R2 D' U F2 D' R' U D2 L B F2 U2 L2 B,x2,F R' B F2 L' D' R,U' B U2 B2 U' B,U R U2 R2 U' R,R U B U2 B' U R',U L' U B' U B U2 L,U' L' U2 L2 F' L' F L' U2 L,U2 L2 U F' B L2 F B' U L2 U',55
F' L2 B2 U2 B U' B2 R B2 F D F U' D2 B' L F' D2 F' B' D,x2,R2 D F' L R' F2,B2 R2 B R' U2 R' B,B2 U B2 U' B2,U' R B' R B R' U R',L' U' L,U L' U2 L2 F' L' F L' U2 L,U U' F2 D' L2 U L2 F2 D R2 U' R2,51
R F2 L' D2 L2 R' D' F' D' B' L2 R D' R L' D2 F U' L R' F2 B' U L2,x2,R F' D F2 L' D L2,U' L U L',F' U B2 U' F U B2,U F' L F' L' F2,D' B' U' B D,R U B U' B' R',B' R B' L2 B R' B' L2 B2 U',45
U2 R U R2 F' B2 L B L' B' D' U2 L' U' B F' L B D' B' U D F L2,x2,D B2 R F R,U L2 U L' U' L2,U2 R' U2 R U' B U B',R2 B' R' B U2 R',U' L' B U2 B' L,U2 L' U' L B L' B' U B L B',U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,57
R2 B2 D B D F L2 D' U2 L' R2 D U B L U' D2 F' R D B,x2,D' L F' L,D2 F2 R' F2 R D2,U2 R2 B' R2 B,U2 R' U2 R2 U R2 U R,L' R U' R' U L,F R2 B' R' B R' F',U' F2 U' L R' F2 L' R U' F2 U2 U2,48
R' L' U' F2 B2 L2 B D' F2 R F B' U2 F U' D2 F2 L2 R2 F' R L U,x2,L' F' U2 L' B D' F2,D2 F' U F D2,U2 B U' B',B' R F R' F' R' B,U' L' U' L,U L' U' L B L' B' U B L B',L U' F R' F' L' F R F' U' L U2 L' U,52
L F' B D' B' L' F' U' R' D2 L' R B L2 R2 D2 F' R' D' B',x2,U' L2 F2 R' D,B' L' B L B,U2 B L' B L B' U B',L U2 F2 L' F2,L2 U R' U' L2 R,L F R F' L2 F U R' U' F' L,U2 R' U L' U R U2 F R B2 R' F' B2 U L,55
D2 B L2 R2 F2 D B2 R U' R2 D' L' R2 F2 U' L R2 F' D2 B' U',x2,D' F' L U' B2,L U B2 L B2 L',D2 B U2 B' D2,U F' L F' L' F2,F R U R' U2 F',U L F' L' U' L U F U' L',U2 L' U2 L F R U' R' U' F' U' L F' L' F,53
U2 R' F D' R' D' U L B2 D' F2 R2 U L2 F' L2 B2 F2 L D2,x2,F2 L2 B D' F L,B2 L U2 L' B' U2 B2,R' U2 F' U F U' R,U2 R F R F' R',B L' U' L B',B' U' B U' B' U2 B,L' R' U2 L R F U' B U2 F' U B' U2,51
B' R2 F2 R L F' R L D U2 R2 L' U' R D' L' R2 F' B2 R2 B,x2,B' F' D' L' B F' L,B' R U' R' B,R' U' R,R' D' F2 D R2 U R',U F2 U R U' R' F2,R B L' B' R' B L B',U,38
L' U2 L U2 F2 U R U' F' U2 F' U' R2 F R2 F' B2 R' F2 R L2 D2 L F,x2,D2 L' B F' L' D,U L U L',R2 F' U' F U R2,F R' F' R2 U R',F2 U F' U' F2,L' U' B' U B L,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',48
L U D2 B' D' F' L U' L B2 L2 B2 L2 F' L' B' L2 R' D R,x2,L F2 D' R F',U2 F L2 F L2 F',F R2 F' R2,U F' R' F' R F,F U R U2 R' U2 F',L' B' R B' R' B2 L,U2 L' R' U2 L R F U' B U2 F' U B' U2,49
B F R2 D' U2 L B2 D2 L' D' B2 U' R2 U2 B' U2 F2 B2 R L2 U L,x2,U L2 U2 R' B F,F D2 B' D2 F',U2 R' B' R B R,U' F2 L2 B L B' L F2,L D2 R D2 L',R' F' U' F U R,U' R' U L' U R U2 F R B2 R' F' B2 U L U',52
B F' D' U' F U L' F2 L2 R' B D' R B' R F' R D2 U2 B,x2,L2 D R' B' L' D,D2 R U' R' D2,U B F' U' B' F,U2 F' U F U' F' U' F,F R' F R F2,U' F B' U R U' R' F' U' B,U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,55
R2 U B2 U2 L2 B L D2 R' L' B' F L2 B' L F2 L B2 U D' R2 D2 L',x2,L2 R' D2 F D B L,L U' L',R' U R,F' U F U' F' U' F,U L' R U L R',U F' U' L2 D' L U L' D L2 F,U' R2 B2 R F R' B2 R F' R U2 U',49
D2 L' F' U2 L F R2 F2 R2 B' U F L2 B2 U L2 R' B2 R' L U F' L F',x2,U L' D2 B,B U2 B' L U L',R2 U' R U' R' U2 R2,R' U2 R2 U R',U2 F L F L' F',U L U2 F' L' U' L U F2 U2 F' L',U' B2 D F2 D R2 F D B' D2 F D' B' U',54
F' U' R2 D2 R' U' B2 U' L2 R' U F D' B' F D B2 F' U' F2 L' R B2,x2,D2 B2 F2 D' B2,U' B' U' L' B' L B,R' F R' F' R2,U2 B' R U R' B,F U2 F D R2 D' F2,U B L F U2 F' U L' B' R' U2 R,U' L' R' U2 L R F U' B U2 F' U B',55
D' U' L' F2 D F2 B2 U B2 R2 L2 B2 F D R' L2 B' F' D' R B U' R' F2,x2,B2 D2 L' B' R D,B' R' U' R U' B,L' U L B U B',F' U2 L' U' L U' F,L2 B L B2 U B U2 L,U2 R B R' F' R U B' U' R' F,U B2 R U' L U2 R' U L' R2 B2 R2 U B2,58
D L2 D' U B' D U2 R U' B F' R F2 L2 U R2 B R2 F2 D',x2,R' B' U' L2 R2,B' U' R B' R' B2,R' F' U2 F R,F' U' F,U2 F U F',F R2 B' R' B R' F',B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U,45
F2 B' D R2 U2 L' U F U D' B' R' D' U2 R' B U2 R' L2 B,x2,R' B' R D' L D',U2 B' U' B,R2 D' R U' R' D R2,U' R U R',U2 F2 D R2 D' F2,B L F L' B' L F' L',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,51
B' D' U2 F' B' D' L F2 R2 B F2 L U' D F' R U' B2 L' B D2 R F2 U2 D2,x2,F' R' D L F' D2,B2 R' U' R U B2,L2 D' B D L2,D2 B' U B D2,B' R2 F2 R F2 R B,B' U2 B U B' U B,B' R B' L2 B R' B' L2 B2 U,46
R2 L F L U2 F L R D F2 R D F2 D F2 L U D2 B2 U2,x2,U R F2 D F L,U B' U' R' U2 R U2 B,B U2 B',R B' U2 R B R2,U2 L' U' L,U' B' R B R' U2 B2 L' B' L B',F2 U' L R' F2 L' R U' F2 U2 U',49
U' L D2 R L' U' D' F L2 D U2 B' F2 U' R2 D F' L2 B2 F' D2 B2 F',x2,L' U L2 D2 B L',B' L' B' U L B,R' U R B U B',B U B' L F2 L' F2,U F2 U R U' R' F2,U B' U' B U F' B L' B' L F,U2 L' R' U2 L R F U' B U2 F' U B' U,57
D' U L' D' L' D R D R2 L' F2 R' L2 B D' U2 R' D2 U2 B' U',x2,R2 F2 U B2,F' L2 F L2,B U B' U R' U' R,F U' F2 U' F,D2 L' R' U' L R D2,L' B2 R B R' B L,U2 L' R' U2 L R F U' B U2 F' U B',47
L2 R' U R2 F D2 L2 B L U' L' R2 U' F2 B' R U D F' U R' L B2,x2,F' D R' B' F D2,B' R B' R' B2,B U' B2 R B R',R2 U B' U' B R2,B2 L2 B2 L2,U L U2 F' L' U' L U F2 U2 F' L',U2 R2 B2 R F R' B2 R F' R U2 U',51
U' D' R F2 L2 F' R2 B2 U2 L D' B D' L' B2 F R2 D2 U' F2 D R' F2 R2 L,x2,F U L2 D2 L' F' D,B' U' L' U' L B,U' B U B',U F' L F' L' F2,U L' B' U' B2 L' B' L2,R' F R F' U' F' U F,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U,54
D2 U2 F2 U' D' R' B' F' R' L' D2 B2 D' R L' F U' L R' D2 F,x2,R' B' D F' R' F,D2 L U' L' D2,R' U R B U B',R' B' R2 B R,L' U L,R B' R' F R B R' F',L U' F R' F' L' F R F' U' L U2 L' U,47
D B F2 R B' L2 B2 D' L2 U2 B D B U' F2 R2 D' L2 U' F B2 U R B2 D',x2,F2 D' U' B2 F2 R,B' R B' R' B2,U2 L' B' U' B2 U B' L,B U2 B' R U R',B L2 B' L U' L,B L F' L F L2 B',U' R' U L' U R U2 F R B2 R' F' B2 U L U2,54
R2 B F U2 B2 U B' R B' U' F' L' F R2 L B' L2 U L F B2 U2 L',x2,R2 D' L2 D2 L' F' D,B U2 B' L U L',U' R' U' F R' F' R2,U2 R U R',U' F L F' L' F',F' B' L' D2 F2 U2 F2 D2 B2 L F B,L' B R' U2 L F' L R2 D2 R2 F L' R U',56
F2 B2 D' U2 F2 R' U' L D' F2 D2 R U' F2 U' F R L' U D' F B' U R' U,x2,L' B L' D R' B,R2 B' R2 U2 B,U R' F R' F' R U' R,U2 F U2 F2 U' F,B' D2 R2 F R2 D2 B,U' L D2 R2 F R2 D2 L2 B L,L2 U F' B L2 F B' U L2 U',52
B R L2 F2 L B' D2 B L' R' F2 L B' U2 L R B L2 D2 F' D' R2 D B2 L,x2,R2 B' L2 R F',U2 B' R' U2 R U' B,U2 R2 F R F' U2 R,B' F' U B U F,F2 U F' U' F2,U2 F' U' F2 R U R' U' F2 U2 F,U L2 U F' B L2 F B' U L2 U',52
D F' D' F' U2 L' B2 D2 B L D2 L2 D' R L U' F2 B L2 F R U2 D',x2,U2 B' R U F2 L',D2 B' U B D2,R' B' R' B U' R,R U2 B' R B R2,F R' U R F',U F' L' U' L2 U F U' F' L' F,U L2 U F' B L2 F B' U L2 U' U',51
F R' D2 F U' F2 R2 U' R' U R2 L B' L R2 B2 L2 U2 D2 F L2 U' D' L2 F2,x2,U2 B' L2 U R2,U' B2 L' B2 L,U' R2 U2 B' R' B U2 R2,R' U' R2 F R2 F' R',U' B L2 B' L2,U F R U R' U' R U R' U' F',U L U' F R' F' L' F R F' U' L U2 L',55
F L' D' R D2 B U R2 D L2 U2 F' B L2 U' F2 R U' L' R' B F',x2,F2 D F' L B F2 D2,L B L B' L',R' B' U B R,L F2 L' F2,F2 U R U' R' F2,U' F2 R2 B' R2 F' R B2 U2 B' R' F',U' R2 B2 R F R' B2 R F' R U2,50
D2 U F R2 F2 B' R' L U2 B D U' R2 D2 R' F L' U' R2 L B2 F U' D,x2,B2 U' L R B' F' R',L B L U' B' L',U2 F R2 F' R2,U F' R' F' R F,U' F R' F R F' U F',U' L' U2 L F R U2 R' F' L' U2 L,U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U,59
R B' D' L B2 L2 B2 D F2 D R2 D U' B2 F2 R' B D F R2 B2 U',x2,L2 D B2 R B L',R' B2 R' B2 R,R' U2 R,F' L F' L' F2,R' F2 R F' U F',F' B' L' D2 F2 U2 F2 D2 B2 L F B,L' B R' U2 L F' L R2 D2 R2 F L' R,50
D F' B' L2 B F2 L D R' B' L' B' R' D F B U B2 R' U2 D' R' U D2 L',x2,L B2 D F' D B,B2 U' L' D L' D' L2,B U L U2 L' U2 B',U' F U' F2 U' F,B L' U' L B',U2 R' U' F' U F' L F L' F R,U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2,57
U' B2 U R U2 L' F' R2 L D' R' F2 R2 F R2 U L2 R2 U2 L' U',x2,F' L B' R2 D R',B' F' U F U B,U B2 R B2 R',U R U R',F L2 F L2 U' F',L F' U' F2 U' F2 U2 F U' L',U2 L' U2 L F R U' R' U' F' U' L F' L' F U2,53
F' L D' R L' U2 L2 F2 R U R' F2 D' U F2 R F' L' D' R' B D2 R' F' U2,x2,B2 F2 L' B D B2,U B' U' R' U2 R U2 B,B2 U B2 U' B2,U' F D2 B D2 F',B L2 B' L2,U L' U2 L F R2 B' R' B U2 R' F',U' B2 D' F2 D' L2 F' D' B D2 F' D B U,55
F' U' F' L' B L' B2 D' F U' R2 B' U' L2 F L2 D2 F' D2 F2 R2 F' R F,x2,B' L2 F' D' R2,D2 R U' R' D2,B L U2 L' U B',B' F2 R2 B F2 R2,U2 F2 D R2 D' F2,U2 L F' L' U' L U F U' L',U F' L F L' R' F L R' F L' F' R2,51
U2 L' R U D R' F B' U' F2 L2 F2 R' F L2 U' D B2 D L R F D,x2,B' F2 D2 L' F' R',U' B' U' B,R' U2 F' U' F U' R,U' L2 F2 L2 F2,U2 L' U B' U2 B L,F R U' B U B' U R' U' F',U2 R' U L' U R U2 F R B2 R' F' B2 U L U2,55
B L2 U' D2 L' U D' B2 D2 R2 B R' F R2 U' D2 L2 U2 D' B,x2,D' F R' D' L R2,F R B' R' F' U B,R' U' F' U F U' R,U' R U F R F' R',D2 L2 B2 L2 B2 D2,R B L' B L B2 R',U2 L U' F R' F' L' F R F' U' L U2 L' U,55
D R U2 R2 B L2 F' B2 L2 U' R2 L2 B' U' F' B' L' D' B L U2,x2,L D B' R,L U2 L' U' L U L',B' U B2 U B',U2 B' R2 B R2,L' U' L F' L F L',U2 L' U' L B L' B' U B L B',U R2 B2 R F R' B2 R F' R U2 U',51
R2 U' B2 D2 U B' D' F' R' F' L R2 F U' D L D U2 R D' L R,x2,F' D B L D,B' U B,F' U B2 U' F U B2,U F D R D' F',F L U2 L' F',U' F' U2 R' U' R2 B' R' B2 U' F B',U' F2 D' L2 U L2 F2 D R2 U' R2,49
D2 R F' D2 B D' R2 L D2 U B' L U' D B' D2 L2 B2 U' D F2 L2 D2,x2,R D' L' R B D2,D' R B2 R' B2 D,U' L' R' U' L U2 R,R' U2 R2 U R',U L' B' U' B2 L' B' L2,U' B L F U2 F' U L' B' R' U2 R,U' L R U2 R' U' R U2 L' U R',55
L R' F2 L2 U L2 U2 D2 R U2 F B D B' F' U2 L D2 B R' U D' B R' F2,x2,F' R' U F2 L B2,L F U F2 L F L2,U2 B U B',F' U F R B U2 B' R',F L U2 L' U' F',B' U' R' U R B,U F2 U' L R' F2 L' R U' F2 U2 U',49
B2 F2 D' U' R2 F L F B2 L' R2 F' B2 U2 F' B R' B2 F' D U2 F L2 F2 U',x2,B2 L' R' D R',B' U R' U' R U' B,R' B2 R2 B2 R,F U B' F2 U B F,B L' B2 U' B L,U2 L' U2 L2 F' L' F L' U2 L,F2 U' L R' F2 L' R U' F2 U2 U2,51
U L' F R' U' B U2 B U' D2 F2 L D2 R' F2 R2 L' F' D2 B' L2,x2,B F R B' D',U2 F L U L' F',B U' B',R2 B' R' B U2 R',U F2 R' F' R U2 F',L F R F' L2 F U R' U' F' L,B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,52
F2 L U F2 U2 D2 B R F2 D2 F' D F D R2 D2 B D' B U2 F R B R B2,x2,F' L B' D' L' D2,R B2 R' B U' B,U2 B2 D B' U B D' B2,D2 B' R U' R' B D2,D' L U L' D,U2 F2 B' R F' R B U2 B' R F' B,U',45
R2 F' D2 B' L D' U R' B2 D2 U2 L R U D' F' U' R2 F2 D2 F' U D F2 B,x2,B L' D' B2 D2 B',B' U' R' U' R2 B' R' B2,R' F U2 F' R,R2 U R' U' R2,L2 U' L' U L2,R' F U F2 U F2 U2 F' U R,U B' R B' L2 B R' B' L2 B2 U2,50
B R U B F2 L D R2 L2 B D L U' L' D2 R D R' L' F2 R2 U L2,x2,B' L' B' F R D',U2 L U' L',L' B2 U' B' U B2 L,U F' U2 F,U L' U2 L,U' R' F U F2 U F2 U2 F' U R,U L' B R' U2 L F' L R2 D2 R2 F L' R,50
U L' R F D' B' L' U2 F B2 L2 D F' B2 L D2 U' R2 D2 F2 D F,x2,L2 D' B' F2 L' R' D,B' U2 R U2 R' B,B2 U B' U' B2,U F' L F' L' F2,F' U2 F2 U' F',U B' R B R' U2 B2 L' B' L B',U' L U' F R' F' L' F R F' U' L U2 L',54
F L2 D' B' L2 F B2 D F2 U' B F' L' R D R' D B' L' F D' L D2 U F,x2,L F R' F U B2,F2 D2 B D2 F2,U R2 U2 B' R' B U2 R2,B' F' U B U F,,B L F L' B' L F' L',U' F2 U' L R' F2 L' R U' F2 U2 U,45
F' R' L D2 F' B' D2 U L D2 R2 D' L' B' L' B F2 L2 F L,x2,B2 L' U' R2 F' L,U F L U L' F',B2 U L U' L' B2,U' R F R' F' R',U2 L D F D' L',U F L' U2 L U2 L F2 L' F,U' F2 L2 U' L2 D F2 D' F2 U F2 U',52
D' B' D L F' U2 B2 D2 B2 U' F' L2 U2 B2 F U2 L' B2 U2 F,x2,D2 L D' B R F',R B2 R' B2,U' R2 U2 R U R' U R2,B U' B' R U2 R',U2 R' F2 R F2,B U B' U' B' R B R',U2 F2 U' L R' F2 L' R U' F2 U2 U',49
B2 F' U F R' B R B2 U F2 D' F' R' B L2 F B2 R2 U' D R2 B' U,x2,L B2 U' F R',L U2 F U' F' U2 L',B2 U2 B U2 B2,B2 R B2 U2 R',B' F U B U' F',U2 F2 B' R F' R B U2 B' R F' B,U2 B2 D F2 D R2 F D B' D2 F D' B' U' U2,55
B' R' B2 R' U D' R2 U2 R B' L2 U' R' F B U' F' R2 U2 R2 U F2 L2 R U,x2,D2 U' B2 L U' F2,U2 L U' F U2 F' L',F R2 F' R U' R,F U F2 L U' F L',U2 B' F2 U' B U F2,L' B L B' U' B' U B,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,57
R' L' D L2 D2 B2 L2 R' U' R' D2 R U' R2 U2 R' U' F' L D U2 L2 U' R,x2,L2 B' R' D' R2 F,U2 L U L',R2 F R F' U2 R,U F U F2 U2 F,D' B' U B D,L' U' L B L' B' U B L B',U2 R' U L' U R U2 F R B2 R' F' B2 U L U2,53
R2 F2 U2 B R2 D U B' D R2 D2 L2 R2 B' D L U F' U B2 U R',x2,R' F2 D U' F' L,L2 F2 L' F U2 F L',B2 U B' U' B2,U2 R2 B' R' B U2 R',U2 B L2 B' L2,F' U B L U L' U' F B',,39
F2 L R2 F R' L2 U2 R L2 D2 R2 U' B2 D L B' R2 F2 D' U R,x2,F R' B2 D B D B',B2 U' B U' B' U2 B2,U2 B' U2 B2 U' B',B' R2 B R2,L' U F' L F L,F R U R2 U' R F' R' U R,L U' F R' F' L' F R F' U' L U2 L' U,54
B R' B2 L2 B2 U2 L2 F2 D R L2 F2 B D' B2 R B L R2 U,x2,F2 D2 F' R' D L,U L U' L',F D' F' U F D F',R F R2 U' F' R',D2 R' U' R D2,U2 F U R2 D R' U' R D' R2 F',U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,54
U R B' L B' L' D' L U D B' U B' R2 B F U' B2 D2 F2 L' U' B2 R2,x2,F' L D2 F D,F' L U L' F,D' R' U R D,F' U' F U2 R U2 R',F U2 F',F U R U' R' U R U' R' F',U R' U L' U R U2 F R B2 R' F' B2 U L U',51
R2 F B L B F' L D R' F2 L' B U R2 U' D2 F' R' L' U',x2,U2 F L' B2 U' F2,B U2 B2 U' B,R U2 R' B U' B',R U F U2 F' R',U' L' B' U' B2 L' B' L2,U' F R U' B U B' U R' U' F',R' U L' U R U2 F R B2 R' F' B2 U L,56
L2 B L2 B L2 B' U' R' B' R F' U B D' U L2 U' B D' U' B,x2,D F U B L' D2,B' R' U2 R U' B,B' R B R',U R U2 B U B' U R',F2 U R U' R' F2,U2 B' R B2 R' U2 R' U2 R B',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U',55
L D' L2 R D R L2 B' L2 B' F R2 L D2 U R2 L2 F2 R F' U' D',x2,B U' L2 F2 D2,L' U2 L2 U L',L' U' L R' U' R,U2 L2 F2 L' F2 L',F U' R U2 R' F',U F R U' B U B' U R' U' F',U' L U' F R' F' L' F R F' U' L U2 L',53
D' U2 F B2 U R' B2 U' R F' D L2 D U' R2 F2 B U D2 L',x2,F2 L' R' D L,B' L' B L B,R2 F' U' F U R2,U2 F' R B' R' B F,F U' R U2 R' F',R' F' L F' L' F2 R,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,52
R' D B F' L' U2 B2 L B D R' D U2 R' F' D F' B' R2 F D L F,x2,B D' L2 R F',B' D' R' U R D U' B,U R' U2 F R' F' R2,F2 U2 L U2 L' F2,F U' F2 D' L' D F,U F2 D' B L B' D F L' U' L F,U2 L' U2 L F R U' R' U' F' U' L F' L' F,60
B L B' U R2 F D' L F U R U B L2 D' U2 L U R' D L' R' U2 R F,x2,B U2 L' R2 U' F2,U2 B' U R' U2 R B,L' U2 B2 L B2,F2 U2 F R2 B' R' B R' F,U L U L2 U2 L,U' L F' L' U' L U F U' L',R2 B2 R F R' B2 R F' R U2 U,54
D B F' R' U' B2 F L' D' R2 F B U' R2 F' L R2 F B' U L B R' L2 U,x2,F' D' R B2 F,U L R' U' L' R,R2 U' R2 U' R2 U2 R2,U2 F' U' F,R' D' U F' D R,U F R U R2 U' R F' R' U R,U' L' R' U2 L R F U' B U2 F' U B',52
