scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
F2 B' D R2 U2 L' U F U D' B' R' D' U2 R' B U2 R' L2 B,x2,R U2 R2 B' U B2 D2 U B,U2 L2 U2 L,U2 l2 L2 U l2 L' U L',U' L U' F D' F U' F' D F' U L',,M' U2 M U M' U2 M U',41
B' D' U2 F' B' D' L F2 R2 B F2 L U' D F' R U' B2 L' B D2 R F2 U2 D2,x2,F' D L R' B' F' U B' D2,U L' U2 L' U' L,U' L U l' U2 l U' L',U L' F U2 F' B' U' F U B U2 F' L U,,M2 U M2 U2 M2 U M2,44
R2 L F L U2 F L R D F2 R D F2 D F2 L U D2 B2 U2,x2,L R' D2 B' U R' U B F2,l2 U l2 U2 L,l2 U2 L' U' L U' l2,U R2 D' L F2 L' D R U2 R,,U' M U M2 U2 M2 U M' U,40
U' L D2 R L' U' D' F L2 D U2 B' F2 U' R2 D F' L2 B2 F' D2 B2 F',x2,D F U2 R2 F U2 B' R' D',L' U' L U L' U L2,U' L2 U2 L' U' L U' L2,B2 D F' L2 F D' B' U2 B' U',,U M' U2 M' U2 M2 U',41
D' U L' D' L' D R D R2 L' F2 R' L2 B D' U2 R' D2 U2 B' U',x2,U2 R2 U2 B F2 R2 B',U2 l' U2 l,U l2 L' U l2 L2 U L',U2 B2 D F' L2 F D' B' U2 B',,M2 U M' U2 M' U,35
L2 R' U R2 F D2 L2 B L U' L' R2 U' F2 B' R U D F' U R' L B2,x2,R B' L' F R D' R B R,l2 U L' U L U l2 U2 L,U l2 L' U' l2 L,U2 L' R2 D' R D R2 B2 U R' U' L U,,M2 U' M' U2 M U M' U2 M',46
U' D' R F2 L2 F' R2 B2 U2 L D' B D' L' B2 F R2 D2 U' F2 D R' F2 R2 L,x2,F U2 L' U2 R' B' R' D' U B',U L' U' L2 U L2 U' L,l2 U2 L' U' L U' l2,U2 F R F' L F R' F' L' U U',,U' M U2 M' U' M U2 M' U2,45
D2 U2 F2 U' D' R' B' F' R' L' D2 B2 D' R L' F U' L R' D2 F,x2,L D' B2 R' B D2 R B' L' D',l2 L' U L' U' l2 U L,U2 L U L' U' L U L',U B' U B2 D F' L2 F D' B2 U' B U,,M2 U' M2 U,43
D B F2 R B' L2 B2 D' L2 U2 B D B U' F2 R2 D' L2 U' F B2 U R B2 D',x2,L2 U2 B2 D2 L U' B' D2,l' U2 l' U l2 L' U L,U2 l U2 l' U' L U L',U R' F2 U F2 U' F2 U' F2 R U' U,,M2 U2 M' U2 M' U M2 U M' U2 M',47
R2 B F U2 B2 U B' R B' U' F' L' F R2 L B' L2 U L F B2 U2 L',x2,U F2 R' B' L' F2 U B D2,U' L' U L U2 L,U' L2 U2 L' U' L U' L2,D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U,,U M U2 M U M U2 M' U' M2 U',47
F2 B2 D' U2 F2 R' U' L D' F2 D2 R U' F2 U' F R L' U D' F B' U R' U,x2,U2 R D' R2 F D' B' R' D,L' U2 l2 L2 U' l2,L U' l2 L2 U l2 L,L' R2 D' R D R2 B2 U R' U' L U',,M2 U M2 U2 M U2 M U M2 U2,44
B R L2 F2 L B' D2 B L' R' F2 L B' U2 L R B L2 D2 F' D' R2 D B2 L,x2,B' D' F' R U2 B' L F' U B',l' U2 l U' l2 L2 U' l2,U' l2 L' U l2 L2 U L',U' B2 L2 B R2 B' L2 B R2 B U,,U' M' U M2 U2 M2 U M U,46
D F' D' F' U2 L' B2 D2 B L D2 L2 D' R L U' F2 B L2 F R U2 D',x2,L B2 F D R' B2 U B',U' l2 L2 U l2 U L,L U2 l2 L2 U l2 L,U B2 L2 B R2 B' L2 B R2 B U U2,,U M U2 M' U M' U2 M' U' M2 U',45
F R' D2 F U' F2 R2 U' R' U R2 L B' L R2 B2 L2 U2 D2 F L2 U' D' L2 F2,x2,D U B' D B2 R2 D R' D2,U L' U L2 U' L,U L U L' U2 L U L',U' F R F' L F R' F' L' U U,,U M U2 M' U' M' U2 M' U M2 U',45
F L' D' R D2 B U R2 D L2 U2 F' B L2 U' F2 R U' L' R' B F',x2,D2 R D' U R D U F D,L' U L U L U L2,U' l L' U2 l' L2 U' L',B U' F' U B' U' F U',,U M' U2 M2 U2 M' U',39
D2 U F R2 F2 B' R' L U2 B D U' R2 D2 R' F L' U' R2 L B2 F U' D,x2,D2 B' R B2 D F R F',U2 l2 U' l2 U2 L,l2 L2 U2 L U' l2 L,U' R' U' B L2 D F' D' F L2 B' U2 R U',,U' M U2 M U' M2,41
R B' D' L B2 L2 B2 D F2 D R2 D U' B2 F2 R' B D F R2 B2 U',x2,B2 F D' F D2 B U R',U l U2 l' U2 L,U l2 U2 L' U' L U' l2,F U2 F2 L F L' F U' R U' R' F' U2,,U' M2 U M' U2 M' U2,42
D F' B' L2 B F2 L D R' B' L' B' R' D F B U B2 R' U2 D' R' U D2 L',x2,U2 B R' D2 U' L2 F D B2,L U l' U2 l U' L2,L U L',U' F R B' U' B2 U B R' F',,U2 M' U2 M U' M U2 M U M2 U2,40
U' B2 U R U2 L' F' R2 L D' R' F2 R2 F R2 U L2 R2 U2 L' U',x2,B' L2 D R2 D2 L D R' F',U l U2 l U l2 U' L2,U2 L U L' U' L U L',R2 B2 L D' L D' R2 F2 L U2 L,,M' U2 M' U2 M2,41
F' L D' R L' U2 L2 F2 R U R' F2 D' U F2 R F' L' D' R' B D2 R' F' U2,x2,B D' L2 F2 R2 D B2 F L' B',L' U2 L' U L' U' L,L U' L' U2 L U L',R B L' B' R' B L B',,M U2 M' U2 M2 U M2 U',40
F' U' F' L' B L' B2 D' F U' R2 B' U' L2 F L2 D2 F' D2 F2 R2 F' R F,x2,L2 U2 L2 F' U' B D2 B',L' U2 L' U l2 L2 U l2,L2 U' l2 U2 l2 U L2,U2 B' R2 D L2 D2 F' D R2 D L2 D' B U,,U M2 U2 M2 U,42
U2 L' R U D R' F B' U' F2 L2 F2 R' F L2 U' D B2 D L R F D,x2,L' U2 R U2 B' U2 L F',L2 U' L' U' L,L U' l2 L2 U l2 L,U' L' B' R' B L B' R B U',,M2 U M2 U M' U2 M,37
B L2 U' D2 L' U D' B2 D2 R2 B R' F R2 U' D2 L2 U2 D' B,x2,U' B2 U R B' D B' F D2 R,L U' l2 L U l2,l2 L2 U2 l2 L' U L',U2 R B2 R' U2 R' U L U' L' R U2,,U' M U2 M' U M' U2 M' U' M2 U,46
D R U2 R2 B L2 F' B2 L2 U' R2 L2 B' U' F' B' L' D' B L U2,x2,R2 B F' D2 L' B R' F2 D2,U l' U2 l' U' l2 U L,L U l2 L2 U l2 L,U F R2 F L2 F' R2 F L2 F2 U,,M2 U' M' U2 M U M U2 M,44
R2 U' B2 D2 U B' D' F' R' F' L R2 F U' D L D U2 R D' L R,x2,F2 L2 B L2 F' U R B' D2,l2 U' L2 U l2 L' U' L2,l U2 l' U2 L U L',U' F R F' L F R' F' L' U U,,U2 M2 U' M U2 M U2 M2 U' M2,45
D2 R F' D2 B D' R2 L D2 U B' L U' D B' D2 L2 B2 U' D F2 L2 D2,x2,F U B' R2 B' D' L' R B,l' U2 l' U2 L U l2,U' l' L U2 l U' L',U2 R' F2 L F2 L D' L' D L' R U,,M U M2 U2 M2 U M',42
L R' F2 L2 U L2 U2 D2 R U2 F B D B' F' U2 L D2 B R' U D' B R' F2,x2,D U' R' D' U B' D' U2 B2,U L' U' L2,U' L U L' U' L U L',U U L F2 R' D R F2 L2 U L,,U2 M U2 M' U M' U2 M' U' M2 U2,43
B2 F2 D' U' R2 F L F B2 L' R2 F' B2 U2 F' B R' B2 F' D U2 F L2 F2 U',x2,R2 U L' F D2 B U2 R' F' D2,U' L U2 L2 U' L2,U' l2 L' U' l2 L2 U L',B U' F' U B' U' F U',,M2 U M U2 M' U' M U2 M,41
U L' F R' U' B U2 B U' D2 F2 L D2 R' F2 R2 L' F' D2 B' L2,x2,L F2 R' B2 R B U F D2 R',U2 L2 U' L' U' L2 U' L,L2 U' l2 U l2 U L2,U2 B' R B2 L' D' L' D L2 B2 R' B,,U2 M' U M2 U2 M2 U M U2,46
F2 L U F2 U2 D2 B R F2 D2 F' D F D R2 D2 B D' B U2 F R B R B2,x2,F L D' B2 F R2 U' B' F' R,l2 U L U2 l2 U' L2,L U L' U2 L U L',U' B U2 B D F' L2 F D' B2 U,,M U2 M' U M U2 M' U',43
R2 F' D2 B' L D' U R' B2 D2 U2 L R U D' F' U' R2 F2 D2 F' U D F2 B,x2,L2 D' R' B F R U' B F' D2,l' U2 L U2 l,U L U' l' U2 l U2 L',B' R B2 L' D' L' D L2 B2 R' B U',,M2 U2 M U2 M' U' M' U2 M' U',45
B R U B F2 L D R2 L2 B D L U' L' D2 R D R' L' F2 R2 U L2,x2,U B2 R2 D' B D' R D2,l2 L2 U l2 U' L2,l2 L' U l2 L2 U L',U' F R B' U' B2 U B R' F' U2,,M2 U2 M2 U' M' U2 M U,40
U L' R F D' B' L' U2 F B2 L2 D F' B2 L D2 U' R2 D2 F2 D F,x2,F' L' D' U' L2 R2 F R',l2 L' U' l2,U' l U2 l' U' L U L',U' U R' F2 U F2 U F2 U' F2 R U2,,U M U2 M U M' U2 M' U2,41
F L2 D' B' L2 F B2 D F2 U' B F' L' R D R' D B' L' F D' L D2 U F,x2,B L' U' L R B' D' L B2,U2 L' U' L2,l2 L2 U2 l2 L' U L',U L' R2 D' R D R2 B2 U R' U' L U2,,U M U2 M U' M2 U2,40
F' R' L D2 F' B' D2 U L D2 R2 D' L' B' L' B F2 L2 F L,x2,R2 B2 D2 L2 R' B D U' R2 F',l2 L' U2 l2 U L,U L U' l' U2 l U2 L',U2 U2 R' U2 L2 D R2 D L2 U2 R',,U2 M2 U M2 U,40
D' B' D L F' U2 B2 D2 B2 U' F' L2 U2 B2 F U2 L' B2 U2 F,x2,B' F' L D L2 B2 F' L B,U l2 L U l U2 l,L U' L' U l2 L' U' l2 L,U2 R' U' B L2 D F' D' F L2 B' U2 R U2,,M' U2 M U M U2 M' U',47
B2 F' U F R' B R B2 U F2 D' F' R' B L2 F B2 R2 U' D R2 B' U,x2,U F' L2 D' R B2 F' D F,U l2 U' l2 U L,l U2 l' L U L',U' F R' F D2 B' L B D2 F2 R U2,,M2 U M U2 M' U' M' U2 M',42
B' R' B2 R' U D' R2 U2 R B' L2 U' R' F B U' F' R2 U2 R2 U F2 L2 R U,x2,F' L2 R F' L2 D U' R' D,L2 U' l2 L U l2,L U' L' U' L U L',U L2 F2 R' D' R F2 L' U L',,U' M2 U2 M U2 M U' M U2 M',42
R' L' D L2 D2 B2 L2 R' U' R' D2 R U' R2 U2 R' U' F' L D U2 L2 U' R,x2,L' R D' L R2 D' L B' R,U L' U L U L U L2,U L2 U2 L' U' L U' L2,U' L' R' U L U' L F2 L' U' F2 U R U2,,U' M' U2 M' U' M' U2 M U M2 U,50
R2 F2 U2 B R2 D U B' D R2 D2 L2 R2 B' D L U F' U B2 U R',x2,L U L D L2 B2 D R F',l' U2 l' U2 L U l2,U' l2 U2 L' U' L U' l2,L' R2 D' R D R2 B2 U R' U' L U,,M2 U2 M U2 M,41
F2 L R2 F R' L2 U2 R L2 D2 R2 U' B2 D L B' R2 F2 D' U R,x2,L' B2 L' F R D L2 F D2,U2 l2 L2 U l U2 l,U l' L U2 l U' L',U L' F U2 F' B' U' F U B U2 F' L U,,U2 M2 U M2 U' M' U2 M,45
B R' B2 L2 B2 U2 L2 F2 D R L2 F2 B D' B2 R B L R2 U,x2,R U' B' D' L' D' R F,U L U2 L,U L2 U2 L' U' L U' L2,U2 F R F' L F R' F' L' U U',,U2 M2 U' M' U2 M U' M U2 M,41
U R B' L B' L' D' L U D B' U B' R2 B F U' B2 D2 F2 L' U' B2 R2,x2,D F D2 B' R' B' U' B' D2,U2 L U L' U' L2 U L2,U l U2 l' U' L U L',R' F2 L F2 L D' L' D L' R U,,U' M2 U' M' U2 M',42
R2 F B L B F' L D R' F2 L' B U R2 U' D2 F' R' L' U',x2,D' L2 B' L' B R D U F',l2 U L U' l2 U' L2,U2 l U2 L' U2 L U2 l',U' B2 L2 B R2 B' L2 B R2 B U,,M U2 M U M2 U,41
L2 B L2 B L2 B' U' R' B' R F' U B D' U L2 U' B D' U' B,x2,L' B L' F2 D' U' F',U L U2 L' U' L U' L,U' l2 U2 L' U' L U' l2,B U2 B D F' L2 F D' B2 U,,M' U2 M U' M' U2 M' U' M2 U2,43
L D' L2 R D R L2 B' L2 B' F R2 L D2 U R2 L2 F2 R F' U' D',x2,B' D U2 R D2 R D' U B' R',U' L U' l2 U l2 L',U' L U' l' U2 l U2 L',U' L' R2 D' R D R2 B2 U R' U' L,,U' M' U2 M U',42
D' U2 F B2 U R' B2 U' R F' D L2 D U' R2 F2 B U D2 L',x2,R' F2 D2 U L D2 R D B,U l2 U L' U L U l2,L2 U' l2 U' l2 U L2,B' U2 B U B' U B U2,,M' U2 M U M U2 M U M2 U2,42
R' D B F' L' U2 B2 L B D R' D U2 R' F' D F' B' R2 F D L F,x2,B F L2 D' U R F',L' U l2 L' U l2,L U2 L' U2 L U L',U2 L U' F D' F U' F' D F' U L' U',,M' U2 M U' M U2 M U' M' U2 M',44
B L B' U R2 F D' L F U R U B L2 D' U2 L U R' D L' R' U2 R F,x2,L B' D L' R' B' U2 R2,U L U' L2 U' L' U' L,U2 l2 L2 U l2 L' U L',R' U' B L2 D F' D' F L2 B' U2 R U',,M2 U' M' U2 M U M U2 M,46
D B F' R' U' B2 F L' D' R2 F B U' R2 F' L R2 F B' U L B R' L2 U,x2,R F D2 R2 U' F D B D,L' U L' U L U' L,U L2 U2 L' U' L U' L2,U2 F R2 F L2 F' R2 F L2 F2 U U2,,M' U2 M' U' M2 U',42
U' R D' R' D' U F' L R F2 U F L2 R2 B' F2 U D' R2 L D' B2 F2 L,x2,U B L D' B D2 B' F',l2 U l2 L' U' L2,l2 L2 U l2 L' U L',U2 F U2 F2 L F L' F U' R U' R' F' U',,U' M2 U M2,39
F' L2 B F D U F2 U D2 F L2 D' U' F2 R B U' D' L2 B',x2,U' L2 U' R F2 L' D2 F D2,U L U L U L2,U2 l2 L2 U l2 L' U L',L2 R' D' L' D F2 L2 U L U' R U2,,M2 U M' U2 M2 U2 M U',43
F2 R2 B2 F' R D2 L B2 R2 U D2 B' R2 U2 L2 R B2 R2 D2 R U' B L2 F',x2,R F2 L D F R' U' R2 B',U' L U' L' U2 L2,l2 U L' U L U2 l2,R' U L U' R U L' U2,,U' M' U M2 U2 M2 U M U,39
R' D' R2 B2 F2 D' L2 R' B2 F2 L D L2 R' B' U2 D R D' B F2,x2,B' R D L R' D' B R2,U2 l2 L U l U2 l,l' L U2 l U' L',U R' U' B L2 D F' D' F L2 B' U2 R U2,,M U2 M U' M U2 M' U M2,44
U2 R D' L2 D B' L R2 F2 D L' D2 R' U' B R B2 U B' L' U D' F' U2 D2,x2,F R D' R' B2 D' B' D R,l2 U' L U2 l2 U' L2,l2 L2 U' l2 L' U L',U2 L' F U2 F' B' U' F U B U2 F' L U2,,M' U2 M U M2 U' M U2 M,46
R2 D R F U' R' D B F' D L B2 L2 R2 U2 F' D' U R B,x2,B' R F L' D B D2 R' D2,l U2 l U' l2,l U2 L' U2 L U2 l',U F R F' L F R' F' L' U U',,U2 M U2 M U' M' U2 M' U',41
D2 L2 R2 B F U F' R' D' L2 F2 B2 R' L F2 R' L' F' L' U R B',x2,U2 L2 B' R D2 U' R U F,l2 L2 U' l2 L U L,U' L U l' U2 l U' L',U' F' L U2 L' F L F' U2 F L' U U2,,U2 M U2 M U' M U2 M U',46
L' F2 L' U' R2 B2 F2 L B2 L D2 L2 R' D U R D F L2 R2,x2,D2 U2 F U' R D F2 D',U' l U2 l U' l2,U' L U l' U2 l U' L',R U' L' U R' U' L,,U' M2 U M' U2 M' U' M' U2 M U,40
U F' U' R2 B' U' F L' U2 B U R' U R B' D B F' L B',x2,F' L U2 L2 D F' L' D B2,U2 L U2 L' U' L,L U2 L' U2 L U L',F R2 F L2 F' R2 F L2 F2 U U2,,M' U2 M U' M U2 M' U,41
B D' B2 L2 D' B' U R2 D R' U' B' D2 F' L' D F' D' F L2 D2 B2 F' D,x2,D F L B2 U' L' B2 D2 R F,U L' U2 L U L2,U' L2 U2 L' U' L U' L2,U2 R2 D' L F2 L' D R U2 R U,,U M2 U2 M U2 M' U' M2,43
D' F2 L B D2 B2 F2 D B2 F U B2 F2 D B U' L2 F R2 D2 U B2,x2,F' R' U B' U2 R' B F D',L' U' L U2 L' U L2,U2 l U2 L' U2 L U2 l',B2 L2 B R2 B' L2 B R2 B U U',,U M' U2 M' U' M U2 M,43
U2 L2 D2 B' L2 D2 B2 R2 U2 F' U F2 U2 B D2 U2 L2 D' U2 R,x2,R U F' U' B2 R2 F' D',l2 U l' U2 l U' l2,l' L U2 l U L',U' L' B' R' B L B' R B,,U M' U M2 U' M2 U' M,38
F R B' F2 D B2 R2 L' D2 U' B D' R' U' D' B' R2 B2 R B L' B2,x2,B D' B L R2 U R' B' L2 B',l' U2 l U' L2,l2 L' U' l2 L2 U L',U R' F2 U F2 U F2 U' F2 R U2,,U2 M2 U M U2 M' U2 M2 U,42
F2 U' B2 U D B2 U F' U2 F2 U2 D' R U2 D' B' U2 B2 F' U',x2,D' F L' R D' R F',U' l L' U2 l' U' L,l2 L2 U2 l2 L' U L',U B L2 F' D F' D' F2 L2 B' U2,,M2 U M' U2 M U2 M2 U',40
L U2 L' U' F U L' D' U' L2 R2 F2 B2 U2 D2 R B2 F2 U2 B' R' L',x2,B2 R2 D2 L2 R D' B U2 R' D2,U' L' U' L2 U' L,U L' U l2 U' l2 U' L,U U L F2 R' D R F2 L2 U L U,,U2 M2 U' M U2 M U2 M2 U' M2,46
L' F2 U' D F2 U2 D' R2 B2 D' L2 U2 D B F2 D2 B2 R U L B2,x2,L' R2 D' L2 F' U2 R B R2 F',l2 U L U2 l2 U' L2,l2 L2 U2 l2 L' U L',F U2 F' U2 B' R2 F' R2 B U',,M2 U2 M U2 M' U' M U2 M U',44
F L2 U' L D F B' D' R2 L2 B' L B2 R' F2 R2 L' F' U L2 D2,x2,F2 U' B' R2 D L' D2 F',L2 U L2 U2 l2 L2 U l2,U l2 L' U2 l2 L2 U' L',U R B2 R' U2 R' U L U' L' R U,,M U2 M U M2 U' M U2 M',45
U L U2 B' R' L2 B U B2 U' R2 B D2 R2 B2 L' F2 L U B U' D2 F,x2,F' L' U F R2 B L' B,l L' U2 l' U' L,U' L U L' U2 L U L',R' U L U' R U L' U2,,M2 U M2 U',34
B2 U L2 D2 B F2 U' L U' D' B L B' D2 R F' R2 B2 R2 D2 U2 B2,x2,D' L F' D' B2 L2 U' B R,L U l L2 U2 l' U' L,L U2 l2 L2 U l2 L,U' L' B' R' B L B' R B,,M' U M2 U2 M2 U M,40
R2 D' F' B' R U2 R2 L U R' D2 U L2 B' U2 L2 R B' F R2 B D F2 R2,x2,R2 D B L B' F2 L2 F',U' l2 L' U L' U l2,L U l' U2 l U2 L',U L' B L F' L' B' L F U U',,M U2 M' U M' U2 M U',41
F' L D B' L D' B' F' R2 L2 F R' D2 F2 B' L U' B2 L2 U' F2 U2 B2 U' L,x2,F' D B2 R' F2 D2 F' D2,l U2 l U' l2 L' U L2,U' l2 L2 U l2 L' U L',U2 B2 L2 B R2 B' L2 B R2 B U U',,M' U2 M U' M2 U2 M2 U,44
B2 F' R' D' U' L2 R' B' D F2 L2 R' F2 U D2 B2 D B' F2 D B' U' F' B U2,x2,R F L' B F R2 B2 D B' F,L U L' U' L2 U L2 U' L,U' L2 U2 L' U' L U' L2,U2 B U2 B D F' L2 F D' B2,,U M' U2 M' U' M2 U2,44
U' R U B' R2 F U B' U2 B' R F L F2 D' U' L D R U2 R2 L' D2,x2,D B2 U2 F D' B L' F2 D',L U l2 L2 U' l2,U' l2 L' U' l2 L2 U L',F' L U2 L' F L F' U2 F L' U,,U M' U2 M U,39
B' U2 F' D2 F D2 F' R D2 B F' D' L' D U B2 L' D2 B' U2 L D2 B' F U',x2,L' B R' D2 U B2 F' L B,L U' L2 U2 L2 U' L,U l2 L' U l2 L,U2 R' F2 U F2 U' F2 U' F2 R U',,U2 M' U2 M' U' M2 U,40
D2 U2 F B2 L B U' B' F2 D L U B' R L' B2 U' L' D' B' U L U,x2,U B R2 U2 L D B' R F D',U' L U' l2 L' U l2 L',l U2 l' U L U L',L' B L F' L' B' L F U U,,M U2 M' U' M' U2 M' U' M2 U2,45
U2 F' L' F2 R' D' B' R' U D F' R L F2 B' U2 R2 D' L' F2,x2,D2 F2 L2 B2 L' D R2 F',U' l2 U' l2,l U2 l L' U' l2 L,U R2 B2 L D' L D' R2 F2 L U2 L U,,M2 U' M2 U2 M' U2 M' U' M2 U2,42
R' U2 L' F2 B2 R F U2 L R D' B2 F2 R U2 D2 F2 R' D U2 L R D',x2,F2 R' F R B R2 B2 F',L U l' U2 L2 U2 l,l2 U L' U L U2 l2,U L F2 R' D R F2 L2 U L U',,U2 M' U2 M U M2 U' M2,41
B U2 L D' L2 D2 R' F U2 D2 F2 D2 R B' L2 R B' R' U2 R L,x2,R D F' L2 F2 D2 R' B U' F,l2 U l2 U' L2 U' L,L U2 L' U2 L U L',U R' F2 U F2 U F2 U' F2 R U2,,M2 U' M U2 M U',41
L F' U B D R' L' B' D R2 U' D2 F' B' R L B L R' B2 L D2 L',x2,F2 D2 F' L2 R D2 R2 B' R,U L' U L' U' L2,U l2 L' U' l2 L2 U' L',B U2 B D F' L2 F D' B2 U,,U' M2 U' M' U2 M U' M2 U,42
F U' B L' F' R2 B2 R' L F' L2 U B U2 D' R D R D R2 U' L2 R2 U',x2,U' L D2 L2 D B R U B,L' U L' U l2 U' l2,U2 l U2 L' U2 L U2 l',U F R' F D2 B' L B D2 F2 R U,,U' M2 U2 M' U2 M U M2,44
F2 U2 B D L D2 F2 R L2 B2 R2 U' B2 D L F B2 U F2 B2 U,x2,F2 D' R2 B' L R2 B2 F',L' U2 l2 L2 U' l2 L',l U2 L' U2 L U2 l',U B' U B2 D F' L2 F D' B2 U' B,,U M2 U' M' U2 M' U2,41
L' F2 L2 D2 L2 B2 L2 B' U' R2 F2 B' U' R2 D' L F B2 R' U2 B F2 U,x2,B2 F2 R' B2 U R2 U2 F' D2,L' U2 l2 L U' l2,L U' l' U2 l U' L',B U' F' U B' U' F,,U M2 U' M' U2 M U2 M2,37
F D2 R2 L B' D' L D' L U' F2 R' B D U' B2 U D2 L' R F' U2 R B' F',x2,D F2 R' B2 F' D L' U2 B',L2 U2 L' U L U' L,l U2 l' L U L',U2 R' F2 U F2 U' F2 U' F2 R U' U,,U M' U M2 U' M2 U' M,42
D' U2 F' R2 L' U' L F' R2 B2 U' D F2 L2 B D' B2 L B2 U' F' B' R' F' D,x2,R F U' B' R2 F' L B D2,U' l2 L2 U' L' U2 l2,U2 L U' l' U2 l U2 L',U' F R' F D2 B' L B D2 F2 R,,U' M U2 M2 U2 M U,42
D' L' B2 R2 D U L2 R2 U F' B D' R' L B F2 U2 F2 L B' D2 R2,x2,B' D R' F2 R' B2 D' U' F',l2 U' l' U2 l U' l2,U2 L' U l2 U' l2 U' L,U U' R' U' F U F' R U F U2 F',,U' M2 U2 M U2 M U,43
L' R' B2 R U B' R' B2 U' D' R B' R2 F D2 R L2 U L2 F,x2,R' D' L B2 F L2 U2 R' D2 F,U2 l2 U' l2 L U' L2,U' l2 U2 L' U' L U' l2,U' F R' F D2 B' L B D2 F2 R U2,,M2 U' M2 U2 M' U2 M' U' M2 U2,47
D R' U F U' R2 F U' B' F2 D2 L R B2 R2 U D B2 U D2 B' U' B U R2,x2,D' F' R B D L F L2 F,U L U2 L' U' L,l2 L' U' l2 L,U' F U2 F2 L F L' F U' R U' R' F' U2,,U2 M' U2 M U M2 U' M2,42
R2 B2 R F2 D U L U' F B' U' F2 L' D B F U' F' U' L2 R2,x2,U' F' D B' D U R' B,U2 l2 L2 U l2,U' l2 L' U' l2 L,F U2 F' U2 B' R2 F' R2 B U' U2,,U2 M2 U M U2 M U',37
R2 B F' R2 D2 R2 D2 U B' D2 R2 F R F' D2 U L2 R' U D' R2 D2 F',x2,F L D L R D B U' F' D,L2 U' L' U L2 U' L,L U L' U' L U L',U2 L' R2 D' R D R2 B2 U R' U' L U2,,M' U2 M' U' M' U2 M U M2,46
B' F2 R2 B F' R2 B L F2 R' D R' D2 L' D2 B2 F2 L2 D' R2 D' L' R D' F2,x2,B2 L2 U R U2 R B',U L' U2 l2 L U' l2,U' L U l' U2 l U2 L',U' F' L U2 L' F L F' U2 F L' U,,U M2 U M' U2 M U' M U2 M U',45
R' U' R F' B' L2 D2 B' L U2 B2 R' U' L' U' L' R2 F D2 R' U2 D',x2,U B2 L2 B R B' F R' D2,U2 L' U L U' L,L U' l' U2 l U' L',U2,,U2 M' U2 M' U M U2 M U,32
R' D F' L' U B2 L B' D B' U F' D R' F' R F2 L2 U' B2 D B' U2 L R2,x2,R' B2 R2 D' L B L2 R B,U l2 L2 U l2 U' L2,U' l U2 l' U' L U L',U L' R' U L U' L F2 L' U' F2 U R,,U2 M2 U' M U2 M U2 M2 U' M2,47
F' D' U2 R2 L2 U' B' D L2 R F2 U2 L' B F L' U2 F R2 D',x2,B' D B2 L2 F U R' F,U' L U' L,l2 U L' U L U2 l2,U R2 D' L F2 L' D R U2 R U,,M2 U' M2 U M' U2 M U2,38
L' U' D2 L B2 L' D U' F' B U2 B R' F D' L B F2 U' L' B2,x2,D' F' D L2 B' L U B',L2 U2 L U L,L2 U' l2 U l2 U L2,U2 L' B' R' B L B' R B U',,U M' U2 M' U M2,36
D U' R2 L F D2 U' F' D' B U' R' U R D' F R' B' U2 F' B2,x2,F U F' D U R2 F D' B',L U' L2 U L2,U2 L' U l2 U' l2 U' L,U R B2 R' U2 R' U L U' L' R U2,,M U2 M' U M2 U2 M U2 M U,44
D' B' L' U F2 L2 F U B' D L' B2 U2 B' R2 L2 F' R2 B2 L D',x2,R2 B2 U L D R' D' F R' B',U L2 U l2 L' U' l2 L',U2 L2 U2 L' U' L U' L2,B' U F U' B U F' U,,U M U2 M' U' M U2 M',42
R' F' U L' R F2 B2 R' U' F2 B D2 U2 R U' D2 L2 D B L' R D' F L2,x2,R2 D R D2 U2 R D' R B',l2 U' L U2 l2 U' L2,U L U l' U2 l U' L',U R' F2 L F2 L D' L' D L' R U',,U2 M U2 M' U' M2 U M2,44
B' F' D B2 R2 U2 B' R B' D' F' R D L2 U2 D B U L B2 R2 D2,x2,F U2 B F2 R2 D2 U B,l2 U' L2 U' L U l2,U l2 L' U2 l2 L2 U' L',U L F2 R' D R F2 L2 U L U',,U2 M' U2 M U M2 U M U2 M,44
