method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
mut_e2fa2578,10,39.0,4,9.75,0,0.012013
rand_ae7e73bd,8,43.5,5,8.7,0,0.010263
rand_2d12cbd0,10,46.8,4,11.7,0,0.004954
mut_1c4d0c10,8,37.62,4,9.4,0,0.009127
rand_670f903d,10,39.3,4,9.82,0,0.011604
rand_e706284d,10,41.0,4,10.25,0,0.009438
mut_eab51d11,10,41.4,4,10.35,0,0.009002
mut_fbfa6a33,10,41.1,4,10.28,0,0.009309
rand_01f08f88,10,42.9,4,10.72,0,0.007579
rand_bb1902ad,10,34.5,3,11.5,0,0.007179
rand_611b2c13,10,44.4,5,8.88,0,0.014719
mut_fde09936,10,49.8,5,9.96,0,0.008677
mut_3ee17ec9,10,34.7,3,11.57,0,0.006973
rand_713a38bb,10,40.7,4,10.18,0,0.009762
rand_d39e4c21,10,39.9,4,9.97,0,0.010788
rand_f95dee00,10,49.7,5,9.94,0,0.008761
rand_2a80b8bd,9,38.78,4,9.7,0,0.009977
rand_6b2dae25,10,45.9,5,9.18,0,0.012719
rand_2ed78ea9,10,35.4,3,11.8,0,0.006339
rand_243277fc,10,36.8,3,12.27,0,0.00526
mut_cc59545a,10,35.6,3,11.87,0,0.006163
mut_4c0b2324,10,47.3,5,9.46,0,0.011082
mut_23d08548,10,40.1,4,10.03,0,0.010491
mut_ffb23437,10,36.1,3,12.03,0,0.005777
mut_e53f13fb,10,35.7,3,11.9,0,0.006087
rand_68e5e979,10,37.0,3,12.33,0,0.005137
mut_fc482f8e,10,42.5,5,8.5,0,0.017592
mut_92b7e6a2,10,47.4,5,9.48,0,0.010973
rand_d6305005,10,40.8,4,10.2,0,0.009665
mut_6d32a0c4,10,43.7,4,10.93,0,0.006899
rand_40a39320,10,34.2,3,11.4,0,0.00749
mut_11cfc1de,10,41.7,4,10.43,0,0.008674
rand_ed5a60b2,10,46.9,5,9.38,0,0.011528
mut_689da308,10,40.4,4,10.1,0,0.010138
rand_d8cb8aad,8,41.88,4,10.47,0,0.005446
mut_8e20ea4a,10,37.4,3,12.47,0,0.004872
mut_b851c1ec,10,36.1,3,12.03,0,0.005777
mut_5ba1cc73,10,43.5,4,10.88,0,0.007056
rand_b2416832,10,36.1,3,12.03,0,0.005777
rand_ee92c837,10,43.5,4,10.88,0,0.007056
rand_87bb0581,10,38.2,4,9.55,0,0.013252
mut_fd95d0e4,10,34.3,3,11.43,0,0.007393
rand_7686c9ff,10,35.7,3,11.9,0,0.006087
rand_da067ca2,10,35.1,3,11.7,0,0.006605
rand_e0cda059,10,37.4,3,12.47,0,0.004872
rand_d87e332d,10,35.9,3,11.97,0,0.00592
mut_acdf6d75,10,39.2,4,9.8,0,0.011723
rand_41ef0680,10,36.2,4,9.05,0,0.016944
mut_cd07c44f,10,43.5,4,10.88,0,0.007056
mut_dc41d289,10,35.3,3,11.77,0,0.006419
rand_89a14812,10,37.0,3,12.33,0,0.005137
mut_594b9927,10,36.3,3,12.1,0,0.00562
mut_ed5b0a7d,10,44.7,4,11.18,0,0.006178
mut_34a7eccf,10,43.3,4,10.82,0,0.007242
rand_9c3c4538,10,41.1,4,10.28,0,0.009309
mut_01b59b43,10,49.1,5,9.82,0,0.009288
rand_28681f4f,10,41.3,4,10.32,0,0.009125
rand_e3ca8e36,9,38.0,4,9.5,0,0.011002
rand_99f314c2,10,44.2,4,11.05,0,0.006538
mut_4203de42,10,42.3,4,10.57,0,0.008119
mut_b3b88c27,10,35.2,3,11.73,0,0.006522
rand_26a56fe2,10,36.4,3,12.13,0,0.005553
mut_80d60b87,10,33.8,3,11.27,0,0.007921
mut_8d8b86f8,10,35.8,3,11.93,0,0.006013
mut_25994904,10,38.8,4,9.7,0,0.012311
mut_73563296,5,46.2,4,11.55,0,0.001318
rand_79f8e1ed,10,47.7,5,9.54,0,0.010654
rand_552717eb,10,45.5,5,9.1,0,0.013228
rand_97a1c000,10,44.8,4,11.2,0,0.006122
rand_3fa7fd42,9,38.44,3,12.81,0,0.003475
rand_cc944edb,10,43.2,4,10.8,0,0.007311
mut_3405b3b3,10,35.6,3,11.87,0,0.006163
mut_ceb758dc,10,40.2,4,10.05,0,0.010385
mut_bac56ad8,10,36.8,3,12.27,0,0.00526
mut_313569a9,10,43.6,4,10.9,0,0.006989
rand_3bb79118,10,44.9,4,11.22,0,0.006067
mut_2e0bcff8,10,33.8,3,11.27,0,0.007921
rand_2636045c,10,49.4,5,9.88,0,0.00902
rand_bd042709,10,33.9,3,11.3,0,0.007817
rand_d1c58a6e,10,44.6,4,11.15,0,0.006257
mut_3effd4ac,10,49.3,5,9.86,0,0.009108
rand_41d996fc,10,39.5,4,9.88,0,0.011281
rand_af8318b9,10,40.4,4,10.1,0,0.010138
mut_f760a858,10,47.3,5,9.46,0,0.011082
rand_2e815ae3,10,41.5,4,10.38,0,0.00888
rand_6964eeda,10,33.1,3,11.03,0,0.008792
mut_fa2c9d26,10,49.3,5,9.86,0,0.009108
mut_caaa6f24,10,43.7,4,10.93,0,0.006899
rand_aa3b95e6,10,46.6,5,9.32,0,0.011873
rand_ab597da9,10,40.5,4,10.12,0,0.010036
mut_42301c28,10,43.3,4,10.82,0,0.007242
rand_e288ecc4,10,49.9,5,9.98,0,0.008593
rand_06b21192,10,41.5,4,10.38,0,0.00888
mut_e7966910,9,34.56,3,11.52,0,0.005766
rand_2cc547bf,10,33.8,3,11.27,0,0.007921
mut_71d784d0,10,41.9,4,10.47,0,0.008505
rand_e251d2ba,10,42.6,4,10.65,0,0.007829
mut_f0f1f1b0,10,40.6,4,10.15,0,0.009898
mut_3cb05cdd,10,39.6,4,9.9,0,0.011166
rand_0b172529,10,40.3,4,10.07,0,0.01028
mut_d968bbbe,8,43.0,5,8.6,0,0.010754
mut_60385eeb,10,43.0,4,10.75,0,0.007479
rand_a53242b0,10,39.0,4,9.75,0,0.012013
rand_93cf6b9f,10,45.2,4,11.3,0,0.005863
rand_9d549529,10,43.5,4,10.88,0,0.007056
rand_81865fb6,10,38.0,4,9.5,0,0.013582
mut_ab4bf7e7,10,40.3,4,10.07,0,0.01028
mut_91c5c794,10,41.6,5,8.32,0,0.019058
mut_f797bf84,10,42.9,4,10.72,0,0.007579
rand_24ec206f,10,35.1,3,11.7,0,0.006605
rand_bb3dc80f,10,37.3,4,9.32,0,0.014834
mut_2bc57d47,10,41.0,4,10.25,0,0.009438
mut_3761a03a,10,41.7,4,10.43,0,0.008674
rand_64571947,10,41.5,4,10.38,0,0.00888
rand_efc3adc0,10,39.2,4,9.8,0,0.011723
rand_195cbf0a,9,44.89,4,11.22,0,0.004915
mut_1e95c3a8,10,51.8,5,10.36,0,0.007167
rand_bcfeb96d,10,40.0,4,10.0,0,0.010638
rand_c3d769d7,10,45.7,4,11.43,0,0.005549
rand_0e1b2ed1,10,40.9,5,8.18,0,0.020226
mut_4ffd2098,10,41.9,4,10.47,0,0.008505
BEGINNERS,300,76.49,13,5.88,0,0.013074
rand_043c4e45,10,40.2,4,10.05,0,0.010385
rand_9638e983,9,45.67,5,9.13,0,0.010554
rand_a83bf15a,10,37.1,3,12.37,0,0.005061
rand_108fb1df,10,44.3,4,11.07,0,0.006478
mut_d6ab2ade,10,48.4,5,9.68,0,0.009946
rand_0536598a,10,43.4,4,10.85,0,0.007148
mut_ef5eb917,10,36.5,3,12.17,0,0.005469
rand_ef972204,10,32.0,3,10.67,0,0.010347
mut_7bcf9b1c,10,43.6,4,10.9,0,0.006989
mut_334f4d53,10,39.1,4,9.78,0,0.011845
rand_bc462883,10,45.2,4,11.3,0,0.005863
mut_9cc6f89a,10,51.0,5,10.2,0,0.007732
mut_599d6349,10,43.8,4,10.95,0,0.006835
mut_1bf0debb,9,41.22,4,10.3,0,0.007462
mut_587e0f94,10,35.2,3,11.73,0,0.006522
mut_cb1eec9b,10,40.6,4,10.15,0,0.009898
mut_282e5e22,10,41.7,4,10.43,0,0.008674
mut_4a3b652f,10,42.0,4,10.5,0,0.008391
rand_d1b64e2b,10,43.1,4,10.78,0,0.007381
mut_1bcd7294,10,45.4,5,9.08,0,0.013358
mut_4e273bcb,10,36.0,3,12.0,0,0.005848
rand_31bfd594,10,46.9,4,11.72,0,0.004911
rand_8e2a60ca,10,40.9,4,10.22,0,0.009568
rand_7ce4e2d9,9,40.56,4,10.14,0,0.008056
rand_a2d36c08,10,41.5,4,10.38,0,0.00888
rand_00811dcc,10,42.3,4,10.57,0,0.008119
mut_585f00f2,10,35.9,3,11.97,0,0.00592
rand_bdb3cbd1,10,42.5,4,10.62,0,0.007934
mut_cd12348d,10,43.1,5,8.62,0,0.016648
rand_cb92d571,10,34.7,3,11.57,0,0.006973
rand_38f0df92,10,42.3,4,10.57,0,0.008119
rand_cb67b507,10,44.5,5,8.9,0,0.014578
rand_7f3ca3b2,10,43.5,4,10.88,0,0.007056
mut_13059a44,10,39.6,4,9.9,0,0.011166
mut_e96592c9,10,33.8,4,8.45,0,0.022492
rand_b631992f,10,35.4,3,11.8,0,0.006339
rand_0d319d9d,10,35.6,3,11.87,0,0.006163
rand_4014ce69,10,41.5,4,10.38,0,0.00888
mut_36f397f3,10,43.1,4,10.78,0,0.007381
rand_56d32183,10,46.9,4,11.72,0,0.004911
mut_f9e10894,7,34.29,3,11.43,0,0.003623
mut_51ff3803,10,43.2,4,10.8,0,0.007311
mut_f870a2da,10,48.5,5,9.7,0,0.009849
rand_eb2c9287,10,52.0,5,10.4,0,0.007034
rand_94a69d5e,10,41.8,4,10.45,0,0.008589
rand_7ca7228d,10,43.5,4,10.88,0,0.007056
rand_604a18f5,10,35.8,3,11.93,0,0.006013
rand_3f9b4193,10,50.2,5,10.04,0,0.008348
rand_0e66a288,10,40.0,4,10.0,0,0.010638
mut_616bf9df,10,33.9,4,8.47,0,0.022278
mut_f7ce907a,10,33.3,3,11.1,0,0.008528
rand_1c109242,10,39.0,4,9.75,0,0.012013
mut_baad6469,10,33.1,4,8.28,0,0.024251
rand_e5f490ff,10,45.0,5,9.0,0,0.013889
rand_1d3c3ac2,10,45.4,4,11.35,0,0.005738
mut_da8bdac1,10,42.7,4,10.68,0,0.007726
rand_5b1d7990,10,41.6,4,10.4,0,0.008792
rand_836ca9c7,10,38.6,4,9.65,0,0.012617
rand_604f6b06,10,49.0,5,9.8,0,0.009379
rand_83c27e28,10,42.7,4,10.68,0,0.007726
rand_ed532130,10,41.6,4,10.4,0,0.008792
mut_6d634f01,10,43.5,4,10.88,0,0.007056
mut_6c6d599c,10,38.9,4,9.72,0,0.012185
mut_b8c2dc79,10,40.4,4,10.1,0,0.010138
rand_f95928fc,10,41.2,4,10.3,0,0.009217
mut_24988bf8,10,47.8,5,9.56,0,0.01055
mut_ef81a067,10,45.2,4,11.3,0,0.005863
mut_f4e9ab4a,10,39.9,4,9.97,0,0.010788
mut_950ffb01,10,35.6,3,11.87,0,0.006163
mut_2f50cde3,10,39.8,4,9.95,0,0.010899
rand_d5b2af85,10,51.8,5,10.36,0,0.007167
mut_e6e4b2ae,9,43.33,4,10.83,0,0.005841
mut_c52ab9d6,10,47.0,5,9.4,0,0.011414
rand_2729694a,10,42.1,4,10.53,0,0.008279
rand_fa8dd258,10,45.8,5,9.16,0,0.012845
rand_6706b5f8,10,36.0,3,12.0,0,0.005848
rand_9dc834e9,10,35.2,3,11.73,0,0.006522
rand_0d31d622,10,47.7,5,9.54,0,0.010654
mut_ee98227f,10,34.8,3,11.6,0,0.006884
mut_9eab8cf6,10,50.0,5,10.0,0,0.008511
rand_cd1287cb,10,43.1,4,10.78,0,0.007381
mut_c38cf332,10,47.0,5,9.4,0,0.011414
rand_9456cc85,9,33.67,3,11.22,0,0.006553
rand_f339ec57,10,46.6,5,9.32,0,0.011873
rand_1e489940,10,43.4,4,10.85,0,0.007148
mut_a4622c13,10,40.0,4,10.0,0,0.010638
mut_6e4a239b,10,53.5,6,8.92,0,0.012036
mut_854bfba2,10,42.3,4,10.57,0,0.008119
rand_3bd5e735,10,39.7,4,9.93,0,0.01101
rand_90a34ed0,10,42.4,4,10.6,0,0.008011
rand_79827b44,10,33.6,3,11.2,0,0.008163
rand_775b567b,10,51.2,5,10.24,0,0.007586
mut_78cb9da7,10,41.2,4,10.3,0,0.009217
mut_4c582e32,10,40.9,4,10.22,0,0.009568
mut_03fd1d2a,10,35.5,3,11.83,0,0.006261
mut_27395268,10,36.1,3,12.03,0,0.005777
rand_2b4b5fa9,10,40.5,4,10.12,0,0.010036
rand_9d6cc4c7,10,40.1,4,10.03,0,0.010491
rand_fe5ef1ed,10,35.0,3,11.67,0,0.006689
rand_8c241c56,10,41.8,4,10.45,0,0.008589
rand_986fedd4,10,45.7,5,9.14,0,0.012971
rand_6593e9d2,10,42.8,4,10.7,0,0.007652
mut_5a043827,10,42.0,4,10.5,0,0.008391
mut_eebe1eae,10,40.0,4,10.0,0,0.010638
rand_caa34300,10,38.5,4,9.62,0,0.012797
mut_c1ebece7,10,36.4,3,12.13,0,0.005553
mut_4121cb59,10,38.5,4,9.62,0,0.012797
mut_53dcb501,10,35.3,3,11.77,0,0.006419
mut_6f4d9357,10,34.8,3,11.6,0,0.006884
mut_67d156f2,10,35.0,3,11.67,0,0.006689
mut_d0f142ff,10,37.4,4,9.35,0,0.014624
mut_21cc5278,15,35.6,3,11.87,0,0.006163
rand_12e3580c,20,44.0,5,8.8,0,0.015294
rand_4d7836f2,20,42.7,4,10.68,0,0.007726
rand_3efb3405,20,50.25,5,10.05,0,0.008308
mut_2f79f6d4,20,35.05,3,11.68,0,0.006658
mut_e7da1ca1,20,41.65,4,10.41,0,0.008749
rand_3e5633af,18,36.83,4,9.21,0,0.015671
rand_930b24bc,20,35.85,3,11.95,0,0.005966
rand_277aead9,20,53.7,6,8.95,0,0.011858
mut_ce4d6055,20,35.0,3,11.67,0,0.006689
rand_f10744f3,20,45.1,4,11.28,0,0.005916
rand_7b2b76c6,20,46.0,5,9.2,0,0.012595
mut_d98a83ae,18,35.72,3,11.91,0,0.006065
mut_ee73c3de,20,43.5,4,10.88,0,0.007056
rand_7918e42d,20,34.8,3,11.6,0,0.006884
rand_e1e87b0a,20,41.2,4,10.3,0,0.009217
mut_181bfbec,20,39.35,4,9.84,0,0.0115
mut_290376c8,20,47.25,5,9.45,0,0.011137
mut_87f3d842,20,34.05,3,11.35,0,0.007651
rand_c8b67208,20,33.0,3,11.0,0,0.008913
rand_87d608e6,20,41.6,4,10.4,0,0.008792
mut_701711a2,20,34.4,3,11.47,0,0.007273
rand_8cc18596,20,41.8,4,10.45,0,0.008589
rand_64c04df5,20,43.9,5,8.78,0,0.015441
mut_280f7325,20,39.95,4,9.99,0,0.010692
mut_cb2025e7,20,35.0,4,8.75,0,0.019578
rand_8937bc90,20,43.5,4,10.88,0,0.007056
rand_d0bba0f0,20,34.1,3,11.37,0,0.007588
rand_8459e1e2,20,44.3,4,11.07,0,0.006478
rand_2097563f,19,35.95,3,11.98,0,0.005893
mut_0c16000b,20,35.45,3,11.82,0,0.00629
rand_4c3e87f6,20,51.15,6,8.53,0,0.01447
mut_362ba769,20,41.3,4,10.32,0,0.009125
rand_11443410,20,50.8,5,10.16,0,0.007881
mut_a2ed9c32,20,43.0,4,10.75,0,0.007479
mut_30f5ec46,20,43.75,4,10.94,0,0.006867
mut_ed1ca3c8,20,47.15,5,9.43,0,0.011247
rand_573172a0,20,42.3,4,10.57,0,0.008119
mut_2fb4bab4,20,43.65,4,10.91,0,0.006957
mut_ec728545,20,40.5,4,10.12,0,0.010036
mut_f4a65aa9,20,41.25,4,10.31,0,0.009171
rand_204a9186,20,41.0,4,10.25,0,0.009438
rand_98e2db6b,20,34.85,3,11.62,0,0.006829
mut_f2a931f0,20,35.15,3,11.72,0,0.006553
rand_e37f0fd0,20,44.4,4,11.1,0,0.006396
mut_52047dab,20,34.85,3,11.62,0,0.006829
rand_3891cc27,20,35.7,3,11.9,0,0.006087
mut_a4ba9fe0,19,35.84,3,11.95,0,0.005968
rand_9a3e4e8f,20,49.95,5,9.99,0,0.008552
mut_2a1d3da9,20,43.8,4,10.95,0,0.006835
mut_46116557,20,34.5,4,8.62,0,0.020798
mut_82ad71b2,20,34.6,3,11.53,0,0.007087
rand_f036b375,20,38.1,4,9.53,0,0.01339
mut_c5232f2c,20,43.45,4,10.86,0,0.007114
mut_af74fa30,20,41.55,4,10.39,0,0.008836
rand_13890bda,20,44.3,4,11.07,0,0.006478
rand_e4508af1,20,43.6,4,10.9,0,0.006989
mut_b3a69d30,17,42.0,4,10.5,0,0.008391
mut_465a053e,20,43.2,4,10.8,0,0.007311
mut_d38b1b9a,19,40.74,4,10.19,0,0.009716
mut_e36fa246,6,0.0,3,0.0,0,0.0
rand_247d5262,20,48.15,5,9.63,0,0.010193
rand_2cf8fc1e,20,36.55,3,12.18,0,0.005445
rand_fbc348dc,10,43.2,4,10.8,0,0.007311
mut_4fc37693,15,38.53,5,7.71,0,0.024129
mut_2184e5e6,20,39.0,4,9.75,0,0.012013
rand_1c76a762,20,51.85,6,8.64,0,0.013742
mut_26c5c719,20,48.9,5,9.78,0,0.009471
mut_25ed705b,20,36.0,3,12.0,0,0.005848
mut_f23a5ddb,20,47.15,5,9.43,0,0.011247
mut_8a29a721,20,42.15,4,10.54,0,0.008239
mut_d64ef9c3,20,40.05,4,10.01,0,0.010584
rand_b028d08c,20,41.2,4,10.3,0,0.009217
mut_06bd84ae,20,46.9,4,11.72,0,0.004911
mut_27e34505,20,41.1,4,10.28,0,0.009309
rand_3eaa7372,20,40.9,4,10.22,0,0.009568
rand_8709c25e,18,36.06,3,12.02,0,0.005802
rand_ac8bd20b,20,37.25,3,12.42,0,0.004965
mut_6b1465da,20,38.75,4,9.69,0,0.012375
rand_9c5633de,20,52.15,5,10.43,0,0.006936
mut_373dcdbf,20,34.7,3,11.57,0,0.006973
rand_a8e37bdd,20,41.15,4,10.29,0,0.009263
mut_22cd61e0,20,42.45,4,10.61,0,0.007972
rand_83a9eed8,20,34.8,3,11.6,0,0.006884
rand_a1d32c25,18,39.33,4,9.83,0,0.01155
rand_d49e6313,20,43.95,4,10.99,0,0.006716
mut_98d9d063,17,36.59,3,12.2,0,0.005405
rand_13a25082,20,45.05,4,11.26,0,0.005964
rand_549c8949,20,44.2,5,8.84,0,0.015005
rand_9f082e6a,20,37.05,3,12.35,0,0.005099
mut_9c645f29,20,41.45,4,10.36,0,0.008957
rand_1bf36577,20,42.9,4,10.72,0,0.007579
rand_0d9e2f1d,20,42.15,4,10.54,0,0.008239
mut_c286193c,20,40.55,4,10.14,0,0.009948
rand_e39e47bb,20,50.25,5,10.05,0,0.008308
mut_591e90f2,20,35.9,3,11.97,0,0.00592
mut_ab112357,20,48.95,5,9.79,0,0.009425
mut_f57a993b,20,40.45,4,10.11,0,0.010087
rand_3864cddb,20,45.5,5,9.1,0,0.013228
rand_e1750a5e,20,42.65,4,10.66,0,0.007791
mut_bfbf2af4,20,43.25,4,10.81,0,0.007277
mut_e7f5e674,20,40.7,4,10.18,0,0.009762
rand_fd1dee0a,20,43.2,4,10.8,0,0.007311
rand_f3cac1b5,19,40.11,4,10.03,0,0.010488
mut_3245971e,20,43.05,4,10.76,0,0.007444
rand_c78792f1,20,35.0,3,11.67,0,0.006689
mut_12b555df,20,48.95,5,9.79,0,0.009425
rand_8d36da84,18,34.67,3,11.56,0,0.007002
rand_6235ae00,20,42.7,4,10.68,0,0.007726
mut_c5dea905,20,38.05,3,12.68,0,0.004501
mut_b6cf8e79,20,36.8,4,9.2,0,0.015744
mut_b1f55fb1,20,40.45,4,10.11,0,0.010087
mut_fecaabcf,20,40.45,4,10.11,0,0.010087
mut_f2419dd3,20,39.25,4,9.81,0,0.011663
rand_00a81d5a,20,51.65,5,10.33,0,0.007269
mut_808454d5,20,34.55,3,11.52,0,0.007121
rand_fe773be5,18,35.0,3,11.67,0,0.006689
rand_8eae0cbf,20,45.7,5,9.14,0,0.012971
mut_77310875,19,33.79,3,11.26,0,0.007951
mut_aa020335,20,42.35,5,8.47,0,0.017833
mut_cf1b512d,20,38.25,3,12.75,0,0.004387
mut_dd4c73a9,20,35.15,3,11.72,0,0.006553
mut_3c76f28f,20,45.35,5,9.07,0,0.013423
rand_1d71308d,20,34.65,3,11.55,0,0.00703
mut_0c019570,20,45.2,4,11.3,0,0.005863
rand_c9f7bb9c,14,36.71,4,9.18,0,0.015904
mut_fd6a2397,20,41.2,4,10.3,0,0.009217
mut_0f51e497,20,42.3,4,10.57,0,0.008119
mut_7ff0faa8,20,36.4,3,12.13,0,0.005553
rand_60923ad1,20,49.4,5,9.88,0,0.00902
mut_c5e07b21,20,36.85,3,12.28,0,0.005237
rand_4c031e9d,20,41.5,4,10.38,0,0.00888
rand_be07f5fa,20,34.2,3,11.4,0,0.00749
rand_71d51f7e,20,46.3,5,9.26,0,0.012229
mut_5db09208,20,43.1,4,10.78,0,0.007381
mut_dc769b6f,20,41.05,4,10.26,0,0.009391
mut_8e55dde2,20,41.35,4,10.34,0,0.009046
mut_08b4d6f8,20,35.05,3,11.68,0,0.006658
mut_05925e83,20,43.25,4,10.81,0,0.007277
rand_5e61f4d4,20,47.6,5,9.52,0,0.010759
rand_169dc18c,20,40.0,4,10.0,0,0.010638
mut_56dfc8d8,20,49.35,5,9.87,0,0.009064
mut_74625c38,20,39.8,4,9.95,0,0.010899
mut_85f4b266,20,34.0,3,11.33,0,0.007715
CFOP,600,51.69,7,7.38,88,0.018936
rand_c2089373,20,49.15,5,9.83,0,0.009243
mut_9af1172c,20,33.15,3,11.05,0,0.008718
rand_1e333cbd,20,35.55,3,11.85,0,0.006212
mut_e6763a31,19,43.11,5,8.62,0,0.016644
mut_d94de5c2,13,39.77,4,9.94,0,0.010949
rand_4560dcf6,20,40.0,4,10.0,0,0.010638
rand_b802732d,20,44.1,4,11.03,0,0.006599
mut_619c7bd3,20,40.8,4,10.2,0,0.009665
mut_815140f7,20,49.45,5,9.89,0,0.008977
mut_b9ee89f7,20,41.65,4,10.41,0,0.008749
mut_10778992,20,36.65,3,12.22,0,0.005363
rand_f156f4e5,20,39.3,4,9.82,0,0.011604
rand_b98fd4cc,16,37.56,4,9.39,0,0.014339
mut_a64c3cbd,20,35.6,3,11.87,0,0.006163
rand_c7f8c842,20,35.0,3,11.67,0,0.006689
rand_5caac497,20,40.2,4,10.05,0,0.010385
rand_94899936,20,44.55,5,8.91,0,0.014508
mut_6c432a32,20,40.85,4,10.21,0,0.009616
mut_bfb1510a,20,33.75,4,8.44,0,0.0226
rand_d4c8fd5c,20,39.7,4,9.93,0,0.01101
rand_cdabe260,20,42.9,4,10.72,0,0.007579
mut_9a50bc6b,20,38.5,4,9.62,0,0.012797
rand_299e62b5,20,37.6,4,9.4,0,0.014268
mut_beb9f81e,19,40.58,4,10.14,0,0.009941
rand_a04c7bf6,17,38.82,4,9.71,0,0.012257
rand_90bd3602,20,42.75,4,10.69,0,0.007689
rand_fa8a2b95,20,34.65,3,11.55,0,0.00703
rand_d71698a3,20,41.65,4,10.41,0,0.008749
mut_1cf1b06a,20,48.7,5,9.74,0,0.009658
rand_0eb2b772,20,41.8,4,10.45,0,0.008589
rand_37f76bc7,10,37.9,3,12.63,0,0.004585
rand_a994668d,10,50.5,5,10.1,0,0.008111
rand_68555f2f,20,39.8,4,9.95,0,0.010899
mut_276f6030,20,39.2,4,9.8,0,0.011723
mut_ab76feef,10,43.4,4,10.85,0,0.007148
mut_3290c2c8,10,35.8,3,11.93,0,0.006013
rand_8b727653,10,36.3,4,9.07,0,0.01677
mut_301496e1,10,41.2,4,10.3,0,0.009217
mut_c292da6a,10,36.1,3,12.03,0,0.005777
mut_2d83fc12,10,38.4,4,9.6,0,0.01293
rand_b6f5bc68,10,34.8,3,11.6,0,0.006884
rand_824825cb,10,44.5,4,11.12,0,0.006337
APB,10,49.7,6,8.28,124,0.016151
Roux,300,42.35,6,7.06,44,0.0236
CFOP,600,51.69,7,7.38,88,0.018936
ZZ,775,50.99,7,7.28,32,0.019384
ZZ,775,50.99,7,7.28,494,0.019384
