method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
rand_adea49be,9,37.67,4,9.42,0,0.021503
mut_79764ef3,10,50.4,5,10.08,0,0.019841
mut_52b6a3c4,10,35.8,3,11.93,0,0.027933
rand_07a2d5e5,10,36.4,3,12.13,0,0.027473
rand_288965c4,10,41.0,4,10.25,0,0.02439
rand_92b8dc45,10,33.7,3,11.23,0,0.029674
mut_e48b2a0b,10,42.5,4,10.62,0,0.023529
rand_5eb6699e,9,41.67,4,10.42,0,0.019438
rand_5269d3c9,10,48.3,4,12.07,0,0.020704
mut_3816303d,10,46.3,4,11.57,0,0.021598
rand_c0139826,9,42.22,4,10.55,0,0.019185
mut_3b75232e,10,42.8,4,10.7,0,0.023364
rand_801ab648,10,43.6,4,10.9,0,0.022936
rand_2789209c,10,40.9,4,10.22,0,0.02445
mut_387f563a,10,42.5,4,10.62,0,0.023529
mut_c72bc578,10,44.0,4,11.0,0,0.022727
rand_a2f78626,10,40.6,4,10.15,0,0.024631
mut_83cb26e2,10,44.1,4,11.03,0,0.022676
mut_7e97103a,10,35.7,3,11.9,0,0.028011
mut_9db8a591,10,37.5,5,7.5,0,0.026667
mut_80992f88,10,43.1,4,10.78,0,0.023202
mut_123caca9,10,36.2,3,12.07,0,0.027624
mut_55aef4e2,10,41.9,4,10.47,0,0.023866
rand_ae674968,10,42.4,4,10.6,0,0.023585
mut_3766e2c1,10,34.0,3,11.33,0,0.029412
mut_32503111,10,33.3,3,11.1,0,0.03003
rand_332f0363,10,36.6,3,12.2,0,0.027322
mut_b658e2a3,10,42.5,5,8.5,0,0.023529
rand_2f332a6d,10,50.3,5,10.06,0,0.019881
mut_e8461092,10,46.4,5,9.28,0,0.021552
mut_d0053412,10,35.8,3,11.93,0,0.027933
mut_4495c333,10,40.0,4,10.0,0,0.025
mut_ce715c83,10,41.2,4,10.3,0,0.024272
rand_9c05f850,10,38.8,4,9.7,0,0.025773
mut_0cf254a2,10,45.3,5,9.06,0,0.022075
rand_df283453,10,48.5,5,9.7,0,0.020619
rand_81656c3e,10,42.6,4,10.65,0,0.023474
rand_cb3bce3a,10,39.3,4,9.82,0,0.025445
rand_6386fde6,10,35.9,3,11.97,0,0.027855
rand_cc53e0ad,10,43.1,4,10.78,0,0.023202
mut_5fff49a4,10,43.3,4,10.82,0,0.023095
mut_f73c7d3b,10,50.8,5,10.16,0,0.019685
mut_a1626ce2,10,51.4,7,7.34,0,0.019455
rand_0c95038a,10,39.1,4,9.78,0,0.025575
rand_fb6c63ba,10,46.0,5,9.2,0,0.021739
rand_1a1270d4,10,48.5,5,9.7,0,0.020619
rand_fa971d6d,10,38.5,3,12.83,0,0.025974
rand_2e5d1018,10,44.2,4,11.05,0,0.022624
mut_bb1ba78d,10,41.8,4,10.45,0,0.023923
rand_375e3a57,10,35.3,3,11.77,0,0.028329
rand_6e08d689,10,40.8,4,10.2,0,0.02451
mut_b4991af0,10,47.5,5,9.5,0,0.021053
mut_750ea808,10,56.0,7,8.0,12,0.017857
rand_d767332e,10,47.4,5,9.48,0,0.021097
rand_e4b7699c,10,46.1,4,11.53,0,0.021692
rand_56fe3c0e,10,43.3,4,10.82,0,0.023095
rand_c42984c0,10,37.4,3,12.47,0,0.026738
rand_d3bd2431,9,34.22,3,11.41,0,0.02367
mut_ea690a26,10,44.3,4,11.07,0,0.022573
mut_eaade160,10,45.3,4,11.32,0,0.022075
rand_ffd83735,10,40.9,4,10.22,0,0.02445
mut_af90c5ca,10,43.2,4,10.8,0,0.023148
mut_b2642923,10,46.3,4,11.57,0,0.021598
rand_5483b4f0,10,42.7,4,10.68,0,0.023419
mut_2fd29e14,10,35.8,3,11.93,0,0.027933
rand_6f7974e3,10,39.0,4,9.75,0,0.025641
mut_e90369ce,10,35.6,3,11.87,0,0.02809
rand_629ac5d1,5,38.6,4,9.65,0,0.006477
rand_05974348,10,44.1,4,11.03,0,0.022676
mut_53def856,10,43.9,4,10.97,0,0.022779
rand_d28e5422,10,49.2,5,9.84,0,0.020325
mut_126ca20b,10,44.6,4,11.15,0,0.022422
mut_cc96e8df,10,34.5,3,11.5,0,0.028986
rand_2bb21aea,10,41.6,4,10.4,0,0.024038
mut_50d518b1,10,41.1,4,10.28,0,0.024331
mut_a6d6cfbb,10,36.8,3,12.27,0,0.027174
CFOP,600,51.69,7,7.38,0,0.019346
rand_706753c4,10,44.2,4,11.05,0,0.022624
mut_8a31ab48,10,35.8,3,11.93,0,0.027933
rand_3d32b4e6,10,41.0,4,10.25,0,0.02439
mut_a1b01b54,10,46.1,5,9.22,0,0.021692
mut_06079684,10,48.3,5,9.66,0,0.020704
rand_c87a7153,10,46.3,4,11.57,0,0.021598
rand_7c303b49,10,42.7,4,10.68,0,0.023419
mut_86e5ba09,10,41.9,4,10.47,0,0.023866
mut_5734f813,10,47.4,4,11.85,0,0.021097
rand_e10459c4,10,49.5,5,9.9,0,0.020202
rand_7fa44ad1,10,48.0,5,9.6,0,0.020833
rand_799daf4e,10,35.0,3,11.67,0,0.028571
mut_9c6134b0,10,30.3,3,10.1,0,0.033003
rand_27a1820b,10,41.7,4,10.43,0,0.023981
rand_aedc548f,10,48.2,5,9.64,0,0.020747
rand_fa990d4b,10,40.7,4,10.18,0,0.02457
rand_bd512d0a,10,44.6,4,11.15,0,0.022422
mut_ca961b27,10,39.8,4,9.95,0,0.025126
mut_24480f9c,10,39.5,4,9.88,0,0.025316
rand_a0cae602,10,49.5,5,9.9,0,0.020202
rand_bf36dbac,10,45.3,4,11.32,0,0.022075
mut_82e9ca9b,10,34.3,3,11.43,0,0.029155
rand_be06a626,10,33.3,3,11.1,0,0.03003
rand_51f85582,10,40.0,4,10.0,0,0.025
mut_deac8ed3,10,41.2,4,10.3,0,0.024272
mut_121d48c0,10,44.0,4,11.0,0,0.022727
rand_316e9b05,10,49.8,5,9.96,0,0.02008
mut_ac6d46a3,10,37.7,4,9.43,0,0.026525
rand_216b3561,10,37.6,3,12.53,0,0.026596
mut_391e6421,10,46.9,5,9.38,0,0.021322
rand_26ccd11e,9,42.44,4,10.61,0,0.019086
mut_47d138aa,10,45.2,4,11.3,0,0.022124
rand_23fe01ca,10,40.1,4,10.03,0,0.024938
rand_8016971f,10,47.5,5,9.5,0,0.021053
mut_0138b3d4,10,42.7,4,10.68,0,0.023419
mut_d8faa44c,10,43.8,4,10.95,0,0.022831
mut_5ac88836,10,40.4,4,10.1,0,0.024752
mut_77cb72de,10,44.6,4,11.15,0,0.022422
mut_60578863,10,37.0,4,9.25,0,0.027027
rand_a630b494,10,45.1,4,11.28,0,0.022173
mut_12dc1adc,10,34.4,3,11.47,0,0.02907
mut_02cd3abb,10,39.7,4,9.93,0,0.025189
rand_3dc43f0f,10,36.3,3,12.1,0,0.027548
mut_1bda64b7,10,41.2,4,10.3,0,0.024272
mut_9e2ff64a,10,45.3,5,9.06,0,0.022075
rand_f0eed145,10,47.9,5,9.58,0,0.020877
mut_31ff38ad,10,40.8,4,10.2,0,0.02451
rand_82912e4a,10,41.2,4,10.3,0,0.024272
mut_6e4f8b0b,10,40.7,4,10.18,0,0.02457
mut_76345bb3,10,45.9,4,11.47,0,0.021786
rand_be9e123e,10,43.1,4,10.78,0,0.023202
mut_0c25fa7d,10,43.5,4,10.88,0,0.022989
rand_06315b91,10,41.1,4,10.28,0,0.024331
mut_eefad068,10,50.3,6,8.38,0,0.019881
rand_4a1387ec,10,45.7,4,11.43,0,0.021882
rand_99912b71,10,44.4,4,11.1,0,0.022523
mut_474efaf8,10,41.3,4,10.32,0,0.024213
rand_ef5f083d,10,40.3,4,10.07,0,0.024814
mut_20088c32,10,43.7,4,10.93,0,0.022883
rand_573726bc,10,48.5,5,9.7,0,0.020619
mut_be01f7dc,10,35.9,4,8.97,0,0.027855
rand_559e3cc7,9,41.33,4,10.33,0,0.019598
rand_8778dcc1,10,40.6,5,8.12,0,0.024631
mut_750dae63,10,49.7,5,9.94,0,0.020121
rand_6cbb9cb1,10,40.8,4,10.2,0,0.02451
rand_b8818265,10,41.5,4,10.38,0,0.024096
rand_74ed90f8,10,44.4,4,11.1,0,0.022523
rand_355e917e,10,42.0,4,10.5,0,0.02381
mut_cdf145f3,10,46.3,4,11.57,0,0.021598
mut_38bdc652,10,42.9,4,10.72,0,0.02331
mut_5c181c17,10,40.3,4,10.07,0,0.024814
rand_93a2da71,10,33.6,4,8.4,0,0.029762
mut_1e211ca7,10,35.4,3,11.8,0,0.028249
mut_b4807298,10,42.8,4,10.7,0,0.023364
rand_4f134dd2,10,45.7,4,11.43,0,0.021882
mut_930eaeed,10,35.9,3,11.97,0,0.027855
rand_1ae4713d,10,42.3,4,10.57,0,0.023641
rand_c6fe0df5,10,39.0,4,9.75,0,0.025641
rand_4d4212fc,10,57.7,6,9.62,0,0.017331
rand_419b392b,10,47.3,5,9.46,0,0.021142
mut_7fed6b1e,10,42.0,4,10.5,0,0.02381
rand_4d9edd86,10,47.9,5,9.58,0,0.020877
mut_021293e4,10,40.2,4,10.05,0,0.024876
rand_6d73e9d9,10,47.0,5,9.4,0,0.021277
mut_ce8f995e,5,38.2,5,7.64,0,0.006545
mut_be136e1c,10,47.3,5,9.46,0,0.021142
mut_6c296ce6,10,35.2,3,11.73,0,0.028409
rand_a9b39093,10,40.8,4,10.2,0,0.02451
mut_81e38d69,10,43.0,4,10.75,0,0.023256
rand_8fda85e2,10,44.6,4,11.15,0,0.022422
mut_ac4733cc,10,40.0,4,10.0,0,0.025
rand_71a3258a,10,47.6,5,9.52,0,0.021008
rand_5ab5fedf,10,41.5,4,10.38,0,0.024096
rand_9369f7b5,10,36.0,3,12.0,0,0.027778
mut_545c142c,10,39.5,4,9.88,0,0.025316
rand_cb4e8ac0,10,41.5,4,10.38,0,0.024096
mut_c46fd074,9,41.44,4,10.36,0,0.019546
mut_d00359a6,10,50.2,5,10.04,0,0.01992
mut_a6d20e46,10,49.4,5,9.88,0,0.020243
rand_b68f5d31,10,35.8,3,11.93,0,0.027933
rand_9ca3e12a,9,36.56,3,12.19,0,0.022155
rand_31796c7d,10,34.9,3,11.63,0,0.028653
rand_c9e844f1,10,41.0,4,10.25,0,0.02439
rand_b5de9ead,10,41.4,4,10.35,0,0.024155
mut_ed1e87b2,10,37.7,4,9.43,0,0.026525
rand_3f79b620,9,44.22,4,11.05,0,0.018318
rand_66b33956,10,42.7,4,10.68,0,0.023419
mut_43c06c0e,10,41.3,4,10.32,0,0.024213
mut_26bd41a4,10,42.6,4,10.65,0,0.023474
mut_7d942fa2,10,42.1,4,10.53,0,0.023753
rand_39effba7,10,41.9,4,10.47,0,0.023866
rand_4265c73d,10,34.6,3,11.53,0,0.028902
rand_a709dbf2,10,41.3,4,10.32,0,0.024213
mut_8426849c,10,42.0,4,10.5,0,0.02381
rand_4aec360d,10,36.8,3,12.27,0,0.027174
rand_c0839c08,10,36.1,4,9.03,0,0.027701
mut_714b4b11,10,50.2,5,10.04,0,0.01992
rand_815e8972,10,46.6,5,9.32,0,0.021459
rand_31cb6f1a,10,41.8,4,10.45,0,0.023923
mut_a17c591a,10,36.9,3,12.3,0,0.0271
rand_38ed4d9d,10,44.3,4,11.07,0,0.022573
rand_9c706696,10,51.0,5,10.2,0,0.019608
mut_085cb087,10,34.9,3,11.63,0,0.028653
mut_ec75b018,10,42.1,4,10.53,0,0.023753
PETRUS,250,50.94,7,7.28,25,0.019631
BEGINNERS,300,76.49,13,5.88,0,0.013074
CFOP,600,51.69,7,7.38,88,0.019346
Roux,300,42.35,6,7.06,44,0.023613
CFOP,600,51.69,7,7.38,88,0.019346
ZZ,775,50.99,7,7.28,32,0.019612
ZZ,775,50.99,7,7.28,494,0.019612
